,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Alabama,15,0,0,0,0,0,0,0,0
1,1,Arkansas State,13,0,0,0,0,0,0,0,0
2,1,Army,13,0,0,0,0,0,0,0,0
3,1,Auburn,13,0,0,0,0,0,0,0,0
4,1,BYU,13,0,0,0,0,0,0,0,0
5,1,Bowling Green,12,0,0,0,0,0,0,0,0
6,1,Fresno State,14,0,0,0,0,0,0,0,0
7,1,Indiana,12,0,0,0,0,0,0,0,0
8,1,Iowa State,13,0,0,0,0,0,0,0,0
9,1,Michigan State,13,0,0,0,0,0,0,0,0
10,1,Minnesota,13,0,0,0,0,0,0,0,0
11,1,Nevada,13,0,0,0,0,0,0,0,0
12,1,North Carolina,11,0,0,0,0,0,0,0,0
13,1,North Texas,13,0,0,0,0,0,0,0,0
14,1,Northern Illinois,14,0,0,0,0,0,0,0,0
15,1,Northwestern,14,0,0,0,0,0,0,0,0
16,1,Ohio State,14,0,0,0,0,0,0,0,0
17,1,Southern Mississippi,11,0,0,0,0,0,0,0,0
18,1,Stanford,13,0,0,0,0,0,0,0,0
19,1,TCU,13,0,0,0,0,0,0,0,0
20,1,Tennessee,12,0,0,0,0,0,0,0,0
21,1,Texas Tech,12,0,0,0,0,0,0,0,0
22,1,Utah,14,0,0,0,0,0,0,0,0
23,24,Appalachian State,13,1,0,0,0,0,0,0,0
24,24,Ball State,12,1,1,1,1,1,1,1,0
25,24,Buffalo,14,1,0,0,0,0,0,0,0
26,24,Cincinnati,13,1,1,0,0,0,0,0,0
27,24,Colorado,12,1,1,0,0,0,0,0,0
28,24,Georgia,14,1,1,0,0,0,0,0,0
29,24,Georgia Southern,13,1,1,0,0,0,0,0,0
30,24,Georgia Tech,13,1,0,0,0,0,0,0,0
31,24,Hawai'i,14,1,0,0,0,0,0,0,0
32,24,Iowa,13,1,0,0,0,0,0,0,0
33,24,LSU,13,1,0,0,0,0,0,0,0
34,24,Massachusetts,12,1,1,1,1,1,0,0,0
35,24,Mississippi State,13,1,1,0,0,0,0,0,0
36,24,Oklahoma,14,1,0,0,0,0,0,0,0
37,24,Old Dominion,12,1,0,0,0,0,0,0,0
