,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
38,24,Rice,13,1,0,0,0,0,0,0,0
39,24,South Carolina,13,1,0,0,0,0,0,0,0
40,24,Texas State,12,1,1,1,0,0,0,0,0
41,24,Troy,13,1,1,1,0,0,0,0,0
42,24,UAB,14,1,1,0,0,0,0,0,0
43,24,UCF,13,1,1,1,1,1,1,1,0
44,24,Virginia,13,1,0,0,0,0,0,0,0
45,24,Western Michigan,13,1,0,0,0,0,0,0,0
46,47,Air Force,12,2,2,1,1,1,0,0,0
47,47,Arizona,12,2,2,1,1,0,0,0,0
48,47,Boise State,13,2,1,1,1,1,1,1,0
49,47,Clemson,15,2,1,1,1,1,1,0,0
50,47,Coastal Carolina,12,2,0,0,0,0,0,0,0
51,47,Florida Atlantic,12,2,0,0,0,0,0,0,0
52,47,Houston,13,2,1,0,0,0,0,0,0
53,47,Kansas State,12,2,1,1,1,1,1,1,1
54,47,Louisiana Tech,13,2,0,0,0,0,0,0,0
55,47,Louisiana-Lafayette,14,2,1,1,1,1,0,0,0
56,47,Marshall,13,2,1,0,0,0,0,0,0
57,47,Maryland,12,2,1,0,0,0,0,0,0
58,47,Memphis,14,2,2,1,0,0,0,0,0
59,47,Michigan,13,2,1,0,0,0,0,0,0
60,47,Missouri,13,2,1,1,1,1,0,0,0
61,47,North Carolina State,13,2,0,0,0,0,0,0,0
62,47,Ohio,13,2,1,1,0,0,0,0,0
63,47,Oklahoma State,13,2,1,1,1,1,0,0,0
64,47,Oregon,13,2,1,0,0,0,0,0,0
65,47,Pittsburgh,14,2,2,1,1,1,0,0,0
66,47,Purdue,13,2,1,0,0,0,0,0,0
67,47,Rutgers,12,2,0,0,0,0,0,0,0
68,47,San Diego State,13,2,1,0,0,0,0,0,0
69,47,South Alabama,12,2,1,1,1,0,0,0,0
70,47,Texas,14,2,1,1,0,0,0,0,0
71,47,Texas A&M,13,2,1,0,0,0,0,0,0
72,47,Tulsa,12,2,1,1,1,1,1,0,0
73,47,UTEP,12,2,0,0,0,0,0,0,0
74,47,Utah State,13,2,1,1,0,0,0,0,0
75,47,West Virginia,12,2,0,0,0,0,0,0,0
76,47,Western Kentucky,12,2,2,0,0,0,0,0,0
77,47,Wyoming,12,2,2,1,0,0,0,0,0
78,79,Akron,12,3,2,0,0,0,0,0,0
79,79,Arkansas,12,3,3,2,1,1,1,1,1
80,79,Baylor,13,3,2,0,0,0,0,0,0
81,79,Florida,13,3,0,0,0,0,0,0,0
82,79,Illinois,12,3,1,1,1,1,0,0,0
83,79,Kansas,12,3,1,0,0,0,0,0,0
84,79,Liberty,12,3,0,0,0,0,0,0,0
85,79,Middle Tennessee,14,3,1,1,1,1,1,0,0
86,79,Mississippi,12,3,2,1,1,1,1,0,0
87,79,Navy,13,3,2,1,0,0,0,0,0
88,79,Nebraska,12,3,2,2,2,1,0,0,0
89,79,New Mexico,12,3,1,0,0,0,0,0,0
90,79,Notre Dame,13,3,0,0,0,0,0,0,0
91,79,SMU,12,3,3,1,1,1,1,0,0
92,79,South Florida,13,3,1,1,1,1,1,0,0
93,79,Syracuse,13,3,1,1,1,1,1,0,0
94,79,Toledo,13,3,0,0,0,0,0,0,0
95,79,Tulane,13,3,1,1,1,0,0,0,0
96,79,USC,12,3,1,1,1,1,1,1,1
97,79,UTSA,12,3,3,0,0,0,0,0,0
98,79,Wake Forest,13,3,2,2,1,0,0,0,0
99,79,Washington State,13,3,1,0,0,0,0,0,0
100,101,Arizona State,13,4,3,2,1,1,1,1,0
101,101,Connecticut,12,4,2,2,1,1,0,0,0
102,101,Eastern Michigan,13,4,3,2,2,1,1,0,0
103,101,Florida International,13,4,1,0,0,0,0,0,0
104,101,Georgia State,12,4,1,1,0,0,0,0,0
105,101,Kentucky,13,4,2,2,1,1,0,0,0
106,101,Louisiana-Monroe,12,4,2,1,0,0,0,0,0
107,101,Miami (Florida),13,4,2,2,1,1,1,0,0
108,101,Miami (Ohio),12,4,3,1,1,0,0,0,0
109,101,Oregon State,12,4,0,0,0,0,0,0,0
110,101,Penn State,13,4,1,1,1,0,0,0,0
111,101,San Jose State,12,4,3,1,1,0,0,0,0
112,101,Temple,13,4,0,0,0,0,0,0,0
113,101,Vanderbilt,13,4,1,0,0,0,0,0,0
114,101,Wisconsin,13,4,2,1,1,1,0,0,0
115,116,California,13,5,2,2,1,0,0,0,0
116,116,Central Michigan,12,5,2,1,0,0,0,0,0
117,116,Duke,13,5,2,1,0,0,0,0,0
118,116,East Carolina,12,5,2,1,1,0,0,0,0
119,116,UNLV,12,5,0,0,0,0,0,0,0
120,116,Virginia Tech,13,5,1,1,1,0,0,0,0
121,122,Boston College,12,6,3,1,1,0,0,0,0
122,122,Charlotte,12,6,2,2,2,1,1,1,0
123,122,Florida State,12,6,4,1,0,0,0,0,0
124,122,Louisville,12,6,4,1,0,0,0,0,0
125,122,Washington,14,6,2,1,0,0,0,0,0
126,127,Colorado State,12,7,4,4,3,2,2,1,0
127,127,Kent State,12,7,3,1,1,1,1,1,0
128,127,New Mexico State,12,7,5,3,2,2,1,0,0
129,127,UCLA,12,7,4,2,2,1,0,0,0
