,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Alabama,15,293,101,47,32,20,9,6,2,1
1,2,Oklahoma,14,288,111,59,34,20,13,6,3,0
2,3,Ohio State,14,272,83,42,17,7,6,3,0,0
3,4,Oklahoma State,13,263,92,38,17,7,4,2,1,1
4,5,Clemson,15,256,104,59,35,23,13,4,0,0
5,6,Houston,13,253,92,44,22,13,6,2,0,0
6,7,Texas A&M,13,244,85,27,11,6,4,2,1,1
7,8,Memphis,14,243,94,49,31,19,14,8,2,0
8,9,UCF,13,241,92,40,20,9,6,5,0,0
9,10,Cincinnati,13,234,72,31,14,8,3,2,1,0
10,11,Georgia,14,230,84,34,18,14,8,5,1,0
11,12,Baylor,13,228,69,31,10,5,2,2,0,0
12,13,Ohio,13,227,74,35,17,8,4,3,0,0
13,14,Texas Tech,12,222,62,33,13,8,2,0,0,0
14,15,West Virginia,12,220,80,45,23,13,6,3,1,0
15,16,North Texas,13,218,75,35,15,7,4,2,1,1
16,17,Washington State,13,217,60,23,8,5,2,1,1,0
17,18,Mississippi,12,215,87,51,25,13,6,2,1,0
18,18,North Carolina State,13,215,76,28,8,4,3,2,1,0
19,20,Toledo,13,214,65,32,16,7,2,2,1,0
20,20,Utah State,13,214,81,43,22,12,8,5,3,0
21,20,Washington,14,214,69,31,12,5,2,1,1,0
22,23,Notre Dame,13,211,74,30,12,6,2,1,1,1
23,24,Florida Atlantic,12,210,76,28,15,4,2,2,0,0
24,24,UAB,14,210,69,33,14,6,4,2,1,1
25,26,Arkansas State,13,208,79,35,12,8,5,2,0,0
26,27,Hawai'i,14,206,74,33,22,13,6,3,1,0
27,27,Nebraska,12,206,72,32,15,7,4,1,0,0
28,27,Virginia Tech,13,206,71,27,17,5,4,2,1,0
29,30,Purdue,13,203,68,41,25,10,5,4,1,0
30,30,Texas,14,203,66,26,6,0,0,0,0,0
31,32,Nevada,13,202,82,36,15,5,2,1,0,0
32,33,Wake Forest,13,201,69,28,13,5,1,1,0,0
33,34,Boise State,13,200,63,32,19,9,4,2,1,0
34,35,Syracuse,13,199,71,35,20,11,6,2,1,0
35,35,Wisconsin,13,199,59,25,8,3,3,3,2,0
36,37,South Florida,13,196,63,35,19,14,10,7,1,0
37,38,Fresno State,14,195,73,35,12,5,4,2,1,0
38,38,Louisiana-Lafayette,14,195,82,42,25,11,7,3,1,1
39,40,East Carolina,12,194,60,26,10,4,2,2,1,0
40,40,Massachusetts,12,194,69,28,16,9,6,2,1,0
41,42,Arizona State,13,193,62,28,16,6,2,1,0,0
42,42,Florida,13,193,63,33,13,7,4,1,0,0
43,42,Middle Tennessee,14,193,72,25,15,7,5,2,0,0
44,45,Colorado State,12,192,54,22,10,5,1,0,0,0
45,45,Vanderbilt,13,192,66,29,19,11,9,2,0,0
46,47,Arizona,12,191,69,40,18,10,5,2,0,0
47,47,Penn State,13,191,73,30,18,8,5,3,2,2
48,47,South Carolina,13,191,68,31,15,13,9,5,1,0
49,50,Utah,14,189,62,26,16,6,4,1,1,0
50,51,Missouri,13,188,71,39,23,11,4,2,1,0
51,51,Old Dominion,12,188,67,27,13,6,4,1,1,0
52,51,Western Michigan,13,188,62,28,18,9,4,2,1,0
53,54,LSU,13,186,55,30,15,6,2,1,0,0
54,55,Buffalo,14,185,66,34,20,12,5,4,0,0
55,56,Liberty,12,184,64,27,11,6,1,0,0,0
56,57,Appalachian State,13,183,69,37,20,14,9,4,2,1
57,57,Florida International,13,183,64,40,19,11,4,3,0,0
58,59,Oregon State,12,182,66,32,15,6,4,2,1,0
59,60,Marshall,13,181,65,32,15,6,3,1,1,0
60,60,Temple,13,181,69,30,15,6,4,2,0,0
61,62,Stanford,13,180,69,27,13,5,2,2,1,0
62,63,Oregon,13,179,69,30,15,9,4,2,1,0
63,64,Ball State,12,178,52,19,7,4,3,1,1,0
64,64,Georgia State,12,178,51,20,13,6,2,2,1,0
65,66,Duke,13,177,54,27,18,13,10,3,1,0
66,66,Iowa State,13,177,62,26,14,9,3,1,1,0
67,66,New Mexico State,12,177,54,20,10,5,2,0,0,0
68,66,North Carolina,11,177,60,32,18,6,2,2,2,0
69,70,Auburn,13,176,53,24,16,9,4,2,0,0
70,70,Michigan State,13,176,46,14,6,2,2,2,1,0
71,72,Louisiana Tech,13,175,56,32,17,7,2,0,0,0
72,72,Michigan,13,175,61,32,20,8,4,2,1,0
73,72,Tulane,13,175,69,38,19,12,6,5,1,0
74,72,UCLA,12,175,56,18,11,7,5,1,0,0
75,76,Iowa,13,174,50,21,11,5,3,1,0,0
76,76,Kent State,12,174,51,20,15,5,4,2,0,0
77,76,Troy,13,174,62,32,23,11,7,4,0,0
78,79,Illinois,12,173,54,29,19,12,9,6,2,0
79,79,Louisiana-Monroe,12,173,57,32,15,8,4,2,1,0
80,79,Mississippi State,13,173,66,28,10,7,4,3,2,0
81,79,San Diego State,13,173,58,24,10,6,4,4,0,0
82,79,Virginia,13,173,46,18,9,5,4,4,1,0
83,84,Coastal Carolina,12,171,61,20,8,6,4,2,2,0
84,84,Minnesota,13,171,53,24,11,8,5,2,1,0
85,86,Louisville,12,169,54,21,11,4,2,1,0,0
86,87,BYU,13,166,55,24,14,3,1,1,0,0
87,88,Eastern Michigan,13,165,54,25,18,8,4,4,0,0
88,88,Northwestern,14,165,48,19,10,6,4,2,0,0
89,88,Pittsburgh,14,165,58,34,22,15,11,4,1,1
90,88,Southern Mississippi,11,165,46,17,12,5,4,3,0,0
91,92,Miami (Ohio),12,164,59,19,8,4,1,1,0,0
92,92,TCU,13,164,47,25,13,8,4,2,2,1
93,94,Colorado,12,162,55,28,17,9,4,3,1,0
94,94,Georgia Tech,13,162,63,30,12,7,4,2,2,0
95,94,Miami (Florida),13,162,61,34,16,8,6,2,1,0
96,97,Florida State,12,161,56,28,12,9,4,4,1,0
97,97,Indiana,12,161,53,23,8,1,1,0,0,0
98,97,Northern Illinois,14,161,40,17,5,3,2,0,0,0
99,97,UNLV,12,161,49,22,14,8,7,6,0,0
100,101,Kansas State,12,160,46,16,9,3,1,1,0,0
101,101,Western Kentucky,12,160,38,16,10,5,4,1,0,0
102,103,California,13,159,40,12,6,4,1,0,0,0
103,103,Connecticut,12,159,47,22,12,6,4,3,1,0
104,105,Boston College,12,158,69,26,13,6,4,2,0,0
105,106,Kentucky,13,157,56,23,13,6,1,1,0,0
106,106,SMU,12,157,55,33,23,14,3,2,1,1
107,108,Bowling Green,12,156,48,20,13,8,6,2,0,0
108,108,Maryland,12,156,61,30,20,14,8,3,2,0
109,108,Tulsa,12,156,49,25,8,4,3,2,0,0
110,111,Charlotte,12,153,40,17,10,6,3,1,0,0
111,112,Texas State,12,152,45,20,11,5,3,1,1,1
112,113,Arkansas,12,150,48,27,11,4,3,0,0,0
113,113,USC,12,150,63,31,21,7,3,0,0,0
114,115,Kansas,12,149,60,23,11,7,3,1,0,0
115,116,Air Force,12,146,47,25,15,7,2,0,0,0
116,116,Akron,12,146,45,17,9,5,0,0,0,0
117,118,San Jose State,12,143,46,23,13,8,5,4,0,0
118,119,New Mexico,12,140,46,22,10,7,4,2,0,0
119,120,South Alabama,12,139,48,20,12,9,4,1,0,0
120,121,Navy,13,138,44,26,14,8,3,2,0,0
121,121,Rice,13,138,44,23,11,8,5,1,1,0
122,123,Tennessee,12,137,52,30,17,8,2,2,1,0
123,124,Georgia Southern,13,136,50,27,16,8,3,0,0,0
124,125,Army,13,134,47,20,10,6,2,1,0,0
125,126,Wyoming,12,133,39,20,15,9,5,2,0,0
126,127,UTEP,12,131,52,23,13,3,3,2,1,0
127,128,UTSA,12,118,30,8,4,1,0,0,0,0
128,129,Central Michigan,12,111,24,11,1,0,0,0,0,0
129,130,Rutgers,12,110,26,8,4,1,1,1,1,0
