,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Utah State,13,78,78,100.0,6.0,6.0
1,1,UCF,13,74,74,100.0,5.7,5.7
2,1,Ohio State,14,76,76,100.0,5.4,5.4
3,1,Ohio,13,68,68,100.0,5.2,5.2
4,1,Syracuse,13,61,61,100.0,4.7,4.7
5,1,Georgia,14,65,65,100.0,4.6,4.6
6,1,Texas Tech,12,55,55,100.0,4.6,4.6
7,1,Army,13,57,57,100.0,4.4,4.4
8,1,Florida,13,55,55,100.0,4.2,4.2
9,1,Wake Forest,13,52,52,100.0,4.0,4.0
10,1,North Carolina State,13,51,51,100.0,3.9,3.9
11,1,Texas A&M,13,51,51,100.0,3.9,3.9
12,1,Auburn,13,49,49,100.0,3.8,3.8
13,1,Iowa,13,48,48,100.0,3.7,3.7
14,1,Wisconsin,13,48,48,100.0,3.7,3.7
15,1,Virginia Tech,13,48,48,100.0,3.7,3.7
16,1,Mississippi State,13,47,47,100.0,3.6,3.6
17,1,Vanderbilt,13,47,47,100.0,3.6,3.6
18,1,Arizona State,13,45,45,100.0,3.5,3.5
19,1,Georgia Southern,13,45,45,100.0,3.5,3.5
20,1,Virginia,13,45,45,100.0,3.5,3.5
21,1,Troy,13,45,45,100.0,3.5,3.5
22,1,Minnesota,13,43,43,100.0,3.3,3.3
23,1,Kentucky,13,43,43,100.0,3.3,3.3
24,1,Colorado,12,40,40,100.0,3.3,3.3
25,1,Utah,14,45,45,100.0,3.2,3.2
26,1,LSU,13,42,42,100.0,3.2,3.2
27,1,Eastern Michigan,13,41,41,100.0,3.2,3.2
28,1,USC,12,38,38,100.0,3.2,3.2
29,1,New Mexico State,12,37,37,100.0,3.1,3.1
30,1,Illinois,12,36,36,100.0,3.0,3.0
31,1,North Carolina,11,33,33,100.0,3.0,3.0
32,1,Ball State,12,35,35,100.0,2.9,2.9
33,1,UCLA,12,35,35,100.0,2.9,2.9
34,1,Bowling Green,12,34,34,100.0,2.8,2.8
35,1,Tennessee,12,31,31,100.0,2.6,2.6
36,1,California,13,32,32,100.0,2.5,2.5
37,1,Kansas,12,30,30,100.0,2.5,2.5
38,1,Arkansas,12,29,29,100.0,2.4,2.4
39,1,Wyoming,12,28,28,100.0,2.3,2.3
40,1,Charlotte,12,27,27,100.0,2.3,2.3
41,1,Northern Illinois,14,29,29,100.0,2.1,2.1
42,1,San Diego State,13,27,27,100.0,2.1,2.1
43,1,Michigan State,13,25,25,100.0,1.9,1.9
44,1,Rice,13,23,23,100.0,1.8,1.8
45,1,Rutgers,12,19,19,100.0,1.6,1.6
46,1,UTSA,12,18,18,100.0,1.5,1.5
47,48,Oklahoma,14,89,88,98.9,6.4,6.3
48,49,Houston,13,76,75,98.7,5.8,5.8
49,50,Appalachian State,13,64,63,98.4,4.9,4.8
50,51,West Virginia,12,60,59,98.3,5.0,4.9
51,51,Oregon,13,58,57,98.3,4.5,4.4
52,53,Florida International,13,55,54,98.2,4.2,4.2
53,53,Louisiana-Lafayette,14,55,54,98.2,3.9,3.9
54,55,Texas,14,52,51,98.1,3.7,3.6
55,55,UAB,14,52,51,98.1,3.7,3.6
56,57,Massachusetts,12,50,49,98.0,4.2,4.1
57,57,Michigan,13,51,50,98.0,3.9,3.8
58,59,Mississippi,12,48,47,97.9,4.0,3.9
59,59,South Carolina,13,47,46,97.9,3.6,3.5
60,59,Hawai'i,14,47,46,97.9,3.4,3.3
61,62,Clemson,15,90,88,97.8,6.0,5.9
62,63,Washington,14,44,43,97.7,3.1,3.1
63,64,Miami (Ohio),12,42,41,97.6,3.5,3.4
64,64,UNLV,12,42,41,97.6,3.5,3.4
65,64,Air Force,12,42,41,97.6,3.5,3.4
66,64,Maryland,12,41,40,97.6,3.4,3.3
67,64,Old Dominion,12,41,40,97.6,3.4,3.3
68,64,Nebraska,12,41,40,97.6,3.4,3.3
69,70,Northwestern,14,40,39,97.5,2.9,2.8
70,71,Louisiana Tech,13,39,38,97.4,3.0,2.9
71,71,TCU,13,38,37,97.4,2.9,2.8
72,73,Tulsa,12,36,35,97.2,3.0,2.9
73,74,Kent State,12,34,33,97.1,2.8,2.8
74,74,Navy,13,35,34,97.1,2.7,2.6
75,76,Toledo,13,66,64,97.0,5.1,4.9
76,76,Indiana,12,33,32,97.0,2.8,2.7
77,78,Oklahoma State,13,63,61,96.8,4.8,4.7
78,78,Florida State,12,31,30,96.8,2.6,2.5
79,80,Cincinnati,13,61,59,96.7,4.7,4.5
80,80,Boise State,13,60,58,96.7,4.6,4.5
81,82,Temple,13,58,56,96.6,4.5,4.3
82,82,East Carolina,12,29,28,96.6,2.4,2.3
83,84,Penn State,13,55,53,96.4,4.2,4.1
84,84,Georgia Tech,13,55,53,96.4,4.2,4.1
85,86,Memphis,14,79,76,96.2,5.6,5.4
86,86,Liberty,12,52,50,96.2,4.3,4.2
87,88,Duke,13,51,49,96.1,3.9,3.8
88,89,Miami (Florida),13,49,47,95.9,3.8,3.6
89,90,Akron,12,24,23,95.8,2.0,1.9
90,91,Marshall,13,46,44,95.7,3.5,3.4
91,92,BYU,13,45,43,95.6,3.5,3.3
92,93,Stanford,13,44,42,95.5,3.4,3.2
93,93,UTEP,12,22,21,95.5,1.8,1.8
94,95,Tulane,13,43,41,95.3,3.3,3.2
95,96,Pittsburgh,14,42,40,95.2,3.0,2.9
96,97,Iowa State,13,38,36,94.7,2.9,2.8
97,97,Central Michigan,12,19,18,94.7,1.6,1.5
98,99,North Texas,13,54,51,94.4,4.2,3.9
99,99,Missouri,13,54,51,94.4,4.2,3.9
100,101,Connecticut,12,34,32,94.1,2.8,2.7
101,102,Western Michigan,13,50,47,94.0,3.8,3.6
102,103,Notre Dame,13,49,46,93.9,3.8,3.5
103,104,Washington State,13,64,60,93.8,4.9,4.6
104,105,Purdue,13,47,44,93.6,3.6,3.4
105,106,Kansas State,12,31,29,93.5,2.6,2.4
106,107,Western Kentucky,12,29,27,93.1,2.4,2.3
107,108,SMU,12,43,40,93.0,3.6,3.3
108,109,Arizona,12,42,39,92.9,3.5,3.3
109,109,Florida Atlantic,12,42,39,92.9,3.5,3.3
110,111,Louisiana-Monroe,12,41,38,92.7,3.4,3.2
111,112,San Jose State,12,27,25,92.6,2.3,2.1
112,113,Coastal Carolina,12,38,35,92.1,3.2,2.9
113,113,Oregon State,12,38,35,92.1,3.2,2.9
