,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Appalachian State,13,22,6,27.27
1,2,Missouri,13,25,7,28.00
2,3,Charlotte,12,17,5,29.41
3,4,Cincinnati,13,26,8,30.77
4,5,UAB,14,22,7,31.82
5,6,Mississippi State,13,23,8,34.78
6,6,Northwestern,14,23,8,34.78
7,8,Michigan State,13,17,6,35.29
8,9,Clemson,15,28,10,35.71
9,10,Tulsa,12,11,4,36.36
10,11,Kentucky,13,19,7,36.84
11,12,Middle Tennessee,14,27,10,37.04
12,13,Kansas State,12,16,6,37.50
13,14,Texas Tech,12,21,8,38.10
14,14,Auburn,13,21,8,38.10
15,16,Florida,13,23,9,39.13
16,17,Florida State,12,28,11,39.29
17,18,Florida Atlantic,12,20,8,40.00
18,18,Oregon,13,25,10,40.00
19,20,Eastern Michigan,13,29,12,41.38
20,21,Utah State,13,31,13,41.94
21,22,Penn State,13,26,11,42.31
22,23,Miami (Florida),13,14,6,42.86
23,24,UCF,13,30,13,43.33
24,25,Toledo,13,23,10,43.48
25,25,Virginia,13,23,10,43.48
26,27,Central Michigan,12,16,7,43.75
27,28,Iowa,13,25,11,44.00
28,28,Marshall,13,25,11,44.00
29,28,Duke,13,25,11,44.00
30,28,Syracuse,13,25,11,44.00
31,32,Kansas,12,9,4,44.44
32,32,Air Force,12,18,8,44.44
33,34,North Texas,13,20,9,45.00
34,35,Utah,14,31,14,45.16
35,36,Alabama,15,24,11,45.83
36,37,Rice,13,13,6,46.15
37,38,Arkansas,12,15,7,46.67
38,38,Ohio,13,15,7,46.67
39,38,San Diego State,13,15,7,46.67
40,38,Old Dominion,12,30,14,46.67
41,42,Coastal Carolina,12,17,8,47.06
42,43,Ohio State,14,19,9,47.37
43,43,Virginia Tech,13,19,9,47.37
44,45,South Alabama,12,21,10,47.62
45,46,TCU,13,25,12,48.00
46,47,Georgia,14,27,13,48.15
47,48,Tulane,13,29,14,48.28
48,49,Kent State,12,31,15,48.39
49,50,Nevada,13,33,16,48.48
50,51,Texas A&M,13,10,5,50.00
51,51,Colorado State,12,14,7,50.00
52,51,Rutgers,12,14,7,50.00
53,51,Western Michigan,13,16,8,50.00
54,51,Iowa State,13,18,9,50.00
55,51,North Carolina,11,18,9,50.00
56,51,Ball State,12,20,10,50.00
57,51,Massachusetts,12,20,10,50.00
58,51,Houston,13,20,10,50.00
59,51,Arkansas State,13,22,11,50.00
60,51,North Carolina State,13,22,11,50.00
61,51,Akron,12,24,12,50.00
62,51,Northern Illinois,14,24,12,50.00
63,51,Fresno State,14,26,13,50.00
64,51,Liberty,12,28,14,50.00
65,51,Boston College,12,28,14,50.00
66,51,Army,13,30,15,50.00
67,68,Wake Forest,13,27,14,51.85
68,69,Pittsburgh,14,25,13,52.00
69,69,Notre Dame,13,25,13,52.00
70,71,Mississippi,12,23,12,52.17
71,71,LSU,13,23,12,52.17
72,73,Michigan,13,21,11,52.38
73,74,Oklahoma State,13,19,10,52.63
74,74,UCLA,12,19,10,52.63
75,76,Baylor,13,15,8,53.33
76,77,Wisconsin,13,13,7,53.85
77,77,Tennessee,12,13,7,53.85
78,79,Texas,14,22,12,54.55
79,79,Colorado,12,22,12,54.55
80,79,Western Kentucky,12,22,12,54.55
81,79,California,13,22,12,54.55
82,83,Stanford,13,31,17,54.84
83,84,South Carolina,13,20,11,55.00
84,85,UTEP,12,18,10,55.56
85,86,Memphis,14,34,19,55.88
86,87,Purdue,13,25,14,56.00
87,88,East Carolina,12,16,9,56.25
88,88,New Mexico,12,16,9,56.25
89,90,South Florida,13,23,13,56.52
90,90,Washington,14,23,13,56.52
91,92,Temple,13,35,20,57.14
92,93,Nebraska,12,19,11,57.89
93,94,Louisiana-Monroe,12,12,7,58.33
94,94,BYU,13,24,14,58.33
95,96,Illinois,12,17,10,58.82
96,97,Texas State,12,22,13,59.09
97,98,Georgia Tech,13,15,9,60.00
98,99,Arizona,12,28,17,60.71
99,100,Boise State,13,23,14,60.87
100,101,UTSA,12,18,11,61.11
101,102,New Mexico State,12,13,8,61.54
102,103,USC,12,21,13,61.90
103,104,Minnesota,13,24,15,62.50
104,105,West Virginia,12,19,12,63.16
105,105,Vanderbilt,13,19,12,63.16
106,107,Oregon State,12,22,14,63.64
107,108,Arizona State,13,14,9,64.29
108,108,Hawai'i,14,28,18,64.29
109,110,Maryland,12,20,13,65.00
110,110,Troy,13,20,13,65.00
111,112,Florida International,13,23,15,65.22
112,113,Buffalo,14,32,21,65.63
113,114,Louisville,12,15,10,66.67
114,114,Miami (Ohio),12,18,12,66.67
115,114,SMU,12,21,14,66.67
116,114,Oklahoma,14,30,20,66.67
117,118,Louisiana Tech,13,25,17,68.00
118,119,Connecticut,12,19,13,68.42
119,120,Wyoming,12,16,11,68.75
120,120,UNLV,12,16,11,68.75
121,122,Georgia Southern,13,29,20,68.97
122,122,San Jose State,12,29,20,68.97
123,124,Southern Mississippi,11,7,5,71.43
124,124,Washington State,13,21,15,71.43
125,126,Bowling Green,12,25,18,72.00
126,127,Louisiana-Lafayette,14,29,21,72.41
127,127,Navy,13,29,21,72.41
128,129,Indiana,12,19,14,73.68
129,130,Georgia State,12,18,14,77.78
