,Rank,Name,G,TFL,TFL Yards,TFL/G
0,1,Army,13,41.0,118,3.15
1,2,Washington State,13,47.0,171,3.62
2,3,Florida International,13,49.0,142,3.77
3,3,Arizona,12,49.0,232,4.08
4,5,Missouri,13,52.0,201,4.00
5,5,Wisconsin,13,52.0,224,4.00
6,7,Fresno State,14,54.0,169,3.86
7,8,Clemson,15,56.0,215,3.73
8,9,Florida,13,57.0,208,4.39
9,10,Iowa,13,59.0,197,4.54
10,10,Air Force,12,59.0,197,4.92
11,10,Rutgers,12,59.0,210,4.92
12,10,Ohio,13,59.0,253,4.54
13,10,Liberty,12,59.0,257,4.92
14,15,Buffalo,14,60.0,210,4.29
15,15,Michigan,13,60.0,250,4.62
16,17,Miami (Ohio),12,61.0,181,5.08
17,17,Oklahoma,14,61.0,203,4.36
18,17,North Carolina,11,61.0,203,5.55
19,17,Marshall,13,61.0,210,4.69
20,17,Utah State,13,61.0,213,4.69
21,17,UCF,13,61.0,219,4.69
22,17,Louisiana-Monroe,12,61.0,229,5.08
23,17,Mississippi State,13,61.0,255,4.69
24,25,Appalachian State,13,62.0,187,4.77
25,25,South Carolina,13,62.0,264,4.77
26,27,Minnesota,13,63.0,227,4.85
27,28,Indiana,12,64.0,251,5.33
28,28,Cincinnati,13,64.0,276,4.92
29,30,Georgia,14,65.0,218,4.64
30,30,Alabama,15,65.0,254,4.33
31,32,Georgia Tech,13,66.0,210,5.08
32,32,Oregon,13,66.0,239,5.08
33,34,USC,12,66.5,333,5.54
34,35,Western Michigan,13,67.0,232,5.15
35,35,Auburn,13,67.0,310,5.15
36,37,Ball State,12,68.0,295,5.67
37,38,Penn State,13,69.0,290,5.31
38,38,West Virginia,12,69.0,301,5.75
39,40,Georgia Southern,13,70.0,217,5.39
40,40,Vanderbilt,13,70.0,286,5.39
41,40,Wyoming,12,70.0,302,5.83
42,40,Michigan State,13,70.0,303,5.39
43,44,Ohio State,14,71.0,221,5.07
44,45,Arkansas State,13,72.0,246,5.54
45,45,Colorado State,12,72.0,303,6.00
46,47,TCU,13,73.0,275,5.62
47,47,Western Kentucky,12,73.0,287,6.08
48,47,Miami (Florida),13,73.0,294,5.62
49,50,Navy,13,74.0,260,5.69
50,50,Boise State,13,74.0,281,5.69
51,50,Georgia State,12,74.0,295,6.17
52,50,Virginia,13,74.0,305,5.69
53,54,Arizona State,13,75.0,224,5.77
54,54,Boston College,12,75.0,250,6.25
55,54,Texas,14,75.0,313,5.36
56,54,UCLA,12,75.0,338,6.25
57,58,Stanford,13,76.0,265,5.85
58,58,Duke,13,76.0,270,5.85
59,58,Temple,13,76.0,271,5.85
60,58,Notre Dame,13,76.0,286,5.85
61,58,Troy,13,76.0,286,5.85
62,58,Mississippi,12,76.0,301,6.33
63,58,Massachusetts,12,76.0,313,6.33
64,65,Texas Tech,12,77.0,295,6.42
65,65,South Florida,13,77.0,297,5.92
66,65,Nebraska,12,77.0,309,6.42
67,68,Iowa State,13,78.0,311,6.00
68,68,UAB,14,78.0,328,5.57
69,70,Nevada,13,79.0,248,6.08
70,70,California,13,79.0,270,6.08
71,70,Kentucky,13,79.0,292,6.08
72,70,Purdue,13,79.0,300,6.08
73,70,Virginia Tech,13,79.0,322,6.08
74,70,Bowling Green,12,79.0,337,6.58
75,70,Northwestern,14,79.0,366,5.64
76,77,Toledo,13,80.0,287,6.15
77,77,Louisiana Tech,13,80.0,297,6.15
78,77,Hawai'i,14,80.0,328,5.71
79,77,Kansas,12,80.0,353,6.67
80,81,North Carolina State,13,81.0,256,6.23
81,81,Old Dominion,12,81.0,292,6.75
82,81,UNLV,12,81.0,299,6.75
83,81,BYU,13,81.0,305,6.23
84,81,Coastal Carolina,12,81.0,325,6.75
85,86,Rice,13,82.0,269,6.31
86,86,Memphis,14,82.0,309,5.86
87,86,South Alabama,12,82.0,312,6.83
88,86,East Carolina,12,82.0,328,6.83
89,86,Akron,12,82.0,332,6.83
90,91,Connecticut,12,83.0,285,6.92
91,91,Maryland,12,83.0,302,6.92
92,91,Houston,13,83.0,334,6.39
93,91,Illinois,12,83.0,360,6.92
94,91,UTSA,12,83.0,384,6.92
95,96,Louisiana-Lafayette,14,84.0,273,6.00
96,96,SMU,12,84.0,359,7.00
97,96,New Mexico State,12,84.0,364,7.00
98,96,Washington,14,84.0,367,6.00
99,96,San Jose State,12,84.0,369,7.00
100,101,Kansas State,12,85.0,361,7.08
101,102,Eastern Michigan,13,86.0,305,6.62
102,102,Wake Forest,13,86.0,321,6.62
103,102,Northern Illinois,14,86.0,426,6.14
104,105,New Mexico,12,87.0,280,7.25
105,105,Utah,14,87.0,336,6.21
106,105,San Diego State,13,87.0,348,6.69
107,105,Syracuse,13,87.0,350,6.69
108,109,Texas State,12,88.0,388,7.33
109,110,LSU,13,89.0,311,6.85
110,110,Texas A&M,13,89.0,349,6.85
111,110,Oklahoma State,13,89.0,363,6.85
112,110,Arkansas,12,89.0,372,7.42
113,114,North Texas,13,90.0,337,6.92
114,115,Tulane,13,91.0,351,7.00
115,116,Tennessee,12,92.0,287,7.67
116,116,Central Michigan,12,92.0,378,7.67
117,116,UTEP,12,92.0,384,7.67
118,116,Charlotte,12,92.0,394,7.67
119,116,Pittsburgh,14,92.0,396,6.57
120,121,Tulsa,12,93.0,366,7.75
121,121,Louisville,12,93.0,369,7.75
122,121,Baylor,13,93.0,379,7.15
123,124,Florida Atlantic,12,97.0,292,8.08
124,124,Southern Mississippi,11,97.0,419,8.82
125,126,Oregon State,12,99.0,525,8.25
126,127,Middle Tennessee,14,101.0,410,7.21
127,128,Florida State,12,103.0,417,8.58
128,129,Colorado,12,104.0,391,8.67
129,130,Kent State,12,121.0,441,10.08
