,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Utah State,13,30,909,30.30,2,2.3,69.9
1,2,Appalachian State,13,23,663,28.83,1,1.8,51.0
2,3,UCLA,12,9,248,27.56,1,0.8,20.7
3,4,Iowa,13,30,820,27.33,0,2.3,63.1
4,5,Washington State,13,26,705,27.12,1,2.0,54.2
5,6,Florida Atlantic,12,28,722,25.79,1,2.3,60.2
6,7,Miami (Ohio),12,34,874,25.71,1,2.8,72.8
7,8,Virginia,13,32,814,25.44,1,2.5,62.6
8,9,Troy,13,37,925,25.00,1,2.8,71.2
9,10,SMU,12,41,1023,24.95,1,3.4,85.3
10,10,Texas A&M,13,22,549,24.95,1,1.7,42.2
11,12,Penn State,13,26,643,24.73,0,2.0,49.5
12,13,LSU,13,18,444,24.67,0,1.4,34.2
13,14,Georgia Tech,13,28,689,24.61,2,2.2,53.0
14,15,Rice,13,37,903,24.41,0,2.8,69.5
15,16,Pittsburgh,14,26,634,24.38,2,1.9,45.3
16,17,Louisiana-Lafayette,14,50,1207,24.14,0,3.6,86.2
17,18,Maryland,12,40,959,23.98,2,3.3,79.9
18,19,Boston College,12,47,1117,23.77,0,3.9,93.1
19,19,Alabama,15,22,523,23.77,1,1.5,34.9
20,21,Texas Tech,12,35,830,23.71,0,2.9,69.2
21,22,Ohio,13,40,948,23.70,1,3.1,72.9
22,22,North Texas,13,23,545,23.70,1,1.8,41.9
23,24,Michigan State,13,19,450,23.68,0,1.5,34.6
24,25,South Florida,13,49,1157,23.61,2,3.8,89.0
25,26,Minnesota,13,29,679,23.41,0,2.2,52.2
26,27,Miami (Florida),13,29,673,23.21,0,2.2,51.8
27,28,California,13,35,811,23.17,1,2.7,62.4
28,29,Arkansas,12,23,530,23.04,0,1.9,44.2
29,30,Georgia,14,20,457,22.85,0,1.4,32.6
30,31,Oklahoma,14,37,841,22.73,0,2.6,60.1
31,32,Clemson,15,20,454,22.70,0,1.3,30.3
32,33,Louisville,12,44,997,22.66,1,3.7,83.1
33,33,USC,12,29,657,22.66,0,2.4,54.8
34,35,Temple,13,48,1087,22.65,1,3.7,83.6
35,36,Virginia Tech,13,41,928,22.63,0,3.2,71.4
36,37,Kent State,12,31,699,22.55,0,2.6,58.3
37,38,Tulane,13,36,808,22.44,0,2.8,62.2
38,39,Boise State,13,28,621,22.18,1,2.2,47.8
39,40,San Jose State,12,39,860,22.05,0,3.3,71.7
40,41,South Alabama,12,38,837,22.03,0,3.2,69.8
41,42,Iowa State,13,33,726,22.00,0,2.5,55.8
42,43,Stanford,13,32,695,21.72,0,2.5,53.5
43,44,Northwestern,14,17,369,21.71,0,1.2,26.4
44,45,Hawai'i,14,40,866,21.65,0,2.9,61.9
45,45,Georgia Southern,13,26,563,21.65,0,2.0,43.3
46,47,Arkansas State,13,32,689,21.53,0,2.5,53.0
47,48,Auburn,13,21,452,21.52,1,1.6,34.8
48,49,South Carolina,13,38,814,21.42,1,2.9,62.6
49,50,North Carolina,11,34,723,21.26,0,3.1,65.7
50,51,Notre Dame,13,13,276,21.23,0,1.0,21.2
51,52,Texas State,12,28,591,21.11,0,2.3,49.3
52,53,New Mexico State,12,36,758,21.06,3,3.0,63.2
53,54,Houston,13,23,484,21.04,0,1.8,37.2
54,55,TCU,13,34,712,20.94,1,2.6,54.8
55,56,Mississippi,12,21,438,20.86,1,1.8,36.5
56,57,Colorado,12,24,499,20.79,0,2.0,41.6
57,58,Tennessee,12,18,374,20.78,0,1.5,31.2
58,59,Mississippi State,13,21,436,20.76,0,1.6,33.5
59,60,UAB,14,28,581,20.75,0,2.0,41.5
60,61,Kentucky,13,26,539,20.73,0,2.0,41.5
61,62,Western Kentucky,12,34,699,20.56,0,2.8,58.3
62,63,North Carolina State,13,20,411,20.55,0,1.5,31.6
63,64,Colorado State,12,38,776,20.42,0,3.2,64.7
64,65,Georgia State,12,17,346,20.35,0,1.4,28.8
65,66,Texas,14,21,427,20.33,0,1.5,30.5
66,67,Fresno State,14,24,487,20.29,0,1.7,34.8
67,68,Southern Mississippi,11,26,527,20.27,0,2.4,47.9
68,69,Wake Forest,13,25,506,20.24,0,1.9,38.9
69,70,Oregon,13,34,686,20.18,0,2.6,52.8
70,71,Toledo,13,38,755,19.87,1,2.9,58.1
71,72,UTSA,12,34,675,19.85,0,2.8,56.3
72,73,Old Dominion,12,38,754,19.84,0,3.2,62.8
73,74,Michigan,13,27,533,19.74,1,2.1,41.0
74,75,San Diego State,13,32,631,19.72,0,2.5,48.5
75,76,Oregon State,12,41,807,19.68,0,3.4,67.3
76,77,Missouri,13,17,334,19.65,0,1.3,25.7
77,78,Florida State,12,33,648,19.64,0,2.8,54.0
78,78,Vanderbilt,13,33,648,19.64,0,2.5,49.8
79,80,Massachusetts,12,51,1000,19.61,1,4.3,83.3
80,80,Kansas,12,23,451,19.61,0,1.9,37.6
81,82,Oklahoma State,13,29,568,19.59,0,2.2,43.7
82,83,Wyoming,12,12,235,19.58,0,1.0,19.6
83,84,UTEP,12,32,624,19.50,0,2.7,52.0
84,85,Duke,13,37,720,19.46,0,2.8,55.4
85,86,Air Force,12,12,233,19.42,0,1.0,19.4
86,87,Arizona State,13,29,563,19.41,0,2.2,43.3
87,88,Arizona,12,40,773,19.33,1,3.3,64.4
88,89,Syracuse,13,29,560,19.31,0,2.2,43.1
89,90,Wisconsin,13,30,578,19.27,0,2.3,44.5
90,90,Florida,13,11,212,19.27,0,0.8,16.3
91,92,Liberty,12,32,614,19.19,0,2.7,51.2
92,93,BYU,13,19,364,19.16,0,1.5,28.0
93,94,Middle Tennessee,14,4,76,19.00,0,0.3,5.4
94,95,Central Michigan,12,37,702,18.97,0,3.1,58.5
95,96,Eastern Michigan,13,9,170,18.89,0,0.7,13.1
96,97,Rutgers,12,31,583,18.81,0,2.6,48.6
97,98,Marshall,13,42,789,18.79,0,3.2,60.7
98,99,Louisiana Tech,13,26,486,18.69,0,2.0,37.4
99,100,Louisiana-Monroe,12,37,689,18.62,0,3.1,57.4
100,101,Indiana,12,18,335,18.61,0,1.5,27.9
101,102,Utah,14,16,295,18.44,0,1.1,21.1
102,103,Purdue,13,40,737,18.43,0,3.1,56.7
103,104,Nevada,13,16,293,18.31,0,1.2,22.5
104,105,Coastal Carolina,12,31,565,18.23,0,2.6,47.1
105,106,Connecticut,12,48,871,18.15,0,4.0,72.6
106,107,UCF,13,27,489,18.11,0,2.1,37.6
107,108,Tulsa,12,31,561,18.10,0,2.6,46.8
108,109,Baylor,13,29,524,18.07,0,2.2,40.3
109,110,Cincinnati,13,27,486,18.00,0,2.1,37.4
110,111,Buffalo,14,35,626,17.89,0,2.5,44.7
111,112,Ohio State,14,26,463,17.81,0,1.9,33.1
112,112,Washington,14,16,285,17.81,0,1.1,20.4
113,114,Memphis,14,54,959,17.76,1,3.9,68.5
114,115,West Virginia,12,21,372,17.71,0,1.8,31.0
115,116,East Carolina,12,41,714,17.41,0,3.4,59.5
116,117,Florida International,13,29,504,17.38,0,2.2,38.8
117,118,Kansas State,12,40,694,17.35,0,3.3,57.8
118,119,Bowling Green,12,35,600,17.14,0,2.9,50.0
119,120,UNLV,12,37,628,16.97,0,3.1,52.3
120,121,Charlotte,12,27,458,16.96,0,2.3,38.2
121,122,Illinois,12,41,689,16.80,0,3.4,57.4
122,122,Ball State,12,35,588,16.80,0,2.9,49.0
123,124,Northern Illinois,14,17,277,16.29,0,1.2,19.8
124,125,Navy,13,21,339,16.14,0,1.6,26.1
125,126,Nebraska,12,31,490,15.81,0,2.6,40.8
126,127,Western Michigan,13,38,599,15.76,0,2.9,46.1
127,128,New Mexico,12,24,378,15.75,0,2.0,31.5
128,129,Akron,12,23,330,14.35,0,1.9,27.5
129,130,Army,13,12,152,12.67,0,0.9,11.7
