,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Miami (Florida),13,186,47,25.27
1,2,UAB,14,181,47,25.97
2,3,Mississippi State,13,177,47,26.55
3,4,Army,13,128,34,26.56
4,5,Cincinnati,13,194,55,28.35
5,6,Clemson,15,239,68,28.45
6,7,Syracuse,13,196,56,28.57
7,8,Michigan State,13,192,58,30.21
8,9,Texas A&M,13,162,49,30.25
9,10,Nevada,13,200,61,30.50
10,11,Boise State,13,164,51,31.10
11,12,TCU,13,184,58,31.52
12,13,Marshall,13,199,63,31.66
13,14,Appalachian State,13,186,59,31.72
14,15,Ohio State,14,205,67,32.68
15,16,Utah State,13,215,71,33.02
16,17,North Carolina State,13,177,59,33.33
17,17,Utah,14,216,72,33.33
18,19,Penn State,13,211,71,33.65
19,20,Tulane,13,193,65,33.68
20,21,Michigan,13,175,59,33.71
21,22,Georgia,14,191,65,34.03
22,23,Fresno State,14,214,73,34.11
23,24,Alabama,15,222,76,34.23
24,25,Missouri,13,184,63,34.24
25,26,Iowa,13,181,62,34.25
26,27,Toledo,13,195,67,34.36
27,28,Southern Mississippi,11,154,53,34.42
28,29,California,13,199,69,34.67
29,30,Auburn,13,196,68,34.69
30,31,Western Michigan,13,155,54,34.84
31,32,North Texas,13,197,69,35.03
32,33,Louisiana Tech,13,184,65,35.33
33,34,LSU,13,198,70,35.35
34,35,Liberty,12,169,60,35.50
35,36,Arkansas State,13,187,67,35.83
36,37,Washington State,13,172,62,36.05
37,38,West Virginia,12,158,57,36.08
38,39,Purdue,13,184,67,36.41
39,40,Florida State,12,200,73,36.50
40,41,Colorado,12,186,68,36.56
41,42,Northwestern,14,205,75,36.59
42,43,UTEP,12,160,59,36.88
43,44,Minnesota,13,176,65,36.93
44,45,Akron,12,189,70,37.04
45,46,Oregon,13,202,75,37.13
46,47,Western Kentucky,12,164,61,37.20
47,48,Charlotte,12,142,53,37.32
48,49,BYU,13,190,71,37.37
49,49,Boston College,12,198,74,37.37
50,51,Buffalo,14,206,77,37.38
51,52,South Alabama,12,147,55,37.41
52,53,Florida,13,195,73,37.44
53,54,Eastern Michigan,13,200,75,37.50
54,55,Oklahoma State,13,189,71,37.57
55,56,Wisconsin,13,178,67,37.64
56,57,Stanford,13,199,75,37.69
57,58,Texas Tech,12,175,66,37.71
58,59,Washington,14,214,81,37.85
59,60,Kentucky,13,186,71,38.17
60,61,Arkansas,12,154,59,38.31
61,62,Georgia Southern,13,179,69,38.55
62,63,Troy,13,191,74,38.74
63,64,Virginia Tech,13,178,69,38.76
64,65,Notre Dame,13,211,82,38.86
65,65,Northern Illinois,14,229,89,38.86
66,67,East Carolina,12,185,72,38.92
67,68,Tennessee,12,154,60,38.96
68,69,Texas State,12,200,78,39.00
69,70,South Carolina,13,182,71,39.01
70,71,Maryland,12,169,66,39.05
71,72,Wyoming,12,176,69,39.20
72,73,Colorado State,12,145,57,39.31
73,74,Central Michigan,12,178,70,39.33
74,75,Memphis,14,222,88,39.64
75,76,Miami (Ohio),12,173,69,39.88
76,77,USC,12,193,77,39.90
77,78,Old Dominion,12,175,70,40.00
78,78,Pittsburgh,14,190,76,40.00
79,78,Duke,13,195,78,40.00
80,81,Florida International,13,164,66,40.24
81,82,Virginia,13,181,73,40.33
82,83,UTSA,12,156,63,40.38
83,84,Kent State,12,183,74,40.44
84,85,Mississippi,12,168,68,40.48
85,86,San Jose State,12,190,78,41.05
86,87,UNLV,12,168,69,41.07
87,88,Arizona,12,185,76,41.08
88,89,Florida Atlantic,12,165,68,41.21
89,90,South Florida,13,210,87,41.43
90,91,San Diego State,13,193,80,41.45
91,92,Arizona State,13,185,77,41.62
92,93,Iowa State,13,189,79,41.80
93,94,Air Force,12,153,64,41.83
94,95,UCF,13,215,90,41.86
95,96,Indiana,12,162,68,41.98
96,97,Rice,13,157,66,42.04
97,98,Temple,13,216,91,42.13
98,99,Wake Forest,13,218,92,42.20
99,100,Massachusetts,12,144,61,42.36
100,100,Hawai'i,14,203,86,42.36
101,102,Ball State,12,166,71,42.77
102,103,New Mexico,12,179,77,43.02
103,104,Louisiana-Monroe,12,160,69,43.13
104,105,Nebraska,12,176,76,43.18
105,106,Ohio,13,169,74,43.79
106,107,North Carolina,11,162,71,43.83
107,108,Baylor,13,177,78,44.07
108,109,Texas,14,210,93,44.29
109,110,Illinois,12,157,70,44.59
110,111,Kansas State,12,165,74,44.85
111,112,Bowling Green,12,158,71,44.94
112,113,Louisiana-Lafayette,14,188,85,45.21
113,114,Middle Tennessee,14,205,93,45.37
114,115,Coastal Carolina,12,134,61,45.52
115,116,Kansas,12,158,72,45.57
116,117,Vanderbilt,13,182,83,45.60
117,118,Tulsa,12,177,81,45.76
118,119,Oklahoma,14,207,96,46.38
119,120,New Mexico State,12,194,90,46.39
120,121,Houston,13,224,104,46.43
121,122,Navy,13,159,74,46.54
122,123,SMU,12,197,94,47.72
123,124,UCLA,12,177,85,48.02
124,125,Rutgers,12,185,90,48.65
125,126,Georgia State,12,150,74,49.33
126,127,Connecticut,12,130,65,50.00
127,127,Oregon State,12,156,78,50.00
128,129,Georgia Tech,13,146,74,50.68
129,130,Louisville,12,162,84,51.85
