,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Arkansas State,13,8,-15,-1.88,0,0.6,-1.2
1,2,Minnesota,13,9,10,1.11,0,0.7,0.8
2,3,Bowling Green,12,23,30,1.30,0,1.9,2.5
3,4,Tennessee,12,9,18,2.00,0,0.8,1.5
4,5,Alabama,15,9,24,2.67,0,0.6,1.6
5,6,Southern Mississippi,11,8,25,3.13,0,0.7,2.3
6,7,Virginia,13,14,45,3.21,1,1.1,3.5
7,8,Ohio State,14,13,43,3.31,0,0.9,3.1
8,9,Auburn,13,11,37,3.36,0,0.8,2.8
9,10,Oklahoma,14,6,21,3.50,0,0.4,1.5
10,10,Fresno State,14,12,42,3.50,0,0.9,3.0
11,10,North Carolina,11,16,56,3.50,0,1.5,5.1
12,13,Indiana,12,15,57,3.80,0,1.3,4.8
13,14,Appalachian State,13,16,62,3.88,0,1.2,4.8
14,15,BYU,13,15,60,4.00,0,1.2,4.6
15,16,Old Dominion,12,11,47,4.27,0,0.9,3.9
16,17,Iowa,13,21,94,4.48,0,1.6,7.2
17,18,Hawai'i,14,23,104,4.52,0,1.6,7.4
18,19,Nevada,13,22,102,4.64,1,1.7,7.8
19,20,Colorado,12,19,89,4.68,0,1.6,7.4
20,21,TCU,13,14,68,4.86,0,1.1,5.2
21,22,LSU,13,13,64,4.92,0,1.0,4.9
22,23,Cincinnati,13,24,119,4.96,0,1.8,9.2
23,24,Georgia Southern,13,15,79,5.27,0,1.2,6.1
24,25,Iowa State,13,12,64,5.33,1,0.9,4.9
25,26,Michigan State,13,28,151,5.39,0,2.2,11.6
26,27,Stanford,13,14,76,5.43,0,1.1,5.8
27,28,Utah,14,13,71,5.46,0,0.9,5.1
28,29,Purdue,13,15,82,5.47,0,1.2,6.3
29,30,Northern Illinois,14,17,94,5.53,0,1.2,6.7
30,31,San Diego State,13,25,139,5.56,0,1.9,10.7
31,32,UTEP,12,20,112,5.60,1,1.7,9.3
32,33,Oregon State,12,20,117,5.85,1,1.7,9.8
33,34,Northwestern,14,21,125,5.95,0,1.5,8.9
34,35,Georgia Tech,13,10,60,6.00,0,0.8,4.6
35,35,Troy,13,11,66,6.00,0,0.8,5.1
36,35,Buffalo,14,17,102,6.00,1,1.2,7.3
37,38,Rutgers,12,24,146,6.08,0,2.0,12.2
38,39,Akron,12,23,140,6.09,1,1.9,11.7
39,40,Texas Tech,12,6,37,6.17,0,0.5,3.1
40,41,Texas A&M,13,21,132,6.29,0,1.6,10.2
41,42,Ohio,13,15,95,6.33,0,1.2,7.3
42,43,Kansas,12,19,121,6.37,1,1.6,10.1
43,44,Wyoming,12,21,136,6.48,0,1.8,11.3
44,45,UTSA,12,24,160,6.67,0,2.0,13.3
45,46,North Carolina State,13,16,110,6.88,1,1.2,8.5
46,47,Oklahoma State,13,20,141,7.05,1,1.5,10.8
47,48,Clemson,15,17,121,7.12,1,1.1,8.1
48,49,Pittsburgh,14,31,222,7.16,2,2.2,15.9
49,50,Army,13,7,51,7.29,0,0.5,3.9
50,51,Oregon,13,14,103,7.36,0,1.1,7.9
51,52,Arizona,12,13,96,7.38,0,1.1,8.0
52,53,Mississippi State,13,7,52,7.43,0,0.5,4.0
53,54,New Mexico,12,29,218,7.52,0,2.4,18.2
54,55,Texas State,12,20,153,7.65,1,1.7,12.8
