,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Eastern Michigan,13,62,25,11,8,2,2,2,0,0
1,2,Michigan,13,68,32,17,5,2,1,1,0,0
2,3,Bowling Green,12,73,34,19,11,3,2,2,1,0
3,4,Central Michigan,12,74,26,8,3,1,0,0,0,0
4,5,Miami (Florida),13,76,28,12,4,0,0,0,0,0
5,6,Southern Mississippi,11,78,24,15,6,3,0,0,0,0
6,7,Arkansas State,13,80,39,19,11,6,2,0,0,0
7,8,Tulsa,12,81,28,16,6,1,1,1,1,0
8,9,Appalachian State,13,83,28,8,5,1,0,0,0,0
9,10,Florida,13,85,33,13,8,4,2,2,1,0
10,11,Mississippi State,13,87,30,8,4,1,1,1,0,0
11,12,California,13,88,33,13,6,2,1,0,0,0
12,13,Buffalo,14,89,40,18,11,7,6,3,1,0
13,13,Kentucky,13,89,35,15,4,1,0,0,0,0
14,15,Cincinnati,13,90,38,19,10,3,2,2,0,0
15,15,Iowa,13,90,25,15,6,4,1,1,1,0
16,15,Louisville,12,90,40,17,7,4,1,0,0,0
17,15,Wyoming,12,90,27,12,3,0,0,0,0,0
18,19,Akron,12,91,23,7,5,2,1,1,0,0
19,19,Massachusetts,12,91,44,18,9,6,3,2,0,0
20,19,TCU,13,91,41,19,8,5,2,0,0,0
21,19,Temple,13,91,24,9,4,3,2,1,1,0
22,19,Texas State,12,91,34,14,8,4,3,1,0,0
23,24,North Carolina,11,92,37,18,9,5,3,1,1,0
24,25,UTEP,12,93,31,16,8,6,2,1,1,0
25,25,Virginia,13,93,37,16,5,1,0,0,0,0
26,27,Florida International,13,94,32,13,7,3,3,1,1,0
27,28,Maryland,12,95,39,21,9,4,3,1,1,0
28,28,Minnesota,13,95,30,15,10,6,4,0,0,0
29,28,Rutgers,12,95,33,10,5,3,0,0,0,0
30,31,UAB,14,96,37,16,8,2,0,0,0,0
31,32,San Diego State,13,97,42,25,15,8,4,3,2,0
32,33,BYU,13,98,26,9,4,2,0,0,0,0
33,33,Coastal Carolina,12,98,42,22,7,2,1,1,0,0
34,33,Penn State,13,98,28,10,5,1,0,0,0,0
35,36,Georgia,14,99,24,13,6,3,1,1,0,0
36,37,Duke,13,100,38,14,4,2,1,0,0,0
37,37,New Mexico State,12,100,36,17,6,4,2,2,0,0
38,37,Washington State,13,100,48,22,10,3,0,0,0,0
39,40,Army,13,101,33,15,6,6,3,1,1,0
40,40,Charlotte,12,101,44,21,11,5,4,4,1,1
41,40,LSU,13,101,42,18,3,1,0,0,0,0
42,43,Fresno State,14,102,29,13,9,6,4,4,0,0
43,43,Georgia Southern,13,102,37,13,10,6,3,2,1,0
44,43,Tennessee,12,102,36,15,8,5,4,3,0,0
45,43,Wisconsin,13,102,33,15,7,1,1,1,0,0
46,47,Arkansas,12,103,38,26,14,7,5,1,0,0
47,47,Louisiana Tech,13,103,41,13,5,2,1,0,0,0
48,47,Miami (Ohio),12,103,40,11,4,2,1,1,0,0
49,47,South Florida,13,103,38,18,8,3,1,1,1,0
50,51,Clemson,15,104,45,15,10,6,5,2,0,0
51,51,Kansas State,12,104,33,16,10,8,6,2,2,0
52,51,USC,12,104,42,15,7,2,0,0,0,0
53,54,South Alabama,12,105,51,24,13,6,3,2,0,0
54,54,Troy,13,105,41,19,10,5,0,0,0,0
55,56,Colorado,12,106,32,19,11,6,4,2,0,0
56,56,Washington,14,106,27,9,0,0,0,0,0,0
57,58,Ball State,12,107,30,7,6,1,0,0,0,0
58,59,Georgia State,12,108,46,22,11,6,3,1,1,1
59,59,Pittsburgh,14,108,46,22,11,4,4,2,0,0
60,59,Virginia Tech,13,108,48,22,10,6,4,4,1,0
61,62,Middle Tennessee,14,109,43,20,13,5,2,0,0,0
62,62,UCF,13,109,39,16,7,2,1,1,0,0
63,64,Kent State,12,110,48,25,14,5,2,2,1,1
64,64,Notre Dame,13,110,30,12,5,2,0,0,0,0
65,64,SMU,12,110,41,13,5,3,2,1,0,0
66,67,Boise State,13,111,44,22,11,5,2,2,1,0
67,68,Baylor,13,112,43,22,15,11,5,1,1,0
68,68,Boston College,12,112,45,19,7,3,3,3,0,0
69,68,Colorado State,12,112,42,19,12,7,3,1,1,0
70,68,Georgia Tech,13,112,32,16,10,3,1,0,0,0
71,68,Navy,13,112,40,20,11,8,4,1,0,0
72,73,Louisiana-Lafayette,14,113,50,25,11,6,3,3,1,1
73,73,Nebraska,12,113,37,18,10,5,2,0,0,0
74,75,Michigan State,13,114,35,9,3,3,3,2,0,0
75,76,Alabama,15,115,48,16,8,5,3,2,0,0
76,76,Auburn,13,115,45,23,10,4,1,1,0,0
77,76,Florida Atlantic,12,115,37,15,7,2,2,0,0,0
78,76,Louisiana-Monroe,12,115,45,18,9,5,2,1,0,0
79,76,Mississippi,12,115,50,25,8,7,5,3,0,0
80,76,Old Dominion,12,115,36,18,11,5,4,2,0,0
81,82,Toledo,13,116,51,28,11,4,3,0,0,0
82,82,Western Michigan,13,116,47,23,10,7,3,2,0,0
83,84,East Carolina,12,117,55,24,12,8,6,5,1,0
84,84,Indiana,12,117,39,20,11,8,2,1,0,0
85,84,UNLV,12,117,55,25,12,7,7,2,1,0
86,84,Utah State,13,117,44,27,12,6,3,3,0,0
87,88,Florida State,12,118,49,21,14,8,3,0,0,0
88,88,Illinois,12,118,51,21,11,6,3,1,1,0
89,88,North Texas,13,118,42,31,16,9,5,2,0,0
90,88,UCLA,12,118,43,26,11,5,1,0,0,0
91,88,Utah,14,118,43,18,8,5,3,1,1,0
92,88,Western Kentucky,12,118,45,24,11,3,1,1,1,0
93,94,Air Force,12,119,47,24,13,5,2,0,0,0
94,94,Oregon State,12,119,49,17,9,4,2,2,0,0
95,96,Iowa State,13,120,42,14,6,1,1,1,0,0
96,96,Kansas,12,120,37,18,9,6,2,1,1,0
97,96,Marshall,13,120,47,19,8,4,1,0,0,0
98,99,Nevada,13,121,43,18,9,5,3,2,0,0
99,99,New Mexico,12,121,52,25,12,4,0,0,0,0
100,101,Arizona State,13,123,42,16,5,2,0,0,0,0
101,101,Texas A&M,13,123,54,27,15,9,4,2,1,0
102,103,Missouri,13,124,52,29,19,8,3,2,1,0
103,103,North Carolina State,13,124,50,25,10,3,2,2,2,0
104,103,Oregon,13,124,45,22,11,4,3,1,0,0
105,103,Syracuse,13,124,48,22,16,8,5,2,1,0
106,103,Vanderbilt,13,124,44,21,9,6,4,3,1,0
107,103,West Virginia,12,124,46,19,9,1,1,0,0,0
108,109,Arizona,12,125,44,17,8,7,1,0,0,0
109,109,Liberty,12,125,51,19,15,5,3,2,1,0
110,111,Connecticut,12,126,52,25,13,7,5,2,0,0
111,111,Oklahoma State,13,126,64,24,8,5,2,1,1,0
112,111,Wake Forest,13,126,43,20,10,7,4,2,0,0
113,114,Ohio,13,128,46,23,12,9,4,4,1,0
114,115,South Carolina,13,130,37,10,6,2,0,0,0,0
115,115,UTSA,12,130,57,26,11,5,2,1,0,0
116,117,San Jose State,12,131,54,28,14,4,3,2,1,0
117,118,Houston,13,132,45,28,14,8,1,1,1,1
118,119,Hawai'i,14,133,42,20,13,8,4,2,0,0
119,120,Texas Tech,12,136,46,26,14,3,1,1,0,0
120,121,Memphis,14,139,50,26,18,8,3,1,0,0
121,122,Tulane,13,140,54,26,8,5,3,2,1,0
122,123,Northern Illinois,14,141,47,23,11,6,4,3,0,0
123,123,Ohio State,14,141,44,24,11,4,2,1,1,1
124,123,Rice,13,141,58,33,18,8,5,2,1,1
125,123,Texas,14,141,47,25,15,7,3,1,0,0
126,127,Stanford,13,144,41,15,8,6,2,0,0,0
127,128,Purdue,13,147,51,24,12,7,4,2,0,0
