,Rank,Name,G,Kickoffs,Yards,Avg.,Touchback,Touchback %,Out-Of-Bounds,Onside
0,1,Toledo,13,68,3804,55.94,28,41.18,3,5
1,2,Memphis,14,80,4485,56.06,18,22.50,2,3
2,3,Marshall,13,62,3535,57.02,17,27.42,1,1
3,4,UCF,13,66,3774,57.18,23,34.85,4,0
4,5,Michigan,13,56,3218,57.46,20,35.71,2,0
5,6,South Florida,13,79,4548,57.57,24,30.38,2,1
6,7,Maryland,12,69,3989,57.81,18,26.09,2,0
7,8,South Carolina,13,74,4304,58.16,30,40.54,2,0
8,9,UAB,14,56,3271,58.41,17,30.36,2,1
9,10,Temple,13,67,3914,58.42,11,16.42,7,1
10,11,Tulane,13,70,4093,58.47,25,35.71,1,2
11,12,Nebraska,12,71,4154,58.51,28,39.44,3,1
12,13,Illinois,12,82,4800,58.54,30,36.59,5,2
13,14,Louisiana-Lafayette,14,90,5285,58.72,31,34.44,3,0
14,15,San Jose State,12,76,4471,58.83,22,28.95,2,3
15,16,Auburn,13,58,3415,58.88,25,43.10,1,2
16,17,Alabama,15,56,3300,58.93,28,50.00,3,4
17,18,Oregon,13,68,4013,59.01,30,44.12,0,3
18,19,Central Michigan,12,64,3786,59.16,21,32.81,2,1
19,20,Buffalo,14,63,3732,59.24,20,31.75,3,5
20,21,Florida Atlantic,12,68,4040,59.41,30,44.12,1,2
21,22,Old Dominion,12,77,4578,59.45,33,42.86,1,3
22,23,Tulsa,12,72,4283,59.49,27,37.50,4,0
23,24,Massachusetts,12,90,5362,59.58,28,31.11,7,0
24,25,Utah State,13,62,3695,59.60,21,33.87,3,3
25,26,Florida International,13,62,3696,59.61,26,41.94,1,3
26,27,UTEP,12,75,4474,59.65,36,48.00,2,0
27,28,Oklahoma State,13,78,4656,59.69,39,50.00,4,1
28,28,Houston,13,89,5312,59.69,41,46.07,3,2
29,30,New Mexico State,12,91,5433,59.70,47,51.65,4,1
30,31,Arkansas State,13,67,4003,59.75,18,26.87,1,0
31,32,Akron,12,63,3766,59.78,28,44.44,4,1
32,33,Cincinnati,13,50,2991,59.82,11,22.00,3,1
33,34,Ohio State,14,73,4371,59.88,31,42.47,6,2
34,35,Missouri,13,70,4198,59.97,44,62.86,1,1
35,36,Connecticut,12,104,6239,59.99,44,42.31,1,1
36,37,Georgia Southern,13,56,3364,60.07,19,33.93,0,4
37,38,Virginia,13,54,3247,60.13,19,35.19,2,2
38,39,Boston College,12,61,3669,60.15,12,19.67,1,0
39,40,TCU,13,61,3670,60.16,17,27.87,1,1
40,41,Indiana,12,71,4274,60.20,35,49.30,0,1
41,42,Louisiana-Monroe,12,74,4456,60.22,30,40.54,2,0
42,43,Duke,13,65,3915,60.23,26,40.00,1,2
43,43,Iowa State,13,66,3975,60.23,30,45.45,1,0
44,45,Bowling Green,12,84,5061,60.25,32,38.10,3,0
45,46,Syracuse,13,70,4220,60.29,34,48.57,2,2
46,46,Liberty,12,76,4582,60.29,33,43.42,3,3
47,48,Appalachian State,13,48,2901,60.44,19,39.58,0,3
48,49,Miami (Ohio),12,55,3325,60.45,18,32.73,2,2
49,49,North Texas,13,62,3748,60.45,27,43.55,2,0
50,51,SMU,12,76,4595,60.46,27,35.53,4,1
51,52,Kansas State,12,64,3870,60.47,19,29.69,0,1
52,53,Ball State,12,73,4415,60.48,30,41.10,1,0
53,54,Arizona,12,74,4476,60.49,28,37.84,0,1
54,54,Oklahoma,14,84,5081,60.49,35,41.67,3,4
55,56,Charlotte,12,61,3695,60.57,26,42.62,3,2
56,57,Iowa,13,54,3274,60.63,21,38.89,2,1
57,58,Southern Mississippi,11,45,2729,60.64,17,37.78,0,1
58,59,Penn State,13,54,3275,60.65,25,46.30,0,2
59,60,New Mexico,12,80,4854,60.68,51,63.75,1,1
60,61,Notre Dame,13,52,3156,60.69,30,57.69,0,2
61,62,Army,13,44,2671,60.70,19,43.18,0,2
62,63,USC,12,61,3708,60.79,30,49.18,1,2
63,64,Wisconsin,13,62,3772,60.84,22,35.48,4,0
64,65,Navy,13,76,4625,60.86,33,43.42,2,0
65,66,West Virginia,12,64,3899,60.92,32,50.00,3,1
66,66,Purdue,13,71,4325,60.92,26,36.62,2,3
67,68,Troy,13,58,3538,61.00,14,24.14,2,1
68,68,Rice,13,89,5429,61.00,44,49.44,2,0
69,70,Baylor,13,81,4945,61.05,44,54.32,2,0
70,71,Fresno State,14,49,2992,61.06,22,44.90,1,0
71,72,South Alabama,12,84,5142,61.21,39,46.43,2,2
72,73,Virginia Tech,13,77,4715,61.23,32,41.56,4,0
73,74,Georgia Tech,13,72,4411,61.26,35,48.61,2,0
74,75,UNLV,12,90,5516,61.29,43,47.78,0,0
75,76,California,13,55,3372,61.31,18,32.73,2,4
76,77,LSU,13,51,3134,61.45,23,45.10,3,1
77,77,East Carolina,12,83,5100,61.45,27,32.53,1,0
78,79,Western Kentucky,12,71,4366,61.49,26,36.62,0,0
79,80,Eastern Michigan,13,58,3571,61.57,30,51.72,2,1
80,81,Minnesota,13,70,4312,61.60,22,31.43,3,1
81,82,Texas State,12,66,4068,61.64,29,43.94,2,1
82,83,Georgia,14,59,3639,61.68,33,55.93,1,1
83,84,Michigan State,13,52,3208,61.69,25,48.08,0,1
84,84,Rutgers,12,71,4380,61.69,30,42.25,1,1
85,86,UTSA,12,72,4444,61.72,33,45.83,0,1
86,87,Kansas,12,71,4383,61.73,35,49.30,5,0
87,88,Louisiana Tech,13,61,3771,61.82,26,42.62,4,2
88,88,Ohio,13,62,3833,61.82,19,30.65,0,0
89,90,Pittsburgh,14,77,4761,61.83,40,51.95,2,0
90,91,Arizona State,13,66,4083,61.86,33,50.00,2,2
91,92,Oregon State,12,94,5816,61.87,40,42.55,1,1
92,93,Coastal Carolina,12,74,4583,61.93,41,55.41,2,0
93,94,Georgia State,12,83,5144,61.98,30,36.14,1,0
94,95,Washington,14,53,3286,62.00,31,58.49,0,2
95,96,Texas,14,72,4465,62.01,37,51.39,4,5
96,97,North Carolina State,13,65,4031,62.02,39,60.00,1,2
97,98,Kent State,12,79,4906,62.10,38,48.10,5,0
98,99,Mississippi State,13,49,3044,62.12,24,48.98,2,0
99,100,Texas A&M,13,54,3357,62.17,24,44.44,2,2
100,101,San Diego State,13,59,3672,62.24,24,40.68,3,1
101,102,Arkansas,12,81,5048,62.32,49,60.49,0,0
102,103,Wyoming,12,58,3616,62.34,38,65.52,5,1
103,103,Florida State,12,76,4738,62.34,36,47.37,4,0
104,105,Northwestern,14,72,4490,62.36,35,48.61,4,0
105,106,Kentucky,13,48,2994,62.38,20,41.67,1,0
106,107,Mississippi,12,83,5178,62.39,42,50.60,1,0
107,108,Vanderbilt,13,72,4493,62.40,31,43.06,2,1
108,109,Air Force,12,61,3813,62.51,37,60.66,0,0
109,109,Hawai'i,14,85,5313,62.51,32,37.65,1,3
110,111,Western Michigan,13,80,5005,62.56,34,42.50,2,1
111,112,Clemson,15,48,3005,62.60,23,47.92,1,3
112,112,Boise State,13,57,3568,62.60,25,43.86,5,4
113,114,Texas Tech,12,71,4449,62.66,33,46.48,3,1
114,115,Northern Illinois,14,69,4324,62.67,44,63.77,2,1
115,116,Stanford,13,64,4015,62.73,32,50.00,0,1
116,117,BYU,13,57,3577,62.75,32,56.14,4,0
117,117,Utah,14,57,3577,62.75,33,57.89,1,1
118,119,Miami (Florida),13,56,3519,62.84,26,46.43,1,2
119,120,Nevada,13,63,3960,62.86,34,53.97,2,2
120,121,Washington State,13,60,3772,62.87,32,53.33,1,1
121,122,Wake Forest,13,80,5031,62.89,47,58.75,2,0
122,123,Colorado State,12,84,5296,63.05,41,48.81,0,0
123,124,Florida,13,56,3546,63.32,40,71.43,0,3
124,124,Tennessee,12,65,4116,63.32,40,61.54,2,1
125,126,Middle Tennessee,14,69,4372,63.36,47,68.12,1,5
126,127,Colorado,12,67,4261,63.60,40,59.70,1,0
127,128,Louisville,12,94,5980,63.62,43,45.74,0,0
128,129,UCLA,12,79,5035,63.73,59,74.68,1,0
129,130,North Carolina,11,68,4335,63.75,31,45.59,1,0
