,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,BYU,13,19,7,36.8,1.5,0.5
1,2,Duke,13,15,7,46.7,1.2,0.5
2,2,Troy,13,15,7,46.7,1.2,0.5
3,4,Navy,13,10,5,50.0,0.8,0.4
4,4,Texas A&M,13,18,9,50.0,1.4,0.7
5,6,Utah,14,17,9,52.9,1.2,0.6
6,7,Toledo,13,13,7,53.8,1.0,0.5
7,8,Hawai'i,14,24,13,54.2,1.7,0.9
8,8,Louisiana-Monroe,12,24,13,54.2,2.0,1.1
9,10,Air Force,12,11,6,54.5,0.9,0.5
10,11,Miami (Ohio),12,9,5,55.6,0.8,0.4
11,12,Notre Dame,13,25,14,56.0,1.9,1.1
12,13,Penn State,13,16,9,56.3,1.2,0.7
13,13,Coastal Carolina,12,16,9,56.3,1.3,0.8
14,15,San Jose State,12,23,13,56.5,1.9,1.1
15,16,Boston College,12,14,8,57.1,1.2,0.7
16,17,Oregon State,12,12,7,58.3,1.0,0.6
17,17,Florida Atlantic,12,12,7,58.3,1.0,0.6
18,17,Kent State,12,12,7,58.3,1.0,0.6
19,20,Southern Mississippi,11,17,10,58.8,1.5,0.9
20,21,Alabama,15,15,9,60.0,1.0,0.6
21,21,Nevada,13,15,9,60.0,1.2,0.7
22,21,Temple,13,15,9,60.0,1.2,0.7
23,21,Oklahoma State,13,20,12,60.0,1.5,0.9
24,21,Kansas State,12,25,15,60.0,2.1,1.3
25,26,Florida International,13,18,11,61.1,1.4,0.8
26,26,Kentucky,13,18,11,61.1,1.4,0.8
27,28,Illinois,12,13,8,61.5,1.1,0.7
28,28,Arkansas,12,26,16,61.5,2.2,1.3
29,30,Fresno State,14,21,13,61.9,1.5,0.9
30,31,Ohio State,14,22,14,63.6,1.6,1.0
31,32,Louisiana Tech,13,14,9,64.3,1.1,0.7
32,32,Charlotte,12,14,9,64.3,1.2,0.8
33,34,Central Michigan,12,17,11,64.7,1.4,0.9
34,35,Baylor,13,29,19,65.5,2.2,1.5
35,36,Northwestern,14,30,20,66.7,2.1,1.4
36,37,Texas,14,25,17,68.0,1.8,1.2
37,37,Washington,14,25,17,68.0,1.8,1.2
38,39,Boise State,13,22,15,68.2,1.7,1.2
39,39,SMU,12,22,15,68.2,1.8,1.3
40,41,Akron,12,19,13,68.4,1.6,1.1
41,42,Western Michigan,13,16,11,68.8,1.2,0.8
42,42,Virginia Tech,13,16,11,68.8,1.2,0.8
43,42,USC,12,16,11,68.8,1.3,0.9
44,45,Buffalo,14,13,9,69.2,0.9,0.6
45,45,Ohio,13,13,9,69.2,1.0,0.7
46,47,South Carolina,13,30,21,70.0,2.3,1.6
47,48,Miami (Florida),13,27,19,70.4,2.1,1.5
48,49,Georgia Southern,13,17,12,70.6,1.3,0.9
49,49,Wyoming,12,17,12,70.6,1.4,1.0
50,51,Purdue,13,24,17,70.8,1.8,1.3
51,52,Cincinnati,13,14,10,71.4,1.1,0.8
52,52,North Texas,13,21,15,71.4,1.6,1.2
53,52,UTSA,12,21,15,71.4,1.8,1.3
54,55,Iowa State,13,18,13,72.2,1.4,1.0
55,55,Tulane,13,18,13,72.2,1.4,1.0
56,57,Wake Forest,13,11,8,72.7,0.8,0.6
57,57,Old Dominion,12,11,8,72.7,0.9,0.7
58,59,Ball State,12,15,11,73.3,1.3,0.9
59,59,Louisville,12,15,11,73.3,1.3,0.9
60,59,Rutgers,12,15,11,73.3,1.3,0.9
61,59,Auburn,13,30,22,73.3,2.3,1.7
62,63,Northern Illinois,14,34,25,73.5,2.4,1.8
63,64,Michigan State,13,23,17,73.9,1.8,1.3
64,64,North Carolina State,13,23,17,73.9,1.8,1.3
65,64,Florida,13,23,17,73.9,1.8,1.3
66,67,Bowling Green,12,8,6,75.0,0.7,0.5
67,67,Arizona,12,12,9,75.0,1.0,0.8
68,67,Iowa,13,16,12,75.0,1.2,0.9
69,67,Louisiana-Lafayette,14,20,15,75.0,1.4,1.1
70,67,Middle Tennessee,14,20,15,75.0,1.4,1.1
71,67,Nebraska,12,20,15,75.0,1.7,1.3
72,67,Marshall,13,24,18,75.0,1.8,1.4
73,67,UCF,13,24,18,75.0,1.8,1.4
74,67,Wisconsin,13,28,21,75.0,2.2,1.6
75,67,Vanderbilt,13,28,21,75.0,2.2,1.6
76,77,Stanford,13,29,22,75.9,2.2,1.7
77,78,Utah State,13,25,19,76.0,1.9,1.5
78,79,Virginia,13,21,16,76.2,1.6,1.2
79,79,Houston,13,21,16,76.2,1.6,1.2
80,81,Clemson,15,17,13,76.5,1.1,0.9
81,81,Pittsburgh,14,17,13,76.5,1.2,0.9
82,81,LSU,13,17,13,76.5,1.3,1.0
83,81,San Diego State,13,17,13,76.5,1.3,1.0
84,81,Texas Tech,12,17,13,76.5,1.4,1.1
85,81,South Alabama,12,17,13,76.5,1.4,1.1
86,81,Tennessee,12,17,13,76.5,1.4,1.1
87,81,North Carolina,11,17,13,76.5,1.5,1.2
88,89,Georgia Tech,13,13,10,76.9,1.0,0.8
89,89,Syracuse,13,26,20,76.9,2.0,1.5
90,91,Army,13,9,7,77.8,0.7,0.5
