,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,UTEP,12,46,40,87.0,3.8,3.3
1,2,San Diego State,13,31,27,87.1,2.4,2.1
2,3,Northern Illinois,14,31,28,90.3,2.2,2.0
3,4,UNLV,12,52,47,90.4,4.3,3.9
4,5,Fresno State,14,21,19,90.5,1.5,1.4
5,6,Clemson,15,22,20,90.9,1.5,1.3
6,7,Duke,13,45,41,91.1,3.5,3.2
7,7,Temple,13,45,41,91.1,3.5,3.2
8,9,Army,13,25,23,92.0,1.9,1.8
9,10,Utah State,13,26,24,92.3,2.0,1.8
10,11,Miami (Ohio),12,40,37,92.5,3.3,3.1
11,11,Air Force,12,40,37,92.5,3.3,3.1
12,13,UAB,14,27,25,92.6,1.9,1.8
13,13,Notre Dame,13,27,25,92.6,2.1,1.9
14,15,Tulsa,12,41,38,92.7,3.4,3.2
15,15,Memphis,14,55,51,92.7,3.9,3.6
16,17,LSU,13,28,26,92.9,2.2,2.0
17,17,Syracuse,13,42,39,92.9,3.2,3.0
18,17,Tulane,13,42,39,92.9,3.2,3.0
19,17,Georgia State,12,56,52,92.9,4.7,4.3
20,21,California,13,31,29,93.5,2.4,2.2
21,21,Eastern Michigan,13,31,29,93.5,2.4,2.2
22,23,Georgia Southern,13,32,30,93.8,2.5,2.3
23,24,Baylor,13,50,47,94.0,3.8,3.6
24,25,Oregon,13,35,33,94.3,2.7,2.5
25,25,Washington State,13,35,33,94.3,2.7,2.5
26,27,Colorado,12,36,34,94.4,3.0,2.8
27,28,TCU,13,37,35,94.6,2.8,2.7
28,29,Texas State,12,38,36,94.7,3.2,3.0
29,29,Oklahoma,14,57,54,94.7,4.1,3.9
30,31,Navy,13,58,55,94.8,4.5,4.2
31,32,USC,12,39,37,94.9,3.3,3.1
32,32,Rice,13,59,56,94.9,4.5,4.3
33,34,Boston College,12,40,38,95.0,3.3,3.2
34,34,Tennessee,12,40,38,95.0,3.3,3.2
35,36,Arkansas State,13,41,39,95.1,3.2,3.0
36,37,Washington,14,21,20,95.2,1.5,1.4
37,37,Indiana,12,42,40,95.2,3.5,3.3
38,39,Bowling Green,12,65,62,95.4,5.4,5.2
