,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
0,1,Washington State,13,738,500,67.8,5059,6.9,41,12,140.41,56.8,389.2
1,2,Texas Tech,13,620,389,62.7,5046,8.1,39,15,147.03,47.7,388.2
2,3,California,13,550,352,64.0,4892,8.9,44,14,160.03,42.3,376.3
3,4,Western Kentucky,14,554,398,71.8,5211,9.4,50,9,177.38,39.6,372.2
4,5,Bowling Green,14,594,398,67.0,5135,8.6,47,8,163.04,42.4,366.8
5,6,Cincinnati,13,547,341,62.3,4679,8.6,29,22,143.65,42.1,359.9
6,7,Oklahoma State,13,517,325,62.9,4591,8.9,35,10,155.92,39.8,353.2
7,8,TCU,13,517,326,63.1,4517,8.7,39,15,155.55,39.8,347.5
8,9,Georgia State,13,496,308,62.1,4367,8.8,28,12,149.84,38.2,335.9
9,10,Mississippi,13,489,318,65.0,4351,8.9,35,14,157.66,37.6,334.7
10,11,Tulsa,13,492,305,62.0,4332,8.8,25,8,149.47,37.8,333.2
11,12,Southern Mississippi,14,531,338,63.7,4616,8.7,40,12,157.01,37.9,329.7
12,13,Louisiana Tech,13,479,297,62.0,4201,8.8,28,11,150.37,36.8,323.2
13,14,Mississippi State,13,500,331,66.2,4113,8.2,33,5,155.08,38.5,316.4
14,15,Middle Tennessee,13,501,334,66.7,4052,8.1,31,10,151.04,38.5,311.7
15,16,Boise State,13,524,333,63.5,4029,7.7,24,12,138.67,40.3,309.9
16,17,Oklahoma,13,439,292,66.5,4006,9.1,38,9,167.63,33.8,308.2
17,18,Memphis,13,466,311,66.7,3999,8.6,30,5,157.93,35.8,307.6
18,19,Central Michigan,13,495,326,65.9,3905,7.9,25,11,144.36,38.1,300.4
19,20,Arizona State,13,533,319,59.8,3881,7.3,30,9,136.21,41.0,298.5
20,21,BYU,13,504,302,59.9,3854,7.6,26,12,136.41,38.8,296.5
21,22,Indiana,13,461,269,58.4,3820,8.3,27,8,143.81,35.5,293.8
22,23,Clemson,15,528,356,67.4,4373,8.3,35,15,153.19,35.2,291.5
23,24,Baylor,13,389,229,58.9,3764,9.7,44,13,170.80,29.9,289.5
24,25,UCLA,13,510,300,58.8,3748,7.3,23,13,130.33,39.2,288.3
25,26,Western Michigan,13,404,273,67.6,3736,9.2,30,9,165.30,31.1,287.4
26,27,East Carolina,12,473,321,67.9,3375,7.1,21,12,137.38,39.4,281.3
27,27,Idaho,12,472,297,62.9,3375,7.2,17,15,128.51,39.3,281.3
28,29,Miami (Florida),13,449,268,59.7,3602,8.0,18,9,136.29,34.5,277.1
29,30,Arizona,13,466,273,58.6,3548,7.6,27,10,137.37,35.8,272.9
30,31,USC,14,463,309,66.7,3776,8.2,30,7,153.61,33.1,269.7
31,32,Arkansas,13,374,246,65.8,3486,9.3,31,8,167.15,28.8,268.2
32,33,Nebraska,13,458,256,55.9,3470,7.6,27,21,129.82,35.2,266.9
33,34,North Carolina,14,409,261,63.8,3675,9.0,31,10,159.40,29.2,262.5
34,35,Notre Dame,13,384,240,62.5,3360,8.8,25,10,152.27,29.5,258.5
35,36,Oregon,13,375,236,62.9,3358,9.0,33,10,161.86,28.8,258.3
36,37,Massachusetts,12,495,281,56.8,3090,6.2,18,13,115.95,41.3,257.5
37,38,Florida State,13,419,264,63.0,3325,7.9,22,9,142.70,32.2,255.8
38,39,Texas A&M,13,482,273,56.6,3323,6.9,25,15,125.45,37.1,255.6
39,40,Toledo,12,411,231,56.2,3036,7.4,24,10,132.65,34.3,253.0
40,41,New Mexico State,12,453,241,53.2,3034,6.7,26,14,122.22,37.8,252.8
41,42,West Virginia,13,429,232,54.1,3269,7.6,26,15,131.10,33.0,251.5
42,43,Buffalo,12,455,283,62.2,2994,6.6,16,16,122.04,37.9,249.5
43,44,Houston,14,432,285,66.0,3477,8.0,22,7,147.15,30.9,248.4
44,45,Duke,13,509,294,57.8,3204,6.3,18,10,118.38,39.2,246.5
45,46,Louisville,13,409,227,55.5,3186,7.8,21,15,130.55,31.5,245.1
46,47,Illinois,12,519,285,54.9,2921,5.6,16,8,109.28,43.3,243.4
47,48,Troy,12,418,250,59.8,2890,6.9,21,11,129.21,34.8,240.8
48,49,Colorado,13,466,286,61.4,3128,6.7,13,12,121.81,35.8,240.6
49,50,Washington,13,396,245,61.9,3110,7.9,17,11,136.45,30.5,239.2
50,51,Virginia,12,413,252,61.0,2859,6.9,21,18,127.23,34.4,238.3
51,52,Florida International,12,440,274,62.3,2854,6.5,22,8,129.61,36.7,237.8
52,53,Michigan,13,415,258,62.2,3090,7.4,21,10,136.60,31.9,237.7
53,54,Purdue,12,504,290,57.5,2847,5.6,18,16,110.42,42.0,237.3
54,55,Michigan State,14,440,244,55.5,3279,7.5,26,8,133.92,31.4,234.2
55,56,Ohio,13,403,240,59.6,3019,7.5,18,13,130.76,31.0,232.2
56,57,Marshall,13,471,275,58.4,3009,6.4,25,13,124.06,36.2,231.5
57,58,Texas State,12,431,249,57.8,2752,6.4,15,12,117.31,35.9,229.3
58,59,Wisconsin,13,419,252,60.1,2968,7.1,14,13,124.47,32.2,228.3
59,59,Wake Forest,12,417,236,56.6,2739,6.6,13,18,113.43,34.8,228.3
60,61,Colorado State,13,392,233,59.4,2965,7.6,24,15,135.53,30.2,228.1
61,62,Alabama,15,446,301,67.5,3407,7.6,22,10,143.46,29.7,227.1
62,63,Iowa State,12,411,237,57.7,2715,6.6,18,12,121.76,34.3,226.3
63,64,Virginia Tech,13,394,223,56.6,2936,7.5,24,14,132.19,30.3,225.8
64,65,Rice,12,373,212,56.8,2691,7.2,20,9,130.30,31.1,224.3
65,66,Eastern Michigan,12,409,249,60.9,2666,6.5,18,14,123.30,34.1,222.2
66,67,San Jose State,13,391,264,67.5,2882,7.4,21,12,141.02,30.1,221.7
67,68,Old Dominion,12,433,235,54.3,2634,6.1,20,9,116.45,36.1,219.5
68,69,Kansas,12,452,243,53.8,2623,5.8,12,14,105.08,37.7,218.6
69,70,SMU,12,366,203,55.5,2620,7.2,19,8,128.35,30.5,218.3
70,70,Ball State,12,459,263,57.3,2619,5.7,17,9,113.53,38.3,218.3
71,72,Temple,14,439,250,56.9,3038,6.9,20,8,126.47,31.4,217.0
72,73,Minnesota,13,427,251,58.8,2793,6.5,15,11,120.16,32.8,214.8
73,74,Penn State,13,404,215,53.2,2788,6.9,20,6,124.56,31.1,214.5
74,75,Florida Atlantic,12,393,206,52.4,2557,6.5,12,12,111.03,32.8,213.1
75,76,Stanford,14,318,213,67.0,2965,9.3,30,8,171.40,22.7,211.8
76,77,UNLV,12,365,196,53.7,2537,7.0,21,13,123.95,30.4,211.4
77,78,North Carolina State,13,413,246,59.6,2740,6.6,20,6,128.36,31.8,210.8
78,79,Kentucky,12,397,218,54.9,2512,6.3,10,16,108.31,33.1,209.3
79,80,Louisiana-Lafayette,12,387,226,58.4,2502,6.5,13,12,117.59,32.3,208.5
80,80,Miami (Ohio),12,374,177,47.3,2502,6.7,18,19,109.25,31.2,208.5
81,82,Northern Illinois,14,404,240,59.4,2918,7.2,22,10,133.10,28.9,208.4
82,83,Louisiana-Monroe,13,477,256,53.7,2703,5.7,25,19,110.60,36.7,207.9
83,84,South Carolina,12,351,191,54.4,2490,7.1,17,12,123.15,29.3,207.5
84,85,Arkansas State,13,365,207,56.7,2693,7.4,23,15,131.26,28.1,207.2
85,86,Rutgers,12,337,203,60.2,2485,7.4,19,12,133.67,28.1,207.1
86,86,Florida,14,405,229,56.5,2899,7.2,20,10,128.03,28.9,207.1
87,88,Utah State,13,403,229,56.8,2667,6.6,21,10,124.65,31.0,205.2
88,89,Iowa,14,369,227,61.5,2862,7.8,17,5,139.16,26.4,204.4
89,90,Tulane,12,403,205,50.9,2415,6.0,18,10,110.99,33.6,201.3
90,91,South Alabama,12,352,184,52.3,2394,6.8,15,16,114.37,29.3,199.5
91,92,Tennessee,13,371,220,59.3,2582,7.0,17,5,130.18,28.5,198.6
92,93,Appalachian State,13,297,180,60.6,2546,8.6,33,9,163.22,22.8,195.8
93,94,UTEP,12,387,214,55.3,2346,6.1,18,10,116.40,32.3,195.5
94,95,South Florida,13,300,178,59.3,2530,8.4,26,9,152.77,23.1,194.6
95,96,UTSA,12,360,211,58.6,2321,6.4,17,11,122.23,30.0,193.4
96,97,Akron,13,370,184,49.7,2508,6.8,18,12,116.23,28.5,192.9
97,98,Hawai'i,13,422,202,47.9,2501,5.9,12,21,97.10,32.5,192.4
98,99,Pittsburgh,13,343,212,61.8,2478,7.2,21,9,137.44,26.4,190.6
99,100,Ohio State,13,325,204,62.8,2455,7.6,19,9,139.97,25.0,188.8
100,101,Wyoming,12,308,183,59.4,2247,7.3,20,11,134.99,25.7,187.3
101,102,UCF,12,425,211,49.6,2246,5.3,13,23,93.31,35.4,187.2
102,103,Connecticut,13,342,201,58.8,2412,7.1,10,10,121.82,26.3,185.5
103,104,Georgia,13,327,199,60.9,2406,7.4,14,8,131.91,25.2,185.1
104,105,Utah,13,352,224,63.6,2340,6.6,15,11,127.29,27.1,180.0
105,106,LSU,12,277,148,53.4,2158,7.8,13,6,130.03,23.1,179.8
106,107,Fresno State,12,403,202,50.1,2140,5.3,20,16,103.16,33.6,178.3
107,108,Kansas State,13,345,162,47.0,2288,6.6,14,13,108.52,26.5,176.0
108,109,Maryland,12,388,183,47.2,2092,5.4,15,29,90.27,32.3,174.3
109,110,Charlotte,12,375,196,52.3,2089,5.6,12,23,97.36,31.3,174.1
110,111,Auburn,13,306,179,58.5,2258,7.4,11,12,124.50,23.5,173.7
111,112,Vanderbilt,12,376,192,51.1,2062,5.5,11,16,98.28,31.3,171.8
112,113,Missouri,12,373,186,49.9,1986,5.3,10,12,97.01,31.1,165.5
113,114,Nevada,13,331,186,56.2,2139,6.5,15,7,121.20,25.5,164.5
114,115,North Texas,12,407,190,46.7,1937,4.8,12,11,90.98,33.9,161.4
115,116,Oregon State,12,343,161,46.9,1909,5.6,10,11,96.90,28.6,159.1
116,117,Syracuse,12,306,164,53.6,1881,6.1,19,9,119.84,25.5,156.8
117,118,Texas,12,252,139,55.2,1751,6.9,9,6,120.54,21.0,145.9
