,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
118,119,San Diego State,14,252,141,56.0,1988,7.9,17,3,142.10,18.0,142.0
119,120,Northwestern,13,352,174,49.4,1801,5.1,8,13,92.51,27.1,138.5
120,121,Kent State,12,343,175,51.0,1657,4.8,9,10,94.43,28.6,138.1
121,122,New Mexico,13,230,118,51.3,1768,7.7,6,14,112.31,17.7,136.0
122,123,Air Force,14,170,87,51.2,1847,10.9,15,12,157.45,12.1,131.9
123,124,Georgia Tech,12,192,81,42.2,1462,7.6,14,10,119.80,16.0,121.8
124,125,Boston College,12,248,110,44.4,1331,5.4,8,9,92.83,20.7,110.9
125,126,Navy,13,122,64,52.5,1280,10.5,9,2,161.65,9.4,98.5
126,127,Army,12,108,49,45.4,1128,10.4,10,9,146.98,9.0,94.0
127,128,Georgia Southern,13,137,59,43.1,824,6.0,4,10,88.64,10.5,63.4
