,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Georgia Southern,13,36,524,14.56,0,2.8,40.3
1,2,Memphis,13,22,342,15.55,0,1.7,26.3
2,3,Ohio State,13,50,813,16.26,0,3.8,62.5
3,4,Louisiana-Monroe,13,49,799,16.31,0,3.8,61.5
4,5,Wisconsin,13,55,914,16.62,0,4.2,70.3
5,6,Florida State,13,33,557,16.88,0,2.5,42.8
6,6,Northern Illinois,14,59,996,16.88,0,4.2,71.1
7,8,Marshall,13,27,457,16.93,0,2.1,35.2
8,9,Troy,12,28,490,17.50,0,2.3,40.8
9,10,Ball State,12,39,703,18.03,0,3.3,58.6
10,11,Akron,13,44,794,18.05,0,3.4,61.1
11,11,Kansas State,13,56,1011,18.05,0,4.3,77.8
12,13,Mississippi State,13,47,857,18.23,0,3.6,65.9
13,14,Tennessee,13,45,821,18.24,0,3.5,63.2
14,15,Vanderbilt,12,31,571,18.42,0,2.6,47.6
15,16,Army,12,29,541,18.66,0,2.4,45.1
16,16,Ohio,13,62,1157,18.66,0,4.8,89.0
17,18,Arkansas State,13,52,972,18.69,1,4.0,74.8
18,19,Rutgers,12,44,825,18.75,0,3.7,68.8
19,20,Miami (Florida),13,41,770,18.78,0,3.2,59.2
20,21,Southern Mississippi,14,75,1416,18.88,1,5.4,101.1
21,22,Nebraska,13,47,888,18.89,0,3.6,68.3
22,23,Alabama,15,41,779,19.00,0,2.7,51.9
23,24,Texas A&M,13,39,742,19.03,0,3.0,57.1
24,25,South Carolina,12,15,286,19.07,0,1.3,23.8
25,26,Western Kentucky,14,96,1832,19.08,1,6.9,130.9
26,27,North Carolina,14,43,822,19.12,0,3.1,58.7
27,28,Mississippi,13,40,765,19.13,0,3.1,58.8
28,29,Miami (Ohio),12,38,730,19.21,0,3.2,60.8
29,29,Toledo,12,71,1364,19.21,1,5.9,113.7
30,31,Florida International,12,42,808,19.24,0,3.5,67.3
31,32,Iowa State,12,47,913,19.43,1,3.9,76.1
32,33,Pittsburgh,13,26,506,19.46,0,2.0,38.9
33,34,Arkansas,13,62,1210,19.52,1,4.8,93.1
34,35,Duke,13,48,942,19.63,2,3.7,72.5
35,36,Boston College,12,32,632,19.75,1,2.7,52.7
36,37,Old Dominion,12,51,1009,19.78,0,4.3,84.1
37,38,South Florida,13,70,1396,19.94,0,5.4,107.4
38,39,Temple,14,64,1281,20.02,1,4.6,91.5
39,40,Illinois,12,36,723,20.08,0,3.0,60.3
40,41,South Alabama,12,50,1007,20.14,0,4.2,83.9
41,42,Kansas,12,19,384,20.21,0,1.6,32.0
42,43,North Carolina State,13,30,609,20.30,0,2.3,46.8
43,44,LSU,12,56,1140,20.36,1,4.7,95.0
44,45,Western Michigan,13,53,1082,20.42,0,4.1,83.2
45,46,TCU,13,35,715,20.43,0,2.7,55.0
46,46,Houston,14,68,1389,20.43,0,4.9,99.2
47,48,Washington State,13,51,1043,20.45,2,3.9,80.2
48,49,Virginia Tech,13,25,512,20.48,0,1.9,39.4
49,50,Michigan,13,41,840,20.49,1,3.2,64.6
50,51,Florida,14,26,534,20.54,0,1.9,38.1
51,52,UCF,12,28,576,20.57,0,2.3,48.0
52,53,USC,14,72,1490,20.69,0,5.1,106.4
53,54,Florida Atlantic,12,27,559,20.70,0,2.3,46.6
54,55,Utah,13,59,1222,20.71,1,4.5,94.0
55,56,Northwestern,13,36,746,20.72,1,2.8,57.4
56,57,Kentucky,12,45,937,20.82,1,3.8,78.1
57,58,BYU,13,44,921,20.93,0,3.4,70.8
58,59,California,13,64,1340,20.94,1,4.9,103.1
59,60,Stanford,14,70,1473,21.04,1,5.0,105.2
60,61,Louisiana-Lafayette,12,49,1035,21.12,1,4.1,86.3
61,62,Bowling Green,14,56,1186,21.18,1,4.0,84.7
62,63,Georgia,13,45,954,21.20,0,3.5,73.4
63,64,Wyoming,12,24,511,21.29,0,2.0,42.6
64,65,Connecticut,13,35,750,21.43,1,2.7,57.7
65,66,Auburn,13,18,386,21.44,0,1.4,29.7
66,67,Oklahoma,13,50,1073,21.46,0,3.8,82.5
67,68,Oregon State,12,38,817,21.50,0,3.2,68.1
68,69,Michigan State,14,48,1038,21.63,1,3.4,74.1
69,70,Eastern Michigan,12,27,585,21.67,0,2.3,48.8
70,71,Arizona,13,51,1106,21.69,0,3.9,85.1
71,72,UTEP,12,24,521,21.71,0,2.0,43.4
72,73,Minnesota,13,25,546,21.84,0,1.9,42.0
73,74,Syracuse,12,35,766,21.89,0,2.9,63.8
74,75,Utah State,13,30,658,21.93,0,2.3,50.6
75,76,Fresno State,12,28,615,21.96,2,2.3,51.3
76,77,East Carolina,12,31,682,22.00,0,2.6,56.8
77,78,Washington,13,49,1079,22.02,0,3.8,83.0
78,79,New Mexico State,12,27,597,22.11,0,2.3,49.8
79,80,Notre Dame,13,58,1283,22.12,0,4.5,98.7
80,81,Wake Forest,12,23,511,22.22,0,1.9,42.6
81,82,Colorado,13,47,1050,22.34,0,3.6,80.8
82,83,SMU,12,20,447,22.35,0,1.7,37.3
83,83,Buffalo,12,40,894,22.35,0,3.3,74.5
84,85,Boise State,13,36,805,22.36,1,2.8,61.9
85,86,Oregon,13,36,807,22.42,0,2.8,62.1
86,87,Tulsa,13,67,1505,22.46,0,5.2,115.8
87,88,UNLV,12,40,900,22.50,0,3.3,75.0
88,89,Massachusetts,12,33,743,22.52,0,2.8,61.9
89,90,New Mexico,13,21,474,22.57,0,1.6,36.5
90,91,Colorado State,13,43,974,22.65,1,3.3,74.9
91,92,San Diego State,14,58,1319,22.74,0,4.1,94.2
92,93,Louisville,13,45,1028,22.84,1,3.5,79.1
93,94,Virginia,12,30,689,22.97,1,2.5,57.4
94,95,Appalachian State,13,40,919,22.98,0,3.1,70.7
95,96,Oklahoma State,13,70,1611,23.01,1,5.4,123.9
96,97,Maryland,12,39,898,23.03,1,3.3,74.8
97,98,Baylor,13,61,1406,23.05,1,4.7,108.2
98,99,Navy,13,65,1502,23.11,2,5.0,115.5
99,100,Georgia Tech,12,19,440,23.16,1,1.6,36.7
100,100,Rice,12,31,718,23.16,0,2.6,59.8
101,102,UTSA,12,30,697,23.23,0,2.5,58.1
102,103,Central Michigan,13,40,932,23.30,1,3.1,71.7
103,104,Iowa,14,36,848,23.56,1,2.6,60.6
104,105,Middle Tennessee,13,58,1369,23.60,1,4.5,105.3
105,106,Charlotte,12,35,829,23.69,1,2.9,69.1
106,107,Indiana,13,37,878,23.73,1,2.8,67.5
107,108,Purdue,12,34,809,23.79,0,2.8,67.4
108,109,West Virginia,13,59,1405,23.81,1,4.5,108.1
109,110,Tulane,12,28,667,23.82,1,2.3,55.6
110,111,UCLA,13,24,572,23.83,0,1.8,44.0
111,112,North Texas,12,24,582,24.25,0,2.0,48.5
112,113,Air Force,14,34,825,24.26,1,2.4,58.9
113,114,Louisiana Tech,13,62,1529,24.66,3,4.8,117.6
114,115,Penn State,13,33,818,24.79,2,2.5,62.9
115,116,Clemson,15,71,1764,24.85,3,4.7,117.6
116,117,Texas Tech,13,43,1077,25.05,1,3.3,82.8
117,118,Nevada,13,36,903,25.08,1,2.8,69.5
118,119,San Jose State,13,38,974,25.63,0,2.9,74.9
119,120,Idaho,12,27,699,25.89,2,2.3,58.3
120,121,Kent State,12,27,710,26.30,1,2.3,59.2
121,122,Texas,12,12,316,26.33,0,1.0,26.3
122,122,Cincinnati,13,51,1343,26.33,2,3.9,103.3
123,124,Missouri,12,24,636,26.50,0,2.0,53.0
124,125,Hawai'i,13,25,667,26.68,1,1.9,51.3
125,126,Georgia State,13,29,777,26.79,0,2.2,59.8
126,127,Arizona State,13,18,483,26.83,1,1.4,37.2
127,128,Texas State,12,17,613,36.06,1,1.4,51.1
