,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Illinois,12,32,29,90.6,2.7,2.4
1,2,Utah State,13,43,39,90.7,3.3,3.0
2,2,Charlotte,12,54,49,90.7,4.5,4.1
3,4,Missouri,12,22,20,90.9,1.8,1.7
4,5,San Jose State,13,45,41,91.1,3.5,3.2
5,6,Georgia Southern,13,34,31,91.2,2.6,2.4
6,7,Georgia Tech,12,35,32,91.4,2.9,2.7
7,8,Indiana,13,59,54,91.5,4.5,4.2
8,9,North Carolina State,13,40,37,92.5,3.1,2.8
9,10,Nevada,13,41,38,92.7,3.2,2.9
10,10,Georgia State,13,41,38,92.7,3.2,2.9
11,12,Purdue,12,56,52,92.9,4.7,4.3
12,13,Northwestern,13,29,27,93.1,2.2,2.1
13,14,Temple,14,30,28,93.3,2.1,2.0
14,15,Fresno State,12,61,57,93.4,5.1,4.8
15,16,Stanford,14,31,29,93.5,2.2,2.1
16,17,Louisiana-Lafayette,12,48,45,93.8,4.0,3.8
17,18,Cincinnati,13,50,47,94.0,3.8,3.6
18,19,Central Michigan,13,34,32,94.1,2.6,2.5
19,20,UCLA,13,35,33,94.3,2.7,2.5
20,21,Michigan State,14,36,34,94.4,2.6,2.4
21,21,Army,12,36,34,94.4,3.0,2.8
22,23,Ball State,12,55,52,94.5,4.6,4.3
23,24,Clemson,15,37,35,94.6,2.5,2.3
24,24,Penn State,13,37,35,94.6,2.8,2.7
25,26,Pittsburgh,13,38,36,94.7,2.9,2.8
26,27,Rice,12,58,55,94.8,4.8,4.6
27,28,Washington State,13,39,37,94.9,3.0,2.8
28,29,Southern Mississippi,14,41,39,95.1,2.9,2.8
29,29,Colorado State,13,41,39,95.1,3.2,3.0
30,31,Northern Illinois,14,42,40,95.2,3.0,2.9
31,32,Alabama,15,22,21,95.5,1.5,1.4
32,32,Air Force,14,44,42,95.5,3.1,3.0
33,32,North Texas,12,66,63,95.5,5.5,5.3
34,35,Memphis,13,45,43,95.6,3.5,3.3
35,36,Ohio State,13,23,22,95.7,1.8,1.7
36,36,Oklahoma State,13,47,45,95.7,3.6,3.5
37,36,Florida International,12,46,44,95.7,3.8,3.7
38,36,Miami (Ohio),12,47,45,95.7,3.9,3.8
39,40,Georgia,13,24,23,95.8,1.8,1.8
40,41,Baylor,13,49,47,95.9,3.8,3.6
41,42,Florida State,13,25,24,96.0,1.9,1.8
42,42,Arkansas State,13,50,48,96.0,3.8,3.7
43,42,UTEP,12,50,48,96.0,4.2,4.0
44,45,Washington,13,26,25,96.2,2.0,1.9
45,45,Vanderbilt,12,26,25,96.2,2.2,2.1
46,45,Wyoming,12,53,51,96.2,4.4,4.3
47,45,South Alabama,12,53,51,96.2,4.4,4.3
48,45,Old Dominion,12,53,51,96.2,4.4,4.3
49,50,Connecticut,13,28,27,96.4,2.2,2.1
50,50,Appalachian State,13,28,27,96.4,2.2,2.1
51,52,Mississippi,13,29,28,96.6,2.2,2.2
52,52,Louisiana-Monroe,13,59,57,96.6,4.5,4.4
53,54,Florida,14,30,29,96.7,2.1,2.1
54,55,Tennessee,13,31,30,96.8,2.4,2.3
55,56,Texas A&M,13,32,31,96.9,2.5,2.4
56,57,West Virginia,13,34,33,97.1,2.6,2.5
57,57,LSU,12,35,34,97.1,2.9,2.8
58,59,Louisiana Tech,13,36,35,97.2,2.8,2.7
59,59,Notre Dame,13,36,35,97.2,2.8,2.7
60,59,Wake Forest,12,36,35,97.2,3.0,2.9
61,59,Kent State,12,36,35,97.2,3.0,2.9
62,63,BYU,13,37,36,97.3,2.8,2.8
63,63,Miami (Florida),13,37,36,97.3,2.8,2.8
64,63,SMU,12,74,72,97.3,6.2,6.0
65,66,Minnesota,13,38,37,97.4,2.9,2.8
66,66,Duke,13,38,37,97.4,2.9,2.8
67,66,Virginia Tech,13,39,38,97.4,3.0,2.9
68,66,Louisville,13,39,38,97.4,3.0,2.9
69,66,Kentucky,12,38,37,97.4,3.2,3.1
70,66,East Carolina,12,38,37,97.4,3.2,3.1
71,72,Ohio,13,40,39,97.5,3.1,3.0
72,73,North Carolina,14,42,41,97.6,3.0,2.9
73,73,Nebraska,13,41,40,97.6,3.2,3.1
74,73,Arkansas,13,41,40,97.6,3.2,3.1
75,73,South Carolina,12,41,40,97.6,3.4,3.3
76,73,Florida Atlantic,12,42,41,97.6,3.5,3.4
77,78,USC,14,43,42,97.7,3.1,3.0
78,78,Middle Tennessee,13,43,42,97.7,3.3,3.2
79,78,Western Michigan,13,44,43,97.7,3.4,3.3
