,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
0,1,Navy,13,58,55,94.83,44,75.86,11,18.97
1,2,Washington State,13,55,52,94.55,36,65.45,16,29.09
2,2,Kansas State,13,55,52,94.55,35,63.64,17,30.91
3,4,BYU,13,53,50,94.34,39,73.58,11,20.75
4,5,San Diego State,14,51,48,94.12,35,68.63,13,25.49
5,6,Penn State,13,44,41,93.18,24,54.55,17,38.64
6,7,Michigan,13,56,52,92.86,37,66.07,15,26.79
7,8,Syracuse,12,39,36,92.31,23,58.97,13,33.33
8,9,Oklahoma State,13,60,55,91.67,40,66.67,15,25.00
9,10,Utah,13,46,42,91.30,28,60.87,14,30.43
10,11,Nevada,13,44,40,90.91,27,61.36,13,29.55
11,12,Mississippi State,13,53,48,90.57,38,71.70,10,18.87
12,13,Auburn,13,51,46,90.20,32,62.75,14,27.45
13,14,Clemson,15,60,54,90.00,36,60.00,18,30.00
14,14,Idaho,12,50,45,90.00,31,62.00,14,28.00
15,16,UCLA,13,57,51,89.47,35,61.40,16,28.07
16,17,Tulane,12,28,25,89.29,16,57.14,9,32.14
17,18,San Jose State,13,46,41,89.13,32,69.57,9,19.57
18,18,Florida State,13,46,41,89.13,26,56.52,15,32.61
19,20,Memphis,13,64,57,89.06,41,64.06,16,25.00
20,21,North Carolina,14,72,64,88.89,48,66.67,16,22.22
21,21,Nebraska,13,54,48,88.89,38,70.37,10,18.52
22,23,Central Michigan,13,53,47,88.68,35,66.04,12,22.64
23,24,East Carolina,12,44,39,88.64,30,68.18,9,20.45
24,25,Indiana,13,61,54,88.52,36,59.02,18,29.51
25,26,Oklahoma,13,69,61,88.41,46,66.67,15,21.74
26,27,California,13,68,60,88.24,44,64.71,16,23.53
27,27,Texas,12,34,30,88.24,20,58.82,10,29.41
28,29,Houston,14,67,59,88.06,49,73.13,10,14.93
29,30,Appalachian State,13,50,44,88.00,36,72.00,8,16.00
30,31,Virginia,12,33,29,87.88,17,51.52,12,36.36
31,32,USC,14,57,50,87.72,40,70.18,10,17.54
32,33,Western Kentucky,14,73,64,87.67,53,72.60,11,15.07
33,34,Texas Tech,13,64,56,87.50,43,67.19,13,20.31
34,34,Arizona State,13,64,56,87.50,33,51.56,23,35.94
35,34,Georgia Southern,13,56,49,87.50,37,66.07,12,21.43
36,34,Louisiana Tech,13,56,49,87.50,35,62.50,14,25.00
37,34,Northern Illinois,14,48,42,87.50,34,70.83,8,16.67
38,39,South Florida,13,47,41,87.23,32,68.09,9,19.15
39,40,Florida International,12,39,34,87.18,26,66.67,8,20.51
40,41,Baylor,13,70,61,87.14,53,75.71,8,11.43
41,42,Stanford,14,62,54,87.10,41,66.13,13,20.97
42,42,Temple,14,62,54,87.10,36,58.06,18,29.03
43,44,Colorado State,13,54,47,87.04,33,61.11,14,25.93
44,45,Purdue,12,38,33,86.84,28,73.68,5,13.16
45,46,UTEP,12,30,26,86.67,14,46.67,12,40.00
46,47,Virginia Tech,13,52,45,86.54,33,63.46,12,23.08
47,48,Troy,12,37,32,86.49,20,54.05,12,32.43
48,49,Minnesota,13,36,31,86.11,19,52.78,12,33.33
49,49,South Carolina,12,36,31,86.11,17,47.22,14,38.89
50,51,Tulsa,13,57,49,85.96,35,61.40,14,24.56
51,52,Oregon,13,70,60,85.71,45,64.29,15,21.43
52,53,North Carolina State,13,54,46,85.19,39,72.22,7,12.96
53,53,Iowa,14,54,46,85.19,35,64.81,11,20.37
54,53,Wisconsin,13,54,46,85.19,35,64.81,11,20.37
55,56,Rutgers,12,40,34,85.00,25,62.50,9,22.50
56,56,South Alabama,12,40,34,85.00,22,55.00,12,30.00
57,58,LSU,12,46,39,84.78,30,65.22,9,19.57
58,59,Michigan State,14,51,43,84.31,35,68.63,8,15.69
59,60,SMU,12,44,37,84.09,30,68.18,7,15.91
60,61,Toledo,12,56,47,83.93,35,62.50,12,21.43
61,61,Duke,13,56,47,83.93,29,51.79,18,32.14
62,63,Mississippi,13,62,52,83.87,37,59.68,15,24.19
63,63,Oregon State,12,31,26,83.87,19,61.29,7,22.58
64,65,Georgia Tech,12,37,31,83.78,28,75.68,3,8.11
65,66,Buffalo,12,43,36,83.72,25,58.14,11,25.58
66,66,Kentucky,12,43,36,83.72,24,55.81,12,27.91
