,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
61,60,Temple,14,69,19,8,3,3,2,1,1,1
62,63,Akron,13,68,12,4,0,0,0,0,0,0
63,63,Arizona State,13,68,19,11,5,4,3,0,0,0
64,63,Cincinnati,13,68,20,7,3,2,2,2,1,0
65,63,Washington,13,68,23,8,5,5,4,3,1,0
66,67,California,13,67,18,7,4,1,1,1,0,0
67,67,Syracuse,12,67,17,10,4,3,1,1,0,0
68,69,Pittsburgh,13,66,28,12,8,2,1,1,0,0
69,69,San Jose State,13,66,22,16,10,3,2,1,0,0
70,71,Arkansas,13,65,23,7,5,4,4,2,1,0
71,71,Duke,13,65,15,10,7,6,3,3,1,0
72,71,Kentucky,12,65,24,11,7,5,4,1,0,0
73,71,Mississippi State,13,65,17,7,3,1,0,0,0,0
74,71,South Carolina,12,65,16,7,4,1,1,0,0,0
75,71,Utah State,13,65,23,13,4,2,1,0,0,0
76,77,Northwestern,13,64,22,12,6,3,2,0,0,0
77,78,Louisiana Tech,13,63,16,10,6,4,3,1,0,0
78,79,Colorado,13,61,16,5,1,1,0,0,0,0
79,79,Rutgers,12,61,17,7,4,3,1,1,0,0
80,79,UTSA,12,61,16,9,6,4,3,2,1,0
81,79,Western Kentucky,14,61,15,8,4,1,0,0,0,0
82,83,Florida Atlantic,12,60,14,8,4,1,0,0,0,0
83,83,Kansas State,13,60,13,3,0,0,0,0,0,0
84,83,Marshall,13,60,19,8,6,4,4,2,0,0
85,83,Old Dominion,12,60,16,8,7,3,1,1,0,0
86,83,Oregon State,12,60,19,7,3,2,2,1,0,0
87,83,Tulsa,13,60,14,9,5,1,1,0,0,0
88,89,Michigan State,14,59,17,5,2,1,1,0,0,0
89,89,Oklahoma State,13,59,14,5,3,2,1,0,0,0
90,91,Charlotte,12,58,20,4,0,0,0,0,0,0
91,91,Massachusetts,12,58,16,8,5,2,1,1,1,0
92,91,Penn State,13,58,25,10,6,4,1,1,0,0
93,94,Vanderbilt,12,57,13,7,5,2,1,1,0,0
94,95,Florida,14,56,16,4,3,2,1,0,0,0
95,95,Virginia Tech,13,56,14,4,3,3,1,0,0,0
96,97,East Carolina,12,55,19,8,4,0,0,0,0,0
97,97,South Alabama,12,55,12,7,6,5,4,2,1,1
98,99,Idaho,12,53,7,3,1,1,1,0,0,0
99,99,Kent State,12,53,11,4,4,2,1,1,0,0
100,101,BYU,13,52,19,9,6,2,1,1,0,0
101,101,Fresno State,12,52,18,7,3,3,2,0,0,0
102,101,Missouri,12,52,13,2,1,1,1,1,0,0
103,101,Wisconsin,13,52,12,6,3,3,0,0,0,0
104,105,Hawai'i,13,51,11,4,2,2,2,2,1,1
105,105,Miami (Ohio),12,51,15,7,3,1,1,1,0,0
106,107,Louisiana-Lafayette,12,50,16,6,6,5,3,2,1,0
107,107,Miami (Florida),13,50,12,5,3,1,1,0,0,0
108,109,Ball State,12,48,14,9,5,0,0,0,0,0
109,109,Middle Tennessee,13,48,10,3,3,2,1,0,0,0
110,111,Michigan,13,47,15,6,3,3,3,1,0,0
111,111,Virginia,12,47,17,8,3,3,1,1,0,0
112,111,Washington State,13,47,9,4,1,0,0,0,0,0
113,114,Connecticut,13,46,8,4,2,1,1,1,1,1
114,114,Illinois,12,46,12,7,4,2,1,1,0,0
115,116,Minnesota,13,45,17,9,3,2,2,2,0,0
116,117,Buffalo,12,44,9,4,2,0,0,0,0,0
117,117,Florida International,12,44,11,2,0,0,0,0,0,0
118,117,Tulane,12,44,14,6,5,2,1,1,1,0
119,120,Central Michigan,13,42,7,4,2,0,0,0,0,0
120,120,Louisiana-Monroe,13,42,10,4,2,1,1,1,1,0
121,120,Wake Forest,12,42,11,3,2,2,2,1,0,0
122,123,Kansas,12,41,16,3,2,0,0,0,0,0
123,124,UTEP,12,40,10,5,3,2,2,1,1,1
124,125,Georgia State,13,38,14,2,0,0,0,0,0,0
125,125,Purdue,12,38,14,8,4,3,2,0,0,0
126,127,Troy,12,36,9,7,5,4,2,2,1,1
127,128,UCF,12,24,3,1,1,1,0,0,0,0
