,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Wisconsin,13,27,9,7,4,2,0,0,0,0
1,2,Alabama,15,36,8,2,1,1,1,1,1,0
2,3,Nebraska,13,37,17,11,8,3,2,0,0,0
3,4,San Diego State,14,38,9,7,3,3,2,1,0,0
4,5,Boise State,13,41,12,8,6,2,1,1,0,0
5,6,Akron,13,42,7,2,1,1,1,0,0,0
6,6,Boston College,12,42,11,4,1,0,0,0,0,0
7,8,Houston,14,45,10,5,3,1,0,0,0,0
8,9,LSU,12,46,12,6,4,3,3,1,1,0
9,9,Ohio State,13,46,8,3,3,3,2,2,0,0
10,9,Washington,13,46,6,2,2,1,1,1,0,0
11,12,Georgia Southern,13,47,15,2,2,2,1,0,0,0
12,12,Mississippi,13,47,16,5,1,0,0,0,0,0
13,14,Louisville,13,48,11,5,2,2,0,0,0,0
14,14,South Florida,13,48,18,10,4,3,1,1,0,0
15,16,Kent State,12,49,7,3,1,1,1,1,1,0
16,17,Appalachian State,13,50,16,2,1,1,1,1,0,0
17,17,Illinois,12,50,15,11,4,3,2,2,0,0
18,19,Arkansas,13,51,13,3,0,0,0,0,0,0
19,19,Louisiana Tech,13,51,11,4,1,1,0,0,0,0
20,19,Middle Tennessee,13,51,17,8,5,3,2,0,0,0
21,19,UTSA,12,51,13,5,3,2,0,0,0,0
22,23,East Carolina,12,52,11,2,2,2,1,1,1,1
23,23,Temple,14,52,15,12,8,2,1,1,0,0
24,23,Toledo,12,52,12,7,3,1,0,0,0,0
25,26,Iowa,14,53,11,2,0,0,0,0,0,0
26,26,Utah,13,53,9,2,1,0,0,0,0,0
27,28,Michigan State,14,54,13,6,4,3,2,1,0,0
28,28,Missouri,12,54,9,2,1,0,0,0,0,0
29,28,Northwestern,13,54,13,5,1,0,0,0,0,0
30,31,Arizona State,13,55,21,6,6,5,4,0,0,0
31,31,UTEP,12,55,24,15,8,6,3,2,1,0
32,31,Wake Forest,12,55,12,7,4,4,3,3,3,2
33,34,Florida Atlantic,12,56,13,4,3,2,2,1,0,0
34,35,Air Force,14,57,24,15,13,8,6,2,1,0
35,35,Central Michigan,13,57,11,6,2,0,0,0,0,0
36,35,Pittsburgh,13,57,24,13,10,7,3,3,0,0
37,38,Arkansas State,13,58,23,13,7,5,5,3,1,0
38,38,Duke,13,58,13,4,2,1,0,0,0,0
39,40,Georgia,13,59,17,4,2,1,1,0,0,0
40,40,Georgia Tech,12,59,16,8,2,2,2,1,1,1
41,40,Navy,13,59,11,1,1,0,0,0,0,0
42,43,Army,12,60,17,7,5,3,0,0,0,0
43,43,Memphis,13,60,15,3,2,0,0,0,0,0
44,43,Miami (Ohio),12,60,20,9,7,6,3,3,0,0
45,43,Tennessee,13,60,16,7,6,3,2,0,0,0
46,43,Utah State,13,60,13,7,3,2,2,0,0,0
47,43,Vanderbilt,12,60,19,6,3,2,2,0,0,0
48,43,West Virginia,13,60,17,7,4,2,1,0,0,0
49,50,Florida State,13,61,11,1,1,1,1,0,0,0
50,51,BYU,13,62,21,9,4,2,1,0,0,0
51,51,Cincinnati,13,62,21,11,6,3,1,0,0,0
52,53,Florida,14,63,16,5,2,2,2,1,0,0
53,53,Maryland,12,63,13,3,3,2,1,0,0,0
54,53,Michigan,13,63,15,3,3,3,1,0,0,0
55,53,Minnesota,13,63,10,5,2,2,1,0,0,0
56,53,Oklahoma,13,63,14,6,4,2,1,1,1,0
57,58,Massachusetts,12,64,12,7,3,3,1,1,0,0
58,58,Rutgers,12,64,28,19,11,6,3,2,1,0
59,58,Virginia,12,64,18,9,4,0,0,0,0,0
60,61,Clemson,15,65,23,11,9,5,2,1,0,0
61,61,Connecticut,13,65,17,10,6,4,2,1,1,0
62,61,Florida International,12,65,14,9,5,5,3,1,0,0
63,61,Marshall,13,65,14,6,1,0,0,0,0,0
64,61,North Carolina State,13,65,25,16,7,5,3,1,0,0
65,61,Stanford,14,65,15,8,6,2,2,1,0,0
66,67,Baylor,13,66,16,7,4,3,1,0,0,0
67,67,Georgia State,13,66,18,6,5,3,3,1,1,0
68,67,Southern Mississippi,14,66,25,9,6,4,2,1,1,0
69,67,USC,14,66,19,8,2,2,1,0,0,0
70,71,Notre Dame,13,67,26,13,7,4,3,2,2,0
71,72,Colorado,13,68,21,10,9,5,5,2,1,0
72,73,Ohio,13,69,27,16,10,4,2,1,0,0
73,73,Penn State,13,69,21,7,3,2,0,0,0,0
74,73,Rice,12,69,18,8,6,4,4,2,0,0
75,73,San Jose State,13,69,23,13,6,5,3,2,1,0
76,77,Kentucky,12,70,22,7,4,2,1,0,0,0
77,77,Oregon,13,70,23,14,4,4,4,1,0,0
78,79,Buffalo,12,71,19,8,4,3,1,1,1,1
79,79,Indiana,13,71,30,14,9,8,7,5,1,0
80,79,Louisiana-Lafayette,12,71,21,9,3,2,1,1,0,0
81,79,Mississippi State,13,71,17,9,6,4,4,3,0,0
82,79,Northern Illinois,14,71,15,5,3,1,0,0,0,0
83,79,UCLA,13,71,20,5,2,1,1,1,0,0
84,85,Auburn,13,72,16,5,3,2,2,1,0,0
85,85,Charlotte,12,72,24,10,7,5,3,0,0,0
86,85,Iowa State,12,72,22,9,5,4,0,0,0,0
87,88,Arizona,13,73,20,9,6,4,4,1,0,0
88,89,Kansas State,13,74,15,7,5,4,4,3,2,0
89,89,Oklahoma State,13,74,22,7,4,2,2,0,0,0
90,89,Syracuse,12,74,18,9,5,2,1,0,0,0
91,89,TCU,13,74,17,7,6,2,2,2,0,0
92,89,UNLV,12,74,24,16,8,5,4,3,0,0
93,94,Ball State,12,77,22,14,9,5,5,2,1,1
94,94,Old Dominion,12,77,22,8,5,1,0,0,0,0
95,94,South Carolina,12,77,29,10,6,4,1,1,1,0
96,94,Wyoming,12,77,24,14,10,6,1,1,0,0
97,98,Nevada,13,78,22,14,3,2,1,1,0,0
98,98,Troy,12,78,13,6,2,1,0,0,0,0
99,98,UCF,12,78,33,7,2,0,0,0,0,0
100,101,Miami (Florida),13,79,29,12,6,3,2,1,0,0
101,101,New Mexico,13,79,25,14,10,7,4,1,0,0
102,101,New Mexico State,12,79,29,13,9,7,6,3,1,1
103,104,California,13,80,25,9,4,1,1,1,1,1
104,104,South Alabama,12,80,29,14,8,5,3,3,0,0
105,106,Fresno State,12,81,24,14,7,3,1,0,0,0
106,106,Virginia Tech,13,81,25,13,11,5,2,1,1,0
107,108,Colorado State,13,82,28,16,9,7,5,2,1,0
108,108,Tulane,12,82,16,8,5,2,2,0,0,0
109,110,Western Kentucky,14,83,21,6,2,0,0,0,0,0
110,111,Bowling Green,14,85,15,8,5,2,1,1,1,0
111,112,Western Michigan,13,89,30,13,6,2,2,2,1,0
112,113,North Carolina,14,90,27,13,8,6,2,2,1,0
113,114,Hawai'i,13,92,24,10,1,0,0,0,0,0
114,114,Purdue,12,92,30,13,6,3,2,2,0,0
115,114,Texas,12,92,16,5,3,1,1,1,0,0
116,114,Texas State,12,92,31,15,9,6,3,0,0,0
117,114,Washington State,13,92,25,16,8,3,1,0,0,0
118,119,Oregon State,12,93,13,5,2,2,2,1,0,0
119,120,Louisiana-Monroe,13,94,19,6,4,1,1,1,0,0
120,120,North Texas,12,94,25,9,7,4,2,1,0,0
121,122,SMU,12,95,34,13,5,3,2,2,1,1
122,123,Texas A&M,13,98,27,13,9,6,3,0,0,0
123,124,Kansas,12,102,27,13,9,4,3,1,1,1
124,125,Idaho,12,105,37,19,17,13,4,1,1,0
125,125,Tulsa,13,105,34,15,7,2,1,1,0,0
126,127,Texas Tech,13,106,39,19,15,6,5,4,2,2
127,128,Eastern Michigan,12,120,41,25,18,8,5,3,1,1
