,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
80,81,Florida Atlantic,12,1977,2557,890,4534,5.09,377.8
81,82,Pittsburgh,13,2429,2478,852,4907,5.76,377.5
82,83,Georgia,13,2498,2406,813,4904,6.03,377.2
83,84,Rutgers,12,2039,2485,806,4524,5.61,377.0
84,85,San Diego State,14,3266,1988,927,5254,5.67,375.3
85,86,Nevada,13,2738,2139,887,4877,5.50,375.2
86,87,Maryland,12,2408,2092,829,4500,5.43,375.0
87,88,Illinois,12,1551,2921,907,4472,4.93,372.7
88,89,Kentucky,12,1952,2512,816,4464,5.47,372.0
89,90,Ball State,12,1840,2619,896,4459,4.98,371.6
90,91,Old Dominion,12,1821,2634,834,4455,5.34,371.3
91,92,Texas,12,2698,1751,781,4449,5.70,370.8
92,93,Utah State,13,2146,2667,884,4813,5.44,370.2
93,94,Auburn,13,2552,2258,892,4810,5.39,370.0
94,95,Purdue,12,1576,2847,921,4423,4.80,368.6
95,96,Temple,14,2096,3038,956,5134,5.37,366.7
96,97,Utah,13,2379,2340,923,4719,5.11,363.0
97,98,UTSA,12,2026,2321,870,4347,5.00,362.3
98,99,South Carolina,12,1856,2490,774,4346,5.61,362.2
99,100,Wyoming,12,2081,2247,786,4328,5.51,360.7
100,101,South Alabama,12,1928,2394,833,4322,5.19,360.2
101,102,Troy,12,1429,2890,799,4319,5.41,359.9
102,103,Minnesota,13,1873,2793,873,4666,5.34,358.9
103,104,Akron,13,2134,2508,905,4642,5.13,357.1
104,105,Penn State,13,1744,2788,829,4532,5.47,348.6
105,106,Florida International,12,1319,2854,825,4173,5.06,347.8
106,107,UTEP,12,1768,2346,834,4114,4.93,342.8
107,108,Army,12,2931,1128,724,4059,5.61,338.3
108,109,Miami (Ohio),12,1556,2502,802,4058,5.06,338.2
109,110,Charlotte,12,1957,2089,937,4046,4.32,337.2
110,111,Oregon State,12,2128,1909,789,4037,5.12,336.4
111,112,Florida,14,1777,2899,915,4676,5.11,334.0
112,113,Kansas State,13,2050,2288,876,4338,4.95,333.7
113,114,Wake Forest,12,1262,2739,834,4001,4.80,333.4
114,115,Kansas,12,1355,2623,897,3978,4.43,331.5
115,116,Northwestern,13,2451,1801,952,4252,4.47,327.1
116,117,Vanderbilt,12,1856,2062,871,3918,4.50,326.5
117,118,North Texas,12,1904,1937,843,3841,4.56,320.1
118,119,Syracuse,12,1958,1881,751,3839,5.11,319.9
119,120,Tulane,12,1389,2415,800,3804,4.76,317.0
120,121,Hawai'i,13,1611,2501,847,4112,4.85,316.3
121,122,Fresno State,12,1642,2140,826,3782,4.58,315.2
122,123,Louisiana-Monroe,13,1338,2703,902,4041,4.48,310.8
123,124,Connecticut,13,1622,2412,819,4034,4.93,310.3
124,125,Missouri,12,1385,1986,770,3371,4.38,280.9
125,126,Boston College,12,1976,1331,751,3307,4.40,275.6
126,127,Kent State,12,1593,1657,790,3250,4.11,270.8
127,128,UCF,12,975,2246,781,3221,4.12,268.4
