,Rank,Name,G,Sacks,Sack Yards,Sacks/G
101,101,Virginia Tech,13,34.0,254,2.62
102,103,Kansas State,13,35.0,222,2.69
103,103,Washington,13,35.0,223,2.69
104,105,New Mexico State,12,36.0,216,3.00
105,105,Bowling Green,14,36.0,224,2.57
106,107,Connecticut,13,37.0,180,2.85
107,107,Texas A&M,13,37.0,250,2.85
108,109,Louisiana-Monroe,13,38.0,175,2.92
109,109,Rice,12,38.0,228,3.17
110,109,San Jose State,13,38.0,230,2.92
111,109,USC,14,38.0,256,2.71
112,113,North Carolina State,13,39.0,227,3.00
113,113,Penn State,13,39.0,230,3.00
114,113,Arizona State,13,39.0,233,3.00
115,113,Oregon,13,39.0,236,3.00
116,117,Kansas,12,40.0,267,3.33
117,117,Wake Forest,12,40.0,273,3.33
118,117,Washington State,13,40.0,290,3.08
119,120,Oklahoma,13,41.0,216,3.15
120,120,Tulsa,13,41.0,282,3.15
121,120,Colorado,13,41.0,288,3.15
122,123,Iowa State,12,42.0,229,3.50
123,123,Charlotte,12,42.0,252,3.50
124,123,SMU,12,42.0,289,3.50
125,126,UTSA,12,44.0,275,3.67
126,126,Louisville,13,44.0,311,3.39
127,128,Florida,14,45.0,274,3.21
