,Rank,Name,G,Sacks,Sack Yards,Sacks/G
0,1,Air Force,14,3.0,9,0.21
1,2,Toledo,12,4.0,20,0.33
2,3,Georgia Southern,13,8.0,51,0.62
3,4,Appalachian State,13,11.0,71,0.85
4,4,Ball State,12,11.0,78,0.92
5,6,UTEP,12,12.0,60,1.00
6,7,Kent State,12,13.0,87,1.08
7,7,New Mexico,13,13.0,91,1.00
8,7,Indiana,13,13.0,92,1.00
9,10,Arkansas,13,14.0,92,1.08
10,10,Navy,13,14.0,107,1.08
11,10,UCLA,13,14.0,118,1.08
12,10,Nebraska,13,14.0,143,1.08
13,14,Baylor,13,15.0,86,1.15
14,14,Georgia,13,15.0,105,1.15
15,14,Army,12,15.0,107,1.25
16,14,Georgia Tech,12,15.0,116,1.25
17,14,Akron,13,15.0,124,1.15
18,19,North Carolina,14,16.0,112,1.14
19,19,Buffalo,12,16.0,120,1.33
20,19,Western Kentucky,14,16.0,128,1.14
21,22,Duke,13,17.0,83,1.31
22,22,Colorado State,13,17.0,109,1.31
23,22,Memphis,13,17.0,119,1.31
24,22,LSU,12,17.0,119,1.42
25,22,Middle Tennessee,13,17.0,163,1.31
26,27,TCU,13,18.0,84,1.39
27,27,Michigan,13,18.0,95,1.39
28,27,Troy,12,18.0,96,1.50
29,27,Clemson,15,18.0,99,1.20
30,27,Temple,14,18.0,101,1.29
31,27,Oregon State,12,18.0,125,1.50
32,33,Ohio State,13,19.0,101,1.46
33,33,Minnesota,13,19.0,117,1.46
34,33,Auburn,13,19.0,141,1.46
35,33,Mississippi,13,19.0,147,1.46
36,33,Miami (Florida),13,19.0,148,1.46
37,38,South Florida,13,20.0,89,1.54
38,38,Stanford,14,20.0,104,1.43
39,38,San Diego State,14,20.0,120,1.43
40,38,Louisiana Tech,13,20.0,121,1.54
41,38,Texas State,12,20.0,126,1.67
42,38,Illinois,12,20.0,180,1.67
43,44,Syracuse,12,21.0,119,1.75
44,44,Virginia,12,21.0,127,1.75
45,44,Marshall,13,21.0,132,1.62
46,44,Michigan State,14,21.0,135,1.50
47,44,Louisiana-Lafayette,12,21.0,137,1.75
48,44,Utah State,13,21.0,143,1.62
49,50,Nevada,13,22.0,171,1.69
50,51,Utah,13,23.0,157,1.77
51,51,UCF,12,23.0,164,1.92
52,53,Wisconsin,13,24.0,162,1.85
53,53,Eastern Michigan,12,24.0,164,2.00
54,53,Tennessee,13,24.0,178,1.85
55,56,Maryland,12,25.0,152,2.08
56,56,Rutgers,12,25.0,207,2.08
57,56,Arkansas State,13,25.0,217,1.92
58,59,Cincinnati,13,26.0,145,2.00
59,59,Notre Dame,13,26.0,159,2.00
60,59,South Carolina,12,26.0,169,2.17
61,59,Florida Atlantic,12,26.0,175,2.17
62,59,Tulane,12,26.0,175,2.17
63,59,Fresno State,12,26.0,178,2.17
64,59,Alabama,15,26.0,191,1.73
65,59,Southern Mississippi,14,26.0,200,1.86
66,59,Florida State,13,26.0,222,2.00
67,68,Texas Tech,13,27.0,166,2.08
68,68,Florida International,12,27.0,185,2.25
69,68,North Texas,12,27.0,208,2.25
70,68,California,13,27.0,215,2.08
71,72,Houston,14,28.0,160,2.00
72,72,Miami (Ohio),12,28.0,177,2.33
73,72,Vanderbilt,12,28.0,178,2.33
74,72,Ohio,13,28.0,181,2.15
75,72,Boston College,12,28.0,183,2.33
76,72,Central Michigan,13,28.0,211,2.15
77,78,Old Dominion,12,29.0,159,2.42
78,78,Purdue,12,29.0,172,2.42
79,78,Massachusetts,12,29.0,173,2.42
80,78,Idaho,12,29.0,178,2.42
81,78,East Carolina,12,29.0,184,2.42
82,78,Northwestern,13,29.0,187,2.23
83,78,Pittsburgh,13,29.0,193,2.23
84,85,Missouri,12,30.0,176,2.50
85,85,Kentucky,12,30.0,191,2.50
86,85,Iowa,14,30.0,221,2.14
87,88,Arizona,13,31.0,152,2.39
88,88,Western Michigan,13,31.0,163,2.39
89,88,Boise State,13,31.0,191,2.39
90,88,Hawai'i,13,31.0,217,2.39
91,88,Wyoming,12,31.0,234,2.58
92,93,Oklahoma State,13,32.0,191,2.46
93,93,Northern Illinois,14,32.0,193,2.29
94,93,Mississippi State,13,32.0,193,2.46
95,93,South Alabama,12,32.0,204,2.67
96,93,West Virginia,13,32.0,209,2.46
97,93,Texas,12,32.0,212,2.67
98,99,UNLV,12,33.0,157,2.75
99,99,BYU,13,33.0,205,2.54
100,101,Georgia State,13,34.0,212,2.62
