,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Baylor,13,0,0,0,0,0,0,0,0
1,1,Duke,13,0,0,0,0,0,0,0,0
2,1,East Carolina,12,0,0,0,0,0,0,0,0
3,1,Missouri,12,0,0,0,0,0,0,0,0
4,1,New Mexico,13,0,0,0,0,0,0,0,0
5,1,Northwestern,13,0,0,0,0,0,0,0,0
6,1,Ohio State,13,0,0,0,0,0,0,0,0
7,1,Oklahoma,13,0,0,0,0,0,0,0,0
8,1,Pittsburgh,13,0,0,0,0,0,0,0,0
9,1,San Diego State,14,0,0,0,0,0,0,0,0
10,1,TCU,13,0,0,0,0,0,0,0,0
11,1,Virginia Tech,13,0,0,0,0,0,0,0,0
12,1,Washington,13,0,0,0,0,0,0,0,0
13,1,Western Michigan,13,0,0,0,0,0,0,0,0
14,1,Wisconsin,13,0,0,0,0,0,0,0,0
15,16,Air Force,14,1,1,1,0,0,0,0,0
16,16,Akron,13,1,0,0,0,0,0,0,0
17,16,Appalachian State,13,1,0,0,0,0,0,0,0
18,16,Arizona,13,1,0,0,0,0,0,0,0
19,16,Arkansas State,13,1,1,0,0,0,0,0,0
20,16,Boise State,13,1,1,1,1,1,1,0,0
21,16,Boston College,12,1,1,0,0,0,0,0,0
22,16,Buffalo,12,1,1,1,1,0,0,0,0
23,16,California,13,1,0,0,0,0,0,0,0
24,16,Clemson,15,1,0,0,0,0,0,0,0
25,16,Colorado,13,1,0,0,0,0,0,0,0
26,16,Connecticut,13,1,0,0,0,0,0,0,0
27,16,Eastern Michigan,12,1,0,0,0,0,0,0,0
28,16,Florida,14,1,0,0,0,0,0,0,0
29,16,Florida Atlantic,12,1,1,1,1,0,0,0,0
30,16,Florida International,12,1,1,1,1,1,0,0,0
31,16,Georgia Southern,13,1,0,0,0,0,0,0,0
32,16,Houston,14,1,0,0,0,0,0,0,0
33,16,Indiana,13,1,1,0,0,0,0,0,0
34,16,Louisiana-Lafayette,12,1,0,0,0,0,0,0,0
35,16,Louisville,13,1,1,0,0,0,0,0,0
36,16,Marshall,13,1,0,0,0,0,0,0,0
37,16,North Carolina,14,1,0,0,0,0,0,0,0
38,16,North Carolina State,13,1,0,0,0,0,0,0,0
39,16,Northern Illinois,14,1,0,0,0,0,0,0,0
40,16,Notre Dame,13,1,0,0,0,0,0,0,0
41,16,Ohio,13,1,1,0,0,0,0,0,0
42,16,Penn State,13,1,1,0,0,0,0,0,0
43,16,San Jose State,13,1,0,0,0,0,0,0,0
44,16,Temple,14,1,0,0,0,0,0,0,0
45,16,Texas,12,1,0,0,0,0,0,0,0
46,16,Toledo,12,1,1,1,0,0,0,0,0
47,16,UCF,12,1,1,1,1,1,0,0,0
48,16,UCLA,13,1,1,1,0,0,0,0,0
49,16,UTSA,12,1,1,0,0,0,0,0,0
50,16,Utah,13,1,1,1,0,0,0,0,0
51,16,West Virginia,13,1,0,0,0,0,0,0,0
52,16,Western Kentucky,14,1,1,1,1,1,1,1,1
53,16,Wyoming,12,1,0,0,0,0,0,0,0
54,55,Army,12,2,0,0,0,0,0,0,0
55,55,Auburn,13,2,1,1,1,0,0,0,0
56,55,Ball State,12,2,1,1,1,0,0,0,0
57,55,Central Michigan,13,2,2,1,0,0,0,0,0
58,55,Charlotte,12,2,0,0,0,0,0,0,0
59,55,Cincinnati,13,2,1,0,0,0,0,0,0
60,55,Florida State,13,2,2,2,1,0,0,0,0
61,55,Georgia,13,2,0,0,0,0,0,0,0
62,55,Georgia Tech,12,2,1,1,1,1,0,0,0
63,55,Iowa State,12,2,1,0,0,0,0,0,0
64,55,Kansas,12,2,2,1,0,0,0,0,0
65,55,Kansas State,13,2,1,1,0,0,0,0,0
66,55,Maryland,12,2,0,0,0,0,0,0,0
67,55,Massachusetts,12,2,1,1,1,0,0,0,0
68,55,Michigan,13,2,2,2,2,1,0,0,0
69,55,Mississippi,13,2,0,0,0,0,0,0,0
70,55,Mississippi State,13,2,1,1,1,1,0,0,0
71,55,Oklahoma State,13,2,0,0,0,0,0,0,0
72,55,Oregon State,12,2,2,1,1,1,1,1,0
73,55,South Carolina,12,2,0,0,0,0,0,0,0
74,55,Stanford,14,2,1,0,0,0,0,0,0
75,55,Syracuse,12,2,2,1,1,1,0,0,0
76,55,Texas State,12,2,1,1,1,1,0,0,0
77,55,Tulsa,13,2,2,2,1,1,0,0,0
78,55,Wake Forest,12,2,2,1,1,0,0,0,0
79,80,Alabama,15,3,2,2,2,2,1,1,0
80,80,Arkansas,13,3,0,0,0,0,0,0,0
81,80,Colorado State,13,3,2,0,0,0,0,0,0
82,80,Fresno State,12,3,3,3,3,3,2,0,0
83,80,Hawai'i,13,3,3,1,0,0,0,0,0
84,80,Iowa,14,3,1,1,1,1,0,0,0
85,80,Kent State,12,3,3,2,0,0,0,0,0
86,80,Memphis,13,3,1,1,1,0,0,0,0
87,80,Miami (Ohio),12,3,1,0,0,0,0,0,0
88,80,Michigan State,14,3,3,2,2,1,1,1,0
89,80,Nebraska,13,3,0,0,0,0,0,0,0
90,80,North Texas,12,3,2,0,0,0,0,0,0
91,80,Old Dominion,12,3,3,1,0,0,0,0,0
92,80,Purdue,12,3,0,0,0,0,0,0,0
93,80,Rutgers,12,3,1,0,0,0,0,0,0
94,80,SMU,12,3,2,2,0,0,0,0,0
95,80,South Florida,13,3,1,0,0,0,0,0,0
96,80,Southern Mississippi,14,3,1,0,0,0,0,0,0
97,80,Tennessee,13,3,1,1,1,1,1,0,0
98,80,UTEP,12,3,2,1,1,0,0,0,0
99,80,Utah State,13,3,2,0,0,0,0,0,0
100,80,Washington State,13,3,2,2,2,1,0,0,0
101,102,BYU,13,4,2,1,1,0,0,0,0
102,102,Georgia State,13,4,3,3,2,1,1,1,0
103,102,Illinois,12,4,3,3,3,2,2,1,0
104,102,LSU,12,4,1,1,1,1,1,0,0
105,102,Miami (Florida),13,4,2,2,2,2,1,0,0
106,102,Middle Tennessee,13,4,1,0,0,0,0,0,0
107,102,Minnesota,13,4,4,3,1,0,0,0,0
108,102,Navy,13,4,2,1,1,0,0,0,0
109,102,Nevada,13,4,2,0,0,0,0,0,0
110,102,New Mexico State,12,4,4,2,2,2,1,0,0
111,102,Oregon,13,4,3,3,2,2,1,0,0
112,102,Rice,12,4,3,2,2,1,1,1,0
113,102,Texas A&M,13,4,2,1,0,0,0,0,0
114,102,Texas Tech,13,4,2,1,1,1,0,0,0
115,102,Troy,12,4,2,1,1,1,1,0,0
116,102,UNLV,12,4,2,1,1,1,0,0,0
117,102,USC,14,4,3,2,0,0,0,0,0
118,119,Arizona State,13,5,3,2,1,1,1,0,0
119,119,Bowling Green,14,5,3,2,1,1,1,1,0
120,119,Idaho,12,5,1,0,0,0,0,0,0
121,119,Kentucky,12,5,3,1,1,1,1,1,0
122,119,Louisiana Tech,13,5,4,2,1,0,0,0,0
123,119,South Alabama,12,5,5,4,3,1,1,0,0
124,119,Virginia,12,5,1,0,0,0,0,0,0
125,126,Louisiana-Monroe,13,6,1,0,0,0,0,0,0
126,126,Tulane,12,6,3,2,1,1,1,0,0
127,128,Vanderbilt,12,8,2,2,2,2,2,1,0
