,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Texas Tech,13,284,89,51,31,17,7,4,2,1
1,2,Clemson,15,262,100,47,19,11,5,0,0,0
2,3,Oregon,13,261,94,49,25,7,6,2,1,0
3,4,Bowling Green,14,257,87,50,32,16,11,4,2,2
4,4,Oklahoma,13,257,80,36,20,14,9,5,0,0
5,6,Mississippi,13,256,93,37,18,12,7,3,0,0
6,7,Baylor,13,254,95,58,31,15,7,5,3,0
7,8,Western Kentucky,14,252,91,49,26,17,7,2,0,0
8,9,Cincinnati,13,249,89,38,21,10,6,4,2,0
9,10,Washington State,13,247,79,23,5,2,1,1,0,0
10,11,TCU,13,246,87,39,21,11,6,3,2,0
11,12,North Carolina,14,245,95,45,23,9,7,3,1,0
12,13,California,13,243,92,42,27,15,4,3,1,0
13,14,Houston,14,242,89,37,16,6,3,0,0,0
14,15,Indiana,13,237,82,34,16,10,5,3,0,0
15,16,Boise State,13,236,75,38,22,10,4,3,3,0
16,16,Southern Mississippi,14,236,109,54,27,15,5,1,0,0
17,16,West Virginia,13,236,62,33,21,13,3,1,0,0
18,19,Western Michigan,13,234,80,38,25,17,11,4,1,0
19,20,Memphis,13,231,72,32,16,8,6,1,1,0
20,21,Oklahoma State,13,229,86,38,22,10,7,5,1,0
21,22,Nebraska,13,228,78,31,12,5,1,0,0,0
22,23,Louisiana Tech,13,227,79,35,22,15,6,3,0,0
23,23,UCLA,13,227,64,36,14,9,4,2,1,0
24,25,USC,14,223,68,31,17,11,8,5,2,0
25,26,Tulsa,13,221,83,48,23,5,4,1,1,0
26,27,Louisville,13,220,75,33,15,8,3,1,0,0
27,28,Arizona,13,219,79,44,23,11,7,7,1,1
28,28,Notre Dame,13,219,73,36,20,13,9,7,3,2
29,30,Arizona State,13,216,76,35,16,9,4,1,1,1
30,31,Mississippi State,13,213,68,34,21,7,2,0,0,0
31,32,Appalachian State,13,212,80,35,21,13,3,2,0,0
32,32,Florida State,13,212,76,31,15,12,7,6,1,1
33,34,Alabama,15,210,65,35,23,16,6,2,1,0
34,35,Arkansas,13,209,73,31,16,11,5,3,1,0
35,36,Colorado State,13,206,63,30,10,2,1,0,0,0
36,36,Michigan State,14,206,70,16,5,3,2,1,0,0
37,38,Central Michigan,13,205,61,22,13,4,3,1,1,0
38,39,Ohio State,13,202,62,28,17,9,4,2,1,0
39,40,Washington,13,201,61,25,15,8,6,5,2,0
40,41,South Florida,13,199,77,31,23,10,6,2,0,0
41,42,Temple,14,196,68,25,12,6,3,2,1,1
42,42,Tennessee,13,196,63,24,9,5,3,1,0,0
43,44,Arkansas State,13,195,66,31,19,14,4,2,0,0
44,44,Georgia State,13,195,86,35,21,10,6,2,0,0
45,44,San Jose State,13,195,56,29,14,3,2,1,0,0
46,44,Stanford,14,195,72,34,24,10,6,3,1,1
47,44,Texas A&M,13,195,69,26,14,5,3,1,1,1
48,49,Texas State,12,192,55,22,9,7,4,1,0,0
49,50,Middle Tennessee,13,190,76,31,21,8,6,2,0,0
50,50,North Carolina State,13,190,57,29,15,9,6,4,3,0
51,50,Northern Illinois,14,190,56,30,18,11,5,2,1,0
52,50,Wisconsin,13,190,54,16,5,3,0,0,0,0
