,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
98,99,Oregon State,12,371,254,68.5,3072,8.3,26,8,156.83,30.9,256.0
99,100,Louisiana Tech,13,484,289,59.7,3335,6.9,24,13,128.58,37.2,256.5
100,101,Syracuse,12,388,251,64.7,3080,7.9,18,11,141.01,32.3,256.7
101,102,Rice,12,309,185,59.9,3086,10.0,36,2,180.92,25.8,257.2
102,103,Utah,13,491,265,54.0,3356,6.8,22,22,117.21,37.8,258.2
103,104,Maryland,12,385,222,57.7,3101,8.1,27,9,143.78,32.1,258.4
104,105,Mississippi,13,534,319,59.7,3364,6.3,23,15,121.25,41.1,258.8
105,106,Memphis,13,419,242,57.8,3383,8.1,22,12,137.18,32.2,260.2
106,107,Toledo,12,475,278,58.5,3132,6.6,15,12,119.29,39.6,261.0
107,108,North Texas,12,373,256,68.6,3152,8.5,24,4,158.70,31.1,262.7
108,109,Texas State,12,351,228,65.0,3166,9.0,28,3,165.34,29.3,263.8
109,110,UCF,12,356,233,65.4,3179,8.9,31,4,166.95,29.7,264.9
110,111,UTEP,12,359,203,56.5,3180,8.9,26,5,152.07,29.9,265.0
111,112,Iowa State,12,404,247,61.1,3202,7.9,28,5,148.11,33.7,266.8
112,113,Texas Tech,13,440,269,61.1,3474,7.9,25,15,139.39,33.8,267.2
113,114,Arkansas State,13,493,266,54.0,3481,7.1,26,26,120.12,37.9,267.8
114,115,Arizona,13,443,276,62.3,3487,7.9,28,11,144.31,34.1,268.2
115,116,Houston,14,500,278,55.6,3846,7.7,20,21,125.01,35.7,274.7
116,117,UTSA,12,410,245,59.8,3302,8.1,22,14,138.29,34.2,275.2
117,117,Arkansas,13,436,280,64.2,3577,8.2,18,11,141.70,33.5,275.2
118,119,Rutgers,12,367,235,64.0,3311,9.0,22,13,152.51,30.6,275.9
119,120,New Mexico State,12,402,251,62.4,3360,8.4,30,12,151.31,33.5,280.0
120,121,Kansas State,13,451,290,64.3,3711,8.2,25,5,149.49,34.7,285.5
121,122,Nebraska,13,506,293,57.9,3777,7.5,25,10,132.97,38.9,290.5
122,123,Ball State,12,408,289,70.8,3510,8.6,26,7,160.70,34.0,292.5
123,124,Kansas,12,402,267,66.4,3524,8.8,27,9,157.73,33.5,293.7
124,125,Tulsa,13,467,289,61.9,3860,8.3,27,10,146.11,35.9,296.9
125,126,Oregon,13,555,348,62.7,3985,7.2,35,13,139.14,42.7,306.5
126,127,Indiana,13,551,328,59.5,4079,7.4,32,12,136.53,42.4,313.8
127,128,Arizona State,13,516,294,57.0,4392,8.5,35,15,145.05,39.7,337.8
