,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
86,87,Ohio,13,37,746,20.16,0,2.8,57.4
87,87,Louisville,13,31,625,20.16,1,2.4,48.1
88,89,Cincinnati,13,52,1046,20.12,0,4.0,80.5
89,90,East Carolina,12,38,760,20.00,0,3.2,63.3
90,91,Texas A&M,13,36,718,19.94,0,2.8,55.2
91,92,Wisconsin,13,28,555,19.82,1,2.2,42.7
92,93,Texas State,12,42,832,19.81,1,3.5,69.3
93,93,Illinois,12,31,614,19.81,0,2.6,51.2
94,95,Texas,12,47,929,19.77,0,3.9,77.4
95,96,Purdue,12,43,849,19.74,0,3.6,70.8
96,97,Tulsa,13,35,687,19.63,0,2.7,52.8
97,98,Vanderbilt,12,40,784,19.60,0,3.3,65.3
98,99,Charlotte,12,53,1037,19.57,1,4.4,86.4
99,100,UTEP,12,41,802,19.56,0,3.4,66.8
100,101,Minnesota,13,40,781,19.53,0,3.1,60.1
101,102,Eastern Michigan,12,59,1150,19.49,0,4.9,95.8
102,103,Louisiana-Monroe,13,45,873,19.40,0,3.5,67.2
103,104,Indiana,13,51,979,19.20,0,3.9,75.3
104,105,Miami (Florida),13,30,575,19.17,1,2.3,44.2
105,106,Central Michigan,13,37,707,19.11,0,2.8,54.4
106,107,Georgia Tech,12,31,590,19.03,0,2.6,49.2
107,108,Louisiana-Lafayette,12,36,684,19.00,1,3.0,57.0
108,108,Connecticut,13,29,551,19.00,0,2.2,42.4
109,110,USC,14,52,984,18.92,0,3.7,70.3
110,111,Florida Atlantic,12,40,751,18.78,0,3.3,62.6
111,112,Army,12,37,691,18.68,0,3.1,57.6
112,113,Iowa State,12,37,690,18.65,0,3.1,57.5
113,114,Kent State,12,39,727,18.64,0,3.3,60.6
114,115,Tulane,12,47,859,18.28,0,3.9,71.6
115,116,Wake Forest,12,24,437,18.21,0,2.0,36.4
116,117,Georgia,13,32,578,18.06,0,2.5,44.5
117,118,Idaho,12,42,746,17.76,0,3.5,62.2
118,119,Mississippi,13,34,602,17.71,0,2.6,46.3
119,120,Virginia,12,39,689,17.67,0,3.3,57.4
120,120,Troy,12,30,530,17.67,0,2.5,44.2
121,122,Nebraska,13,35,616,17.60,0,2.7,47.4
122,123,Miami (Ohio),12,49,852,17.39,0,4.1,71.0
123,124,New Mexico State,12,33,553,16.76,0,2.8,46.1
124,125,Bowling Green,14,46,770,16.74,0,3.3,55.0
125,126,Akron,13,34,565,16.62,0,2.6,43.5
126,127,Buffalo,12,35,581,16.60,0,2.9,48.4
127,128,Missouri,12,38,573,15.08,0,3.2,47.8
