,Rank,Name,G,Sacks,Sack Yards,Sacks/G
0,1,Alabama,15,52.0,336,3.47
1,2,Clemson,15,48.0,322,3.20
2,3,Penn State,13,46.0,344,3.54
3,3,Arizona State,13,46.0,292,3.54
4,5,Florida,14,40.0,294,2.86
5,5,BYU,13,40.0,239,3.08
6,5,Oklahoma State,13,40.0,231,3.08
7,8,Oklahoma,13,39.0,241,3.00
8,9,Oregon,13,38.0,254,2.92
9,9,Louisville,13,38.0,253,2.92
10,9,Ohio State,13,38.0,217,2.92
11,9,Kansas State,13,38.0,214,2.92
12,13,Utah,13,37.0,254,2.85
13,13,Texas,12,37.0,247,3.08
14,13,USC,14,37.0,245,2.64
15,13,San Diego State,14,37.0,244,2.64
16,13,Michigan State,14,37.0,242,2.64
17,13,Air Force,14,37.0,224,2.64
18,19,Pittsburgh,13,36.0,282,2.77
19,19,Houston,14,36.0,274,2.57
20,19,Appalachian State,13,36.0,234,2.77
21,22,Florida Atlantic,12,35.0,240,2.92
22,22,Maryland,12,35.0,208,2.92
23,24,Boston College,12,34.0,262,2.83
24,24,Stanford,14,34.0,260,2.43
25,24,South Florida,13,34.0,256,2.62
26,24,LSU,12,34.0,236,2.83
27,24,Washington,13,34.0,208,2.62
28,24,Texas A&M,13,34.0,200,2.62
29,30,Akron,13,33.0,241,2.54
30,31,Michigan,13,32.0,250,2.46
31,31,Washington State,13,32.0,221,2.46
32,31,Kent State,12,32.0,217,2.67
33,31,Southern Mississippi,14,32.0,217,2.29
34,31,Boise State,13,32.0,206,2.46
35,31,Florida State,13,32.0,189,2.46
36,31,TCU,13,32.0,188,2.46
37,31,Temple,14,32.0,188,2.29
38,31,North Carolina State,13,32.0,175,2.46
39,40,Arkansas State,13,31.0,201,2.39
40,40,Northwestern,13,31.0,196,2.39
41,42,Iowa,14,30.0,217,2.14
42,42,Mississippi State,13,30.0,209,2.31
43,42,Miami (Ohio),12,30.0,208,2.50
44,42,Marshall,13,30.0,207,2.31
45,42,Baylor,13,30.0,205,2.31
46,42,New Mexico,13,30.0,183,2.31
47,42,Tennessee,13,30.0,179,2.31
48,42,Iowa State,12,30.0,168,2.50
49,42,Indiana,13,30.0,146,2.31
50,51,Mississippi,13,29.0,197,2.23
51,51,West Virginia,13,29.0,183,2.23
52,51,Bowling Green,14,29.0,170,2.07
53,51,California,13,29.0,158,2.23
54,51,Troy,12,29.0,153,2.42
55,56,Wisconsin,13,28.0,219,2.15
56,56,UCLA,13,28.0,176,2.15
57,56,Missouri,12,28.0,174,2.33
58,56,Fresno State,12,28.0,171,2.33
59,60,Utah State,13,27.0,189,2.08
60,60,Arizona,13,27.0,186,2.08
61,60,Northern Illinois,14,27.0,176,1.93
62,60,Colorado,13,27.0,168,2.08
63,64,Virginia Tech,13,26.0,195,2.00
64,64,Memphis,13,26.0,179,2.00
65,64,Louisiana-Monroe,13,26.0,174,2.00
66,64,Miami (Florida),13,26.0,167,2.00
67,64,Toledo,12,26.0,165,2.17
68,64,Virginia,12,26.0,159,2.17
69,64,Western Kentucky,14,26.0,158,1.86
70,64,Vanderbilt,12,26.0,156,2.17
71,64,Old Dominion,12,26.0,156,2.17
72,64,Kansas,12,26.0,149,2.17
73,74,Tulane,12,25.0,198,2.08
74,74,East Carolina,12,25.0,171,2.08
75,74,Nevada,13,25.0,149,1.92
76,74,Hawai'i,13,25.0,145,1.92
77,78,Louisiana Tech,13,24.0,179,1.85
78,78,Notre Dame,13,24.0,165,1.85
79,78,Nebraska,13,24.0,162,1.85
80,78,Colorado State,13,24.0,140,1.85
81,82,Syracuse,12,23.0,170,1.92
82,82,Middle Tennessee,13,23.0,166,1.77
83,82,Ohio,13,23.0,144,1.77
84,82,North Carolina,14,23.0,132,1.64
85,86,Buffalo,12,22.0,154,1.83
86,86,Florida International,12,22.0,153,1.83
87,86,UTEP,12,22.0,151,1.83
88,86,Georgia Southern,13,22.0,148,1.69
89,86,Navy,13,22.0,147,1.69
90,86,Minnesota,13,22.0,145,1.69
91,86,Louisiana-Lafayette,12,22.0,111,1.83
92,86,UTSA,12,22.0,102,1.83
93,94,Charlotte,12,21.0,133,1.75
94,94,Purdue,12,21.0,121,1.75
95,94,Georgia,13,21.0,121,1.62
96,94,Tulsa,13,21.0,112,1.62
97,94,Connecticut,13,21.0,100,1.62
98,99,Wake Forest,12,20.0,152,1.67
99,99,South Carolina,12,20.0,137,1.67
100,99,Arkansas,13,20.0,125,1.54
101,99,North Texas,12,20.0,91,1.67
102,103,Illinois,12,19.0,139,1.58
103,103,Auburn,13,19.0,136,1.46
104,103,Texas Tech,13,19.0,94,1.46
105,106,Georgia State,13,18.0,139,1.39
106,106,Oregon State,12,18.0,130,1.50
107,106,Eastern Michigan,12,18.0,107,1.50
108,109,Duke,13,17.0,147,1.31
109,109,Kentucky,12,17.0,110,1.42
110,109,San Jose State,13,17.0,110,1.31
111,109,Western Michigan,13,17.0,102,1.31
112,109,Ball State,12,17.0,98,1.42
113,114,Texas State,12,16.0,103,1.33
114,114,Rice,12,16.0,102,1.33
115,114,UCF,12,16.0,90,1.33
116,114,SMU,12,16.0,83,1.33
117,118,Massachusetts,12,15.0,94,1.25
118,118,Army,12,15.0,73,1.25
119,118,New Mexico State,12,15.0,71,1.25
120,121,Rutgers,12,14.0,98,1.17
121,121,Georgia Tech,12,14.0,84,1.17
122,121,Central Michigan,13,14.0,77,1.08
123,124,Cincinnati,13,13.0,77,1.00
124,124,Idaho,12,13.0,67,1.08
125,126,South Alabama,12,11.0,85,0.92
126,127,Wyoming,12,10.0,69,0.83
127,128,UNLV,12,8.0,51,0.67
