,Rank,Name,G,TFL,TFL Yards,TFL/G
0,1,Clemson,15,126.0,535,8.40
1,2,Boston College,12,115.0,470,9.58
2,3,Arizona State,13,111.0,445,8.54
3,3,Texas A&M,13,111.0,390,8.54
4,5,Alabama,15,108.0,484,7.20
5,6,Penn State,13,106.0,502,8.15
6,6,Missouri,12,106.0,373,8.83
7,8,Mississippi,13,105.0,398,8.08
8,9,Temple,14,103.0,362,7.36
9,10,Washington State,13,102.0,377,7.85
10,11,Florida,14,101.0,454,7.21
11,12,San Diego State,14,99.0,378,7.07
12,13,Mississippi State,13,98.0,403,7.54
13,13,Appalachian State,13,98.0,377,7.54
14,13,BYU,13,98.0,361,7.54
15,13,Baylor,13,98.0,349,7.54
16,17,South Florida,13,97.0,425,7.46
17,17,Louisville,13,97.0,396,7.46
18,19,Southern Mississippi,14,95.0,372,6.79
19,19,Michigan State,14,95.0,366,6.79
20,19,Boise State,13,95.0,357,7.31
21,19,Oklahoma State,13,95.0,344,7.31
22,23,Utah,13,94.0,375,7.23
23,23,Colorado State,13,94.0,346,7.23
24,23,Air Force,14,94.0,344,6.71
25,26,Bowling Green,14,92.0,335,6.57
26,27,Washington,13,91.0,396,7.00
27,27,Louisiana Tech,13,91.0,378,7.00
28,27,Oregon,13,91.0,368,7.00
29,27,New Mexico,13,91.0,342,7.00
30,27,Northwestern,13,91.0,334,7.00
31,32,Tulane,12,90.0,388,7.50
32,32,Oklahoma,13,90.0,372,6.92
33,32,West Virginia,13,90.0,314,6.92
34,35,Arkansas State,13,89.0,341,6.85
35,35,Louisiana-Monroe,13,89.0,317,6.85
36,35,North Carolina State,13,89.0,312,6.85
37,35,Illinois,12,89.0,307,7.42
38,39,Michigan,13,88.0,376,6.77
39,39,Maryland,12,88.0,326,7.33
40,41,Pittsburgh,13,87.0,405,6.69
41,42,Marshall,13,86.0,312,6.62
42,42,Utah State,13,86.0,303,6.62
43,44,Houston,14,85.0,388,6.07
44,44,Akron,13,85.0,382,6.54
45,44,USC,14,85.0,368,6.07
46,44,Virginia Tech,13,85.0,336,6.54
47,44,Charlotte,12,85.0,292,7.08
48,49,Duke,13,84.0,386,6.46
49,49,Notre Dame,13,84.0,325,6.46
50,49,TCU,13,84.0,323,6.46
51,49,Hawai'i,13,84.0,307,6.46
52,49,Tulsa,13,84.0,263,6.46
53,54,Stanford,14,83.0,375,5.93
54,54,Miami (Ohio),12,83.0,333,6.92
55,54,Ohio State,13,83.0,330,6.39
56,54,Troy,12,83.0,312,6.92
57,54,Western Kentucky,14,83.0,299,5.93
58,59,Kent State,12,82.0,319,6.83
59,59,Indiana,13,82.0,289,6.31
60,59,Toledo,12,82.0,277,6.83
61,62,Texas,12,81.0,340,6.75
62,62,Minnesota,13,81.0,272,6.23
63,62,Louisiana-Lafayette,12,81.0,231,6.75
64,65,Vanderbilt,12,80.0,301,6.67
65,66,Syracuse,12,78.0,318,6.50
66,67,LSU,12,76.0,332,6.33
67,67,Florida State,13,76.0,297,5.85
68,67,Virginia,12,76.0,287,6.33
69,67,Georgia,13,76.0,248,5.85
70,71,Arizona,13,75.0,308,5.77
71,71,Georgia State,13,75.0,286,5.77
72,71,Tennessee,13,75.0,283,5.77
73,74,Wisconsin,13,74.0,333,5.69
74,74,Iowa State,12,74.0,292,6.17
75,74,Wake Forest,12,74.0,280,6.17
76,77,Purdue,12,73.0,256,6.08
77,78,Kansas State,13,72.0,317,5.54
78,78,Nebraska,13,72.0,284,5.54
79,78,Memphis,13,72.0,281,5.54
80,78,Middle Tennessee,13,72.0,279,5.54
81,78,Northern Illinois,14,72.0,271,5.14
82,78,Eastern Michigan,12,72.0,239,6.00
83,78,Western Michigan,13,72.0,236,5.54
84,85,UCLA,13,71.0,324,5.46
85,85,Nevada,13,71.0,250,5.46
86,87,Arkansas,13,69.0,275,5.31
87,87,Colorado,13,69.0,248,5.31
88,87,Rutgers,12,69.0,244,5.75
89,87,Texas Tech,13,69.0,198,5.31
90,91,Florida International,12,68.0,250,5.67
91,92,Florida Atlantic,12,67.0,331,5.58
92,92,California,13,67.0,265,5.15
93,92,Massachusetts,12,67.0,220,5.58
94,95,Miami (Florida),13,66.0,260,5.08
95,95,UCF,12,66.0,214,5.50
96,97,Buffalo,12,65.0,269,5.42
97,97,Fresno State,12,65.0,263,5.42
98,97,UTEP,12,65.0,240,5.42
99,97,North Texas,12,65.0,220,5.42
100,101,North Carolina,14,64.0,248,4.57
101,101,Ohio,13,64.0,245,4.92
102,101,Idaho,12,64.0,230,5.33
103,101,South Carolina,12,64.0,228,5.33
104,101,Connecticut,13,64.0,196,4.92
105,106,Iowa,14,62.0,281,4.43
106,106,South Alabama,12,62.0,204,5.17
107,108,Rice,12,61.0,200,5.08
108,108,Central Michigan,13,61.0,183,4.69
109,110,East Carolina,12,60.0,233,5.00
110,111,Old Dominion,12,59.0,232,4.92
111,111,Army,12,59.0,214,4.92
112,113,Kansas,12,58.0,214,4.83
113,113,Cincinnati,13,58.0,172,4.46
114,115,Navy,13,57.0,231,4.39
115,115,SMU,12,57.0,191,4.75
116,117,San Jose State,13,56.0,188,4.31
117,117,New Mexico State,12,56.0,161,4.67
118,119,Texas State,12,55.0,206,4.58
119,120,Oregon State,12,54.0,247,4.50
120,120,Georgia Southern,13,54.0,222,4.15
121,122,Kentucky,12,53.0,206,4.42
122,122,Auburn,13,53.0,203,4.08
123,122,Ball State,12,53.0,179,4.42
124,125,Wyoming,12,52.0,167,4.33
125,126,UTSA,12,51.0,172,4.25
126,126,UNLV,12,51.0,149,4.25
127,128,Georgia Tech,12,47.0,153,3.92
