,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Boston College,12,174,42,24.14
1,2,Tennessee,13,192,53,27.60
2,3,Michigan,13,181,50,27.62
3,4,Clemson,15,220,61,27.73
4,5,TCU,13,209,58,27.75
5,6,Vanderbilt,12,174,49,28.16
6,7,Alabama,15,227,65,28.63
7,8,Georgia,13,197,57,28.93
8,9,San Diego State,14,190,55,28.95
9,10,Boise State,13,194,60,30.93
10,11,Wisconsin,13,189,59,31.22
11,12,Illinois,12,185,58,31.35
12,13,West Virginia,13,205,65,31.71
13,14,Temple,14,203,65,32.02
14,15,Northwestern,13,212,69,32.55
15,16,Texas A&M,13,197,65,32.99
16,17,Ohio,13,175,58,33.14
17,18,Florida,14,209,70,33.49
18,19,Virginia Tech,13,188,63,33.51
19,19,Arkansas State,13,194,65,33.51
20,21,Utah State,13,195,66,33.85
21,22,Kent State,12,194,66,34.02
22,22,Appalachian State,13,194,66,34.02
23,24,Nebraska,13,188,64,34.04
24,25,Marshall,13,213,73,34.27
25,26,Colorado State,13,171,59,34.50
26,27,Louisiana-Monroe,13,205,71,34.63
27,28,Maryland,12,175,61,34.86
28,29,Ohio State,13,212,74,34.91
29,30,Michigan State,14,186,65,34.95
30,31,Miami (Ohio),12,171,60,35.09
31,32,Western Kentucky,14,199,70,35.18
32,33,North Carolina State,13,179,63,35.20
33,34,Notre Dame,13,187,66,35.29
34,35,Louisville,13,201,71,35.32
35,36,Wake Forest,12,164,58,35.37
36,37,Mississippi State,13,200,71,35.50
37,38,Central Michigan,13,177,63,35.59
38,39,UTEP,12,154,55,35.71
39,39,LSU,12,168,60,35.71
40,41,Georgia Southern,13,162,58,35.80
41,42,Troy,12,189,68,35.98
42,43,Georgia Tech,12,155,56,36.13
43,44,USC,14,188,68,36.17
44,45,Stanford,14,193,70,36.27
45,46,Penn State,13,192,70,36.46
46,47,Iowa,14,210,77,36.67
47,48,Air Force,14,199,73,36.68
48,49,San Jose State,13,169,62,36.69
49,50,Washington,13,204,75,36.76
50,51,Memphis,13,193,71,36.79
51,52,Baylor,13,201,74,36.82
52,53,Syracuse,12,160,59,36.88
53,54,Akron,13,176,65,36.93
54,55,Virginia,12,157,58,36.94
55,56,South Florida,13,211,78,36.97
56,57,Cincinnati,13,186,69,37.10
57,58,Middle Tennessee,13,201,75,37.31
58,59,Southern Mississippi,14,217,81,37.33
59,60,Houston,14,211,79,37.44
60,61,Duke,13,204,77,37.75
61,62,BYU,13,199,76,38.19
62,63,Arizona State,13,211,81,38.39
63,64,Charlotte,12,194,75,38.66
64,65,Mississippi,13,226,88,38.94
65,66,Florida State,13,209,82,39.23
66,67,Miami (Florida),13,163,64,39.26
67,68,Missouri,12,191,75,39.27
68,69,Buffalo,12,178,70,39.33
69,70,Utah,13,193,76,39.38
70,71,Kentucky,12,175,69,39.43
71,72,UCLA,13,217,86,39.63
72,73,Florida Atlantic,12,179,71,39.66
73,74,Idaho,12,146,58,39.73
74,75,Pittsburgh,13,180,72,40.00
75,75,Louisiana Tech,13,200,80,40.00
76,77,Toledo,12,196,79,40.31
77,78,UNLV,12,171,69,40.35
78,79,Oklahoma,13,230,93,40.43
79,80,Georgia State,13,210,85,40.48
80,81,Connecticut,13,190,77,40.53
81,82,East Carolina,12,192,78,40.63
82,83,Northern Illinois,14,241,98,40.66
83,84,Bowling Green,14,223,91,40.81
84,85,Western Michigan,13,173,71,41.04
85,86,Nevada,13,184,76,41.30
86,87,Florida International,12,159,66,41.51
87,88,UTSA,12,171,71,41.52
88,89,Minnesota,13,209,87,41.63
89,90,Army,12,163,68,41.72
90,91,Indiana,13,209,88,42.11
91,92,Oklahoma State,13,211,89,42.18
92,93,Oregon,13,199,84,42.21
93,94,Colorado,13,206,87,42.23
94,95,New Mexico,13,194,82,42.27
95,96,Louisiana-Lafayette,12,182,77,42.31
96,97,New Mexico State,12,173,74,42.77
97,98,California,13,193,83,43.01
98,99,Purdue,12,169,73,43.20
99,100,Kansas State,13,188,82,43.62
100,101,Hawai'i,13,208,91,43.75
101,102,South Alabama,12,164,72,43.90
102,103,Arkansas,13,170,75,44.12
103,104,North Carolina,14,224,99,44.20
104,105,Texas,12,190,84,44.21
105,106,Rice,12,149,66,44.30
106,107,Washington State,13,191,85,44.50
107,108,Rutgers,12,155,69,44.52
108,109,Tulsa,13,208,93,44.71
109,110,Auburn,13,198,89,44.95
110,111,Kansas,12,161,73,45.34
111,112,Oregon State,12,167,76,45.51
112,113,Wyoming,12,149,68,45.64
113,114,Arizona,13,209,96,45.93
114,115,Old Dominion,12,190,88,46.32
115,116,Tulane,12,179,83,46.37
116,117,SMU,12,166,77,46.39
117,118,Fresno State,12,181,84,46.41
118,119,Navy,13,171,80,46.78
119,120,Iowa State,12,175,82,46.86
120,121,Massachusetts,12,198,93,46.97
121,122,South Carolina,12,166,78,46.99
122,123,UCF,12,177,84,47.46
123,124,Texas State,12,173,85,49.13
124,125,Texas Tech,13,193,96,49.74
125,126,Ball State,12,185,95,51.35
126,127,Eastern Michigan,12,167,86,51.50
127,128,North Texas,12,168,88,52.38
