,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Wisconsin,13,19,8,42.1,1.5,0.6
1,2,Middle Tennessee,13,27,12,44.4,2.1,0.9
2,3,Fresno State,12,13,6,46.2,1.1,0.5
3,4,Texas Tech,13,18,9,50.0,1.4,0.7
4,5,North Carolina,14,22,12,54.5,1.6,0.9
5,6,Central Michigan,13,18,10,55.6,1.4,0.8
6,7,Eastern Michigan,12,14,8,57.1,1.2,0.7
7,7,Kent State,12,21,12,57.1,1.8,1.0
8,7,Louisiana-Monroe,13,28,16,57.1,2.2,1.2
9,10,BYU,13,19,11,57.9,1.5,0.8
10,11,Rice,12,12,7,58.3,1.0,0.6
11,12,Navy,13,17,10,58.8,1.3,0.8
12,12,Ohio State,13,17,10,58.8,1.3,0.8
13,12,Florida International,12,17,10,58.8,1.4,0.8
14,15,Alabama,15,27,16,59.3,1.8,1.1
15,16,Notre Dame,13,20,12,60.0,1.5,0.9
16,16,Florida Atlantic,12,20,12,60.0,1.7,1.0
17,18,Maryland,12,23,14,60.9,1.9,1.2
18,19,Northwestern,13,18,11,61.1,1.4,0.8
19,19,San Jose State,13,18,11,61.1,1.4,0.8
20,21,New Mexico State,12,21,13,61.9,1.8,1.1
21,22,Western Kentucky,14,16,10,62.5,1.1,0.7
22,23,Wake Forest,12,19,12,63.2,1.6,1.0
23,24,Purdue,12,22,14,63.6,1.8,1.2
24,24,Missouri,12,22,14,63.6,1.8,1.2
25,26,Penn State,13,14,9,64.3,1.1,0.7
26,26,Charlotte,12,28,18,64.3,2.3,1.5
27,28,East Carolina,12,20,13,65.0,1.7,1.1
28,29,Tennessee,13,15,10,66.7,1.2,0.8
29,29,Houston,14,18,12,66.7,1.3,0.9
30,29,Texas State,12,18,12,66.7,1.5,1.0
31,29,Nebraska,13,24,16,66.7,1.8,1.2
32,29,Kansas,12,24,16,66.7,2.0,1.3
33,29,Tulsa,13,27,18,66.7,2.1,1.4
34,35,Georgia,13,19,13,68.4,1.5,1.0
35,35,Louisville,13,19,13,68.4,1.5,1.0
36,35,Oklahoma State,13,19,13,68.4,1.5,1.0
37,35,Louisiana-Lafayette,12,19,13,68.4,1.6,1.1
38,35,UTEP,12,19,13,68.4,1.6,1.1
39,40,San Diego State,14,13,9,69.2,0.9,0.6
40,40,Western Michigan,13,13,9,69.2,1.0,0.7
41,40,LSU,12,13,9,69.2,1.1,0.8
42,43,Connecticut,13,23,16,69.6,1.8,1.2
43,43,Kansas State,13,23,16,69.6,1.8,1.2
44,45,Nevada,13,27,19,70.4,2.1,1.5
45,46,Marshall,13,17,12,70.6,1.3,0.9
46,46,Troy,12,17,12,70.6,1.4,1.0
47,48,Washington,13,24,17,70.8,1.8,1.3
48,48,Toledo,12,24,17,70.8,2.0,1.4
49,50,Utah,13,21,15,71.4,1.6,1.2
50,50,Georgia Tech,12,21,15,71.4,1.8,1.3
51,52,Bowling Green,14,25,18,72.0,1.8,1.3
52,52,Oregon,13,25,18,72.0,1.9,1.4
53,54,Duke,13,18,13,72.2,1.4,1.0
54,54,Wyoming,12,18,13,72.2,1.5,1.1
