,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
55,56,Southern Mississippi,14,29,21,72.4,2.1,1.5
56,57,SMU,12,11,8,72.7,0.9,0.7
57,57,Virginia Tech,13,22,16,72.7,1.7,1.2
58,57,Colorado,13,22,16,72.7,1.7,1.2
59,57,Minnesota,13,22,16,72.7,1.7,1.2
60,57,Arkansas,13,22,16,72.7,1.7,1.2
61,62,Boise State,13,15,11,73.3,1.2,0.8
62,62,Arkansas State,13,15,11,73.3,1.2,0.8
63,62,UNLV,12,15,11,73.3,1.3,0.9
64,65,Clemson,15,19,14,73.7,1.3,0.9
65,65,Kentucky,12,19,14,73.7,1.6,1.2
66,65,Texas,12,19,14,73.7,1.6,1.2
67,68,Syracuse,12,23,17,73.9,1.9,1.4
68,69,Vanderbilt,12,31,23,74.2,2.6,1.9
69,70,Baylor,13,12,9,75.0,0.9,0.7
70,70,Buffalo,12,12,9,75.0,1.0,0.8
71,70,Michigan State,14,16,12,75.0,1.1,0.9
72,70,Rutgers,12,16,12,75.0,1.3,1.0
73,70,Iowa State,12,16,12,75.0,1.3,1.0
74,70,Air Force,14,20,15,75.0,1.4,1.1
75,70,Florida,14,20,15,75.0,1.4,1.1
76,70,Appalachian State,13,20,15,75.0,1.5,1.2
77,70,Washington State,13,20,15,75.0,1.5,1.2
78,70,New Mexico,13,24,18,75.0,1.8,1.4
79,70,Mississippi State,13,28,21,75.0,2.2,1.6
80,81,Cincinnati,13,21,16,76.2,1.6,1.2
81,82,Indiana,13,17,13,76.5,1.3,1.0
82,83,Oklahoma,13,22,17,77.3,1.7,1.3
83,84,Akron,13,9,7,77.8,0.7,0.5
84,84,Colorado State,13,27,21,77.8,2.1,1.6
85,86,Northern Illinois,14,32,25,78.1,2.3,1.8
86,87,USC,14,23,18,78.3,1.6,1.3
87,87,South Florida,13,23,18,78.3,1.8,1.4
88,87,UTSA,12,23,18,78.3,1.9,1.5
89,90,Mississippi,13,28,22,78.6,2.2,1.7
90,90,Georgia State,13,28,22,78.6,2.2,1.7
91,90,Virginia,12,28,22,78.6,2.3,1.8
92,93,Oregon State,12,19,15,78.9,1.6,1.3
93,94,Texas A&M,13,24,19,79.2,1.8,1.5
94,95,North Texas,12,15,12,80.0,1.3,1.0
95,95,Arizona,13,20,16,80.0,1.5,1.2
96,95,Miami (Florida),13,25,20,80.0,1.9,1.5
97,98,Temple,14,26,21,80.8,1.9,1.5
98,98,Auburn,13,26,21,80.8,2.0,1.6
99,100,Miami (Ohio),12,21,17,81.0,1.8,1.4
100,101,TCU,13,16,13,81.3,1.2,1.0
101,101,Georgia Southern,13,16,13,81.3,1.2,1.0
102,103,Old Dominion,12,22,18,81.8,1.8,1.5
103,104,Ohio,13,17,14,82.4,1.3,1.1
104,104,Illinois,12,17,14,82.4,1.4,1.2
105,104,Ball State,12,17,14,82.4,1.4,1.2
106,104,South Alabama,12,17,14,82.4,1.4,1.2
107,108,Tulane,12,12,10,83.3,1.0,0.8
108,108,Michigan,13,18,15,83.3,1.4,1.2
109,108,Iowa,14,24,20,83.3,1.7,1.4
110,111,Boston College,12,20,17,85.0,1.7,1.4
111,112,West Virginia,13,27,23,85.2,2.1,1.8
112,113,Memphis,13,14,12,85.7,1.1,0.9
113,114,Massachusetts,12,23,20,87.0,1.9,1.7
114,115,Idaho,12,16,14,87.5,1.3,1.2
115,115,UCLA,13,24,21,87.5,1.8,1.6
116,117,Florida State,13,17,15,88.2,1.3,1.2
117,118,Stanford,14,26,23,88.5,1.9,1.6
118,119,UCF,12,19,17,89.5,1.6,1.4
119,120,Arizona State,13,20,18,90.0,1.5,1.4
120,120,Louisiana Tech,13,20,18,90.0,1.5,1.4
121,122,California,13,23,21,91.3,1.8,1.6
122,123,Utah State,13,13,12,92.3,1.0,0.9
123,123,South Carolina,12,13,12,92.3,1.1,1.0
124,125,North Carolina State,13,14,13,92.9,1.1,1.0
125,126,Hawai'i,13,18,17,94.4,1.4,1.3
126,127,Army,12,19,18,94.7,1.6,1.5
127,128,Pittsburgh,13,26,25,96.2,2.0,1.9
