,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Illinois,12,75,28,12,8,3,1,0,0,0
1,1,Texas A&M,13,75,28,13,4,2,0,0,0,0
2,3,Georgia,13,76,30,10,5,3,1,0,0,0
3,4,Boston College,12,77,29,15,6,5,2,1,1,0
4,5,Missouri,12,78,27,7,1,1,1,0,0,0
5,6,San Jose State,13,79,28,11,4,1,1,1,0,0
6,7,Michigan,13,80,31,10,5,3,1,1,0,0
7,8,Appalachian State,13,85,28,17,8,2,0,0,0,0
8,8,Troy,12,85,38,19,11,2,1,0,0,0
9,10,San Diego State,14,87,38,21,10,5,2,2,0,0
10,10,Wake Forest,12,87,31,15,11,8,3,1,1,0
11,12,Utah State,13,89,31,16,7,4,4,4,2,0
12,13,Central Michigan,13,91,26,13,10,6,3,0,0,0
13,13,Georgia Tech,12,91,42,18,8,0,0,0,0,0
14,15,Colorado State,13,92,34,17,8,3,2,1,1,0
15,15,Connecticut,13,92,31,9,4,2,1,1,0,0
16,15,Ohio State,13,92,31,16,8,7,1,1,1,0
17,15,Vanderbilt,12,92,30,13,5,4,3,2,1,1
18,19,Florida State,13,93,33,10,4,3,2,1,0,0
19,19,Kentucky,12,93,32,17,4,2,2,1,0,0
20,19,South Alabama,12,93,37,13,5,1,0,0,0,0
21,22,Boise State,13,94,31,21,14,9,6,4,2,0
22,22,Oklahoma,13,94,37,14,6,2,2,2,1,0
23,24,Eastern Michigan,12,95,38,16,6,5,4,1,1,0
24,24,Minnesota,13,95,26,11,5,0,0,0,0,0
25,24,TCU,13,95,45,29,15,7,4,3,1,0
26,27,Kent State,12,96,38,19,7,3,2,0,0,0
27,28,Army,12,97,37,19,8,6,2,2,2,1
28,28,Florida,14,97,32,14,8,4,0,0,0,0
29,28,North Carolina State,13,97,37,22,9,4,1,1,0,0
30,31,Florida International,12,98,32,14,6,3,1,1,0,0
31,31,SMU,12,98,47,29,18,10,5,2,0,0
32,31,UCLA,13,98,29,13,5,2,1,0,0,0
33,31,Wisconsin,13,98,32,12,5,1,0,0,0,0
34,35,Buffalo,12,100,41,21,11,4,2,0,0,0
35,35,Marshall,13,100,34,14,5,2,1,1,0,0
36,35,Northwestern,13,100,34,11,3,1,1,0,0,0
37,35,Notre Dame,13,100,37,17,8,5,2,2,1,0
38,35,Penn State,13,100,26,8,3,0,0,0,0,0
39,35,Wyoming,12,100,33,13,5,4,2,0,0,0
40,41,Charlotte,12,101,36,19,11,7,4,2,0,0
41,41,East Carolina,12,101,37,19,9,4,3,0,0,0
42,41,Georgia Southern,13,101,42,18,12,7,4,0,0,0
43,41,Louisiana-Monroe,13,101,39,25,14,8,4,2,0,0
44,41,Pittsburgh,13,101,39,23,13,5,2,2,0,0
45,46,Florida Atlantic,12,102,43,23,16,7,4,1,0,0
46,46,Fresno State,12,102,37,18,11,3,1,1,0,0
47,46,Louisville,13,102,41,22,7,4,2,2,0,0
48,46,Ohio,13,102,34,11,7,2,2,1,0,0
49,50,Virginia Tech,13,103,46,13,5,2,0,0,0,0
50,50,Western Michigan,13,103,43,29,14,6,1,0,0,0
51,52,Clemson,15,104,48,20,14,7,1,0,0,0
52,52,Hawai'i,13,104,33,14,8,8,5,2,1,0
53,52,North Carolina,14,104,33,13,4,1,1,0,0,0
54,55,Colorado,13,106,45,22,7,2,1,1,0,0
55,55,Rice,12,106,53,29,17,12,5,2,2,2
56,57,Miami (Florida),13,109,32,17,3,1,0,0,0,0
57,57,South Carolina,12,109,34,9,5,2,1,0,0,0
58,59,Georgia State,13,110,33,14,6,3,2,1,0,0
59,59,Louisiana-Lafayette,12,110,47,23,13,8,4,2,0,0
60,59,Middle Tennessee,13,110,44,27,16,8,5,1,1,0
61,62,Idaho,12,111,32,14,9,7,3,1,0,0
62,63,Alabama,15,112,50,17,10,5,3,2,0,0
63,63,Baylor,13,112,41,23,9,4,1,1,0,0
64,63,LSU,12,112,31,19,9,2,0,0,0,0
65,66,Cincinnati,13,114,36,16,11,5,4,2,1,0
66,66,Nevada,13,114,34,8,5,0,0,0,0,0
67,66,UNLV,12,114,32,16,12,4,2,0,0,0
68,69,BYU,13,115,36,10,6,1,0,0,0,0
69,69,Mississippi State,13,115,27,12,6,3,2,1,1,0
70,69,North Texas,12,115,43,23,13,8,3,1,1,0
71,69,UCF,12,115,45,22,15,8,5,2,1,1
72,69,Washington,13,115,50,14,7,3,0,0,0,0
73,74,Air Force,14,116,46,25,15,2,0,0,0,0
74,74,Old Dominion,12,116,40,17,6,4,1,0,0,0
75,74,Syracuse,12,116,43,18,11,5,2,1,0,0
76,74,Temple,14,116,34,15,8,3,3,2,2,0
77,74,Virginia,12,116,48,28,11,5,3,1,0,0
78,79,Duke,13,117,51,26,12,7,4,3,1,0
79,79,Iowa State,12,117,44,24,13,6,4,3,0,0
80,79,South Florida,13,117,43,18,8,7,2,1,0,0
81,79,Texas,12,117,33,14,8,6,2,0,0,0
82,79,Texas State,12,117,48,28,13,6,2,1,0,0
83,84,Auburn,13,118,34,10,3,1,1,1,0,0
84,84,Miami (Ohio),12,118,37,17,5,2,1,1,0,0
85,84,Tennessee,13,118,34,16,7,3,1,0,0,0
86,84,Washington State,13,118,31,13,6,0,0,0,0,0
87,88,Navy,13,119,39,16,4,2,2,0,0,0
88,88,Oregon State,12,119,46,15,9,6,2,1,0,0
89,90,New Mexico,13,120,50,26,16,8,5,3,1,1
90,91,Arkansas State,13,121,55,26,16,7,5,2,0,0
91,91,New Mexico State,12,121,53,28,13,7,4,2,0,0
92,91,Purdue,12,121,43,12,4,3,2,1,0,0
93,94,Toledo,12,122,36,19,10,6,2,1,0,0
94,95,West Virginia,13,123,46,24,12,6,3,2,0,0
95,96,Maryland,12,124,50,25,11,5,1,0,0,0
96,96,Memphis,13,124,48,26,14,7,7,3,2,1
97,96,Tulane,12,124,41,19,6,1,1,0,0,0
98,99,Akron,13,125,34,15,10,2,2,2,0,0
99,99,UTEP,12,125,50,23,12,7,4,3,1,1
100,101,Arizona,13,126,42,27,17,9,5,3,1,1
101,101,California,13,126,47,22,11,4,0,0,0,0
102,101,Iowa,14,126,41,14,7,4,1,1,0,0
103,101,Massachusetts,12,126,36,15,10,4,2,1,0,0
104,105,Mississippi,13,127,40,18,8,2,2,1,0,0
105,106,Utah,13,128,41,20,12,7,2,2,1,0
106,107,Stanford,14,129,43,17,6,3,2,2,0,0
107,108,Oklahoma State,13,130,47,25,14,5,4,4,1,1
108,108,Southern Mississippi,14,130,38,21,13,5,3,0,0,0
109,110,Michigan State,14,131,52,22,9,4,2,2,1,0
110,111,Houston,14,132,62,28,18,8,5,2,0,0
111,111,Kansas,12,132,52,28,14,3,3,1,1,0
112,111,UTSA,12,132,54,26,14,3,0,0,0,0
113,111,Western Kentucky,14,132,63,20,7,5,3,0,0,0
114,115,Ball State,12,134,54,16,8,6,5,1,1,0
115,116,Texas Tech,13,135,47,25,8,4,3,3,1,0
116,117,Arkansas,13,137,53,24,11,5,3,2,1,0
117,117,Northern Illinois,14,137,43,18,7,3,2,1,0,0
118,119,Bowling Green,14,138,40,17,10,2,2,0,0,0
119,119,Louisiana Tech,13,138,47,17,6,2,0,0,0,0
120,119,Rutgers,12,138,58,22,8,3,1,0,0,0
121,119,USC,14,138,52,20,11,4,3,1,0,0
122,123,Kansas State,13,147,57,22,11,6,1,1,1,0
123,123,Nebraska,13,147,60,26,10,8,2,1,1,0
124,125,Tulsa,13,154,55,29,12,5,4,1,0,0
125,126,Oregon,13,157,56,17,6,4,3,3,1,0
126,127,Indiana,13,159,57,22,11,8,6,3,1,0
127,128,Arizona State,13,160,67,34,24,14,7,3,2,1
