,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Washington State,13,200,70,19,4,2,1,1,0,0
1,2,Texas Tech,13,193,67,40,24,13,6,3,1,1
2,3,Western Kentucky,14,191,76,41,22,16,7,2,0,0
3,4,Cincinnati,13,181,69,31,18,8,4,2,1,0
4,5,California,13,176,74,35,23,14,3,2,1,0
5,6,Bowling Green,14,175,64,41,28,13,9,3,1,1
6,7,Mississippi,13,173,68,28,13,9,4,1,0,0
7,8,Oklahoma State,13,170,72,33,19,8,6,5,1,0
8,8,TCU,13,170,69,34,18,9,4,2,1,0
9,10,Louisiana Tech,13,164,63,25,16,11,3,2,0,0
10,11,Central Michigan,13,163,54,18,11,4,3,1,1,0
11,11,Clemson,15,163,68,34,15,8,3,0,0,0
12,11,Southern Mississippi,14,163,79,37,18,9,2,0,0,0
13,14,Boise State,13,161,49,24,15,7,2,1,1,0
14,14,Tulsa,13,161,69,39,18,4,3,1,1,0
15,16,Oklahoma,13,159,51,23,12,8,6,4,0,0
16,17,Georgia State,13,157,72,33,21,10,6,2,0,0
17,18,Memphis,13,155,56,28,15,7,5,1,1,0
18,19,Indiana,13,153,60,24,11,7,3,2,0,0
19,19,UCLA,13,153,45,22,9,7,3,1,0,0
20,21,Nebraska,13,152,57,23,10,3,0,0,0,0
21,22,Western Michigan,13,149,57,23,16,11,7,3,1,0
22,23,Arizona State,13,148,57,24,11,5,1,1,1,1
23,23,Mississippi State,13,148,51,27,18,6,2,0,0,0
24,23,USC,14,148,46,22,11,8,5,4,2,0
25,26,Michigan State,14,147,53,11,3,2,1,1,0,0
26,27,Arkansas,13,144,50,24,11,7,1,1,0,0
27,28,Middle Tennessee,13,142,66,28,18,6,5,2,0,0
28,29,North Carolina,14,140,56,29,17,8,6,3,1,0
29,30,Wisconsin,13,138,42,10,2,0,0,0,0,0
30,31,Miami (Florida),13,137,62,31,14,5,1,0,0,0
31,32,Florida State,13,135,50,18,9,6,3,2,0,0
32,33,Houston,14,134,50,22,10,5,3,0,0,0
33,34,BYU,13,133,47,32,15,6,3,3,1,0
34,34,East Carolina,12,133,38,15,3,2,1,0,0,0
35,34,Washington,13,133,38,17,10,3,2,2,1,0
36,37,Notre Dame,13,132,46,25,12,6,4,3,1,0
37,37,West Virginia,13,132,42,26,17,11,3,1,0,0
38,39,Michigan,13,131,48,15,6,2,1,0,0,0
39,39,Oregon,13,131,58,29,13,1,0,0,0,0
40,41,San Jose State,13,129,34,13,4,0,0,0,0,0
41,42,Arizona,13,128,49,27,13,5,3,3,1,1
42,42,Louisville,13,128,51,22,8,5,0,0,0,0
43,44,Colorado State,13,127,45,19,7,2,1,0,0,0
44,44,Massachusetts,12,127,39,17,8,3,1,0,0,0
45,44,Temple,14,127,49,17,9,3,1,1,0,0
46,47,Alabama,15,126,42,22,14,10,4,1,1,0
47,48,Duke,13,124,36,19,9,3,1,1,1,0
48,49,Baylor,13,123,65,42,22,12,5,3,2,0
49,50,Texas A&M,13,121,52,21,12,4,3,1,1,1
50,51,Virginia,12,120,36,17,8,3,2,2,1,0
51,52,Buffalo,12,119,33,12,7,1,1,1,0,0
52,52,Marshall,13,119,37,14,4,2,2,0,0,0
53,54,Illinois,12,117,41,13,3,2,0,0,0,0
54,55,Toledo,12,116,45,18,8,5,2,2,2,0
55,56,Colorado,13,114,35,17,9,6,5,1,0,0
