,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
0,1,Syracuse,12,99,926,8.3,77.2
1,2,Toledo,12,93,883,7.8,73.6
2,3,Louisiana-Monroe,13,100,942,7.7,72.5
3,4,Arizona,13,95,935,7.3,71.9
4,5,Tulsa,13,98,914,7.5,70.3
5,6,Akron,13,98,912,7.5,70.2
6,7,Temple,14,104,978,7.4,69.9
7,8,Massachusetts,12,85,831,7.1,69.3
8,9,Ball State,12,93,812,7.8,67.7
9,9,Oklahoma State,13,100,880,7.7,67.7
10,11,SMU,12,79,805,6.6,67.1
11,12,Wisconsin,13,99,869,7.6,66.8
12,13,Idaho,12,86,797,7.2,66.4
13,14,Arkansas State,13,94,852,7.2,65.5
14,15,UCF,12,87,776,7.3,64.7
15,16,Baylor,13,102,840,7.8,64.6
16,17,Kent State,12,81,771,6.8,64.3
17,18,Ohio,13,97,825,7.5,63.5
18,18,California,13,87,825,6.7,63.5
19,20,North Carolina,14,101,883,7.2,63.1
20,20,Maryland,12,86,757,7.2,63.1
21,20,Bowling Green,14,90,883,6.4,63.1
22,23,Oregon State,12,83,755,6.9,62.9
23,24,Troy,12,79,753,6.6,62.8
24,25,Wake Forest,12,84,748,7.0,62.3
25,25,Tulane,12,79,747,6.6,62.3
26,27,UTEP,12,73,740,6.1,61.7
27,28,South Alabama,12,76,736,6.3,61.3
28,29,Oregon,13,93,796,7.2,61.2
29,29,Georgia State,13,92,795,7.1,61.2
30,29,West Virginia,13,82,796,6.3,61.2
31,32,East Carolina,12,85,732,7.1,61.0
32,33,Texas Tech,13,84,792,6.5,60.9
33,34,Boise State,13,93,790,7.2,60.8
34,35,Washington State,13,95,784,7.3,60.3
35,36,Indiana,13,83,779,6.4,59.9
36,36,Buffalo,12,75,719,6.3,59.9
37,38,Penn State,13,92,774,7.1,59.5
38,39,Louisiana Tech,13,87,767,6.7,59.0
39,40,Iowa,14,89,824,6.4,58.9
40,41,Miami (Florida),13,88,763,6.8,58.7
41,41,BYU,13,86,763,6.6,58.7
42,43,Virginia Tech,13,95,751,7.3,57.8
43,43,Texas A&M,13,84,752,6.5,57.8
44,43,Nebraska,13,84,751,6.5,57.8
45,43,Louisiana-Lafayette,12,74,693,6.2,57.8
46,43,UTSA,12,71,693,5.9,57.8
47,48,Texas State,12,85,690,7.1,57.5
48,48,Cincinnati,13,82,748,6.3,57.5
49,50,Vanderbilt,12,86,687,7.2,57.3
50,51,Hawai'i,13,90,743,6.9,57.2
51,52,Miami (Ohio),12,80,679,6.7,56.6
52,53,Tennessee,13,85,734,6.5,56.5
53,53,Memphis,13,78,735,6.0,56.5
54,55,Colorado State,13,83,732,6.4,56.3
55,56,Purdue,12,84,674,7.0,56.2
56,56,Southern Mississippi,14,80,787,5.7,56.2
57,58,Louisville,13,80,728,6.2,56.0
58,59,South Florida,13,82,724,6.3,55.7
59,60,Nevada,13,81,720,6.2,55.4
60,61,Houston,14,96,768,6.9,54.9
61,62,Charlotte,12,73,656,6.1,54.7
62,63,Virginia,12,73,654,6.1,54.5
63,64,Florida International,12,75,650,6.3,54.2
64,65,Clemson,15,89,812,5.9,54.1
65,66,Eastern Michigan,12,72,644,6.0,53.7
66,67,Mississippi,13,87,695,6.7,53.5
67,67,Duke,13,86,695,6.6,53.5
68,67,Kansas State,13,76,696,5.8,53.5
69,70,Boston College,12,78,639,6.5,53.3
70,71,Colorado,13,83,692,6.4,53.2
71,72,Middle Tennessee,13,80,690,6.2,53.1
72,73,Stanford,14,80,742,5.7,53.0
73,74,Appalachian State,13,79,688,6.1,52.9
74,75,TCU,13,74,684,5.7,52.6
75,76,Oklahoma,13,77,681,5.9,52.4
76,77,Marshall,13,78,679,6.0,52.2
77,77,Fresno State,12,67,626,5.6,52.2
78,77,Utah,13,72,679,5.5,52.2
79,80,Florida Atlantic,12,70,619,5.8,51.6
80,81,Michigan,13,74,668,5.7,51.4
81,82,New Mexico State,12,67,615,5.6,51.3
82,83,Arizona State,13,75,664,5.8,51.1
83,84,Kentucky,12,68,610,5.7,50.8
84,85,Utah State,13,78,658,6.0,50.6
85,85,Northern Illinois,14,79,709,5.6,50.6
86,87,Missouri,12,62,605,5.2,50.4
87,88,LSU,12,72,600,6.0,50.0
88,89,Notre Dame,13,67,647,5.2,49.8
89,90,Michigan State,14,79,695,5.6,49.6
90,91,Connecticut,13,65,632,5.0,48.6
91,92,Georgia Tech,12,75,582,6.3,48.5
92,92,Florida State,13,74,631,5.7,48.5
93,94,Texas,12,71,578,5.9,48.2
94,94,Washington,13,73,627,5.6,48.2
95,96,UNLV,12,62,573,5.2,47.8
96,97,UCLA,13,77,618,5.9,47.5
97,98,Army,12,75,567,6.3,47.3
98,98,Iowa State,12,73,568,6.1,47.3
99,98,Wyoming,12,57,567,4.8,47.3
100,101,Rice,12,59,563,4.9,46.9
101,102,Alabama,15,90,696,6.0,46.4
102,103,Western Kentucky,14,74,646,5.3,46.1
103,104,Central Michigan,13,68,596,5.2,45.8
104,105,San Diego State,14,74,634,5.3,45.3
105,106,South Carolina,12,66,538,5.5,44.8
106,107,Old Dominion,12,51,536,4.3,44.7
107,108,Western Michigan,13,70,580,5.4,44.6
108,108,Illinois,12,63,535,5.3,44.6
109,110,USC,14,71,621,5.1,44.4
110,110,Minnesota,13,66,577,5.1,44.4
111,112,North Texas,12,56,530,4.7,44.2
112,113,San Jose State,13,60,553,4.6,42.5
113,114,Air Force,14,77,587,5.5,41.9
114,115,North Carolina State,13,63,539,4.8,41.5
115,115,Northwestern,13,60,540,4.6,41.5
116,117,Ohio State,13,69,538,5.3,41.4
117,118,New Mexico,13,68,537,5.2,41.3
118,119,Georgia Southern,13,63,536,4.8,41.2
119,120,Pittsburgh,13,62,532,4.8,40.9
120,121,Mississippi State,13,60,521,4.6,40.1
121,121,Navy,13,57,521,4.4,40.1
122,123,Kansas,12,53,461,4.4,38.4
123,124,Rutgers,12,50,437,4.2,36.4
124,125,Auburn,13,61,472,4.7,36.3
125,126,Florida,14,70,506,5.0,36.1
126,127,Georgia,13,63,442,4.8,34.0
127,128,Arkansas,13,57,441,4.4,33.9
