,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Boston College,12,119,40,19,7,5,2,1,1,0
1,2,Illinois,12,125,43,23,12,6,3,2,0,0
2,2,San Diego State,14,125,47,28,13,8,4,3,0,0
3,2,Wisconsin,13,125,41,19,9,3,0,0,0,0
4,5,Missouri,12,132,36,9,2,1,1,0,0,0
5,6,Appalachian State,13,135,44,19,9,3,1,1,0,0
6,6,Boise State,13,135,43,29,20,11,7,5,2,0
7,6,Georgia,13,135,47,14,7,4,2,0,0,0
8,9,Ohio State,13,138,39,19,11,10,3,3,1,0
9,10,Wake Forest,12,142,43,22,15,12,6,4,4,2
10,11,Michigan,13,143,46,13,8,6,2,1,0,0
11,12,Kent State,12,145,45,22,8,4,3,1,1,0
12,13,Alabama,15,148,58,19,11,6,4,3,1,0
13,13,Central Michigan,13,148,37,19,12,6,3,0,0,0
14,13,Georgia Southern,13,148,57,20,14,9,5,0,0,0
15,13,San Jose State,13,148,51,24,10,6,4,3,1,0
16,17,Utah State,13,149,44,23,10,6,6,4,2,0
17,18,Georgia Tech,12,150,58,26,10,2,2,1,1,1
18,18,Louisville,13,150,52,27,9,6,2,2,0,0
19,20,Vanderbilt,12,152,49,19,8,6,5,2,1,1
20,21,East Carolina,12,153,48,21,11,6,4,1,1,1
21,22,Florida State,13,154,44,11,5,4,3,1,0,0
22,22,Northwestern,13,154,47,16,4,1,1,0,0,0
23,24,Army,12,157,54,26,13,9,2,2,2,1
24,24,Connecticut,13,157,48,19,10,6,3,2,1,0
25,24,Oklahoma,13,157,51,20,10,4,3,3,2,0
26,27,Florida Atlantic,12,158,56,27,19,9,6,2,0,0
27,27,LSU,12,158,43,25,13,5,3,1,1,0
28,27,Minnesota,13,158,36,16,7,2,1,0,0,0
29,27,Pittsburgh,13,158,63,36,23,12,5,5,0,0
30,31,Florida,14,160,48,19,10,6,2,1,0,0
31,32,Middle Tennessee,13,161,61,35,21,11,7,1,1,0
32,32,Washington,13,161,56,16,9,4,1,1,0,0
33,34,North Carolina State,13,162,62,38,16,9,4,2,0,0
34,35,Florida International,12,163,46,23,11,8,4,2,0,0
35,35,Kentucky,12,163,54,24,8,4,3,1,0,0
36,35,Troy,12,163,51,25,13,3,1,0,0,0
37,38,Marshall,13,165,48,20,6,2,1,1,0,0
38,38,South Florida,13,165,61,28,12,10,3,2,0,0
39,40,Akron,13,167,41,17,11,3,3,2,0,0
40,40,Notre Dame,13,167,63,30,15,9,5,4,3,0
41,42,Temple,14,168,49,27,16,5,4,3,2,0
42,43,Clemson,15,169,71,31,23,12,3,1,0,0
43,43,Penn State,13,169,47,15,6,2,0,0,0,0
44,43,TCU,13,169,62,36,21,9,6,5,1,0
45,43,UCLA,13,169,49,18,7,3,2,1,0,0
46,47,Buffalo,12,171,60,29,15,7,3,1,1,1
47,47,Ohio,13,171,61,27,17,6,4,2,0,0
48,49,Air Force,14,173,70,40,28,10,6,2,1,0
49,49,Charlotte,12,173,60,29,18,12,7,2,0,0
50,49,South Alabama,12,173,66,27,13,6,3,3,0,0
51,49,Texas A&M,13,173,55,26,13,8,3,0,0,0
52,53,Colorado,13,174,66,32,16,7,6,3,1,0
53,53,Colorado State,13,174,62,33,17,10,7,3,2,0
54,53,Mississippi,13,174,56,23,9,2,2,1,0,0
55,53,Toledo,12,174,48,26,13,7,2,1,0,0
56,57,Duke,13,175,64,30,14,8,4,3,1,0
57,57,Rice,12,175,71,37,23,16,9,4,2,2
58,59,Cincinnati,13,176,57,27,17,8,5,2,1,0
59,59,Georgia State,13,176,51,20,11,6,5,2,1,0
60,61,BYU,13,177,57,19,10,3,1,0,0,0
61,61,Houston,14,177,72,33,21,9,5,2,0,0
62,61,Wyoming,12,177,57,27,15,10,3,1,0,0
63,64,Baylor,13,178,57,30,13,7,2,1,0,0
64,64,Miami (Ohio),12,178,57,26,12,8,4,4,0,0
65,64,Navy,13,178,50,17,5,2,2,0,0,0
66,64,Tennessee,13,178,50,23,13,6,3,0,0,0
67,68,Arkansas State,13,179,78,39,23,12,10,5,1,0
68,68,Iowa,14,179,52,16,7,4,1,1,0,0
69,70,UTEP,12,180,74,38,20,13,7,5,2,1
70,70,Virginia,12,180,66,37,15,5,3,1,0,0
71,72,Louisiana-Lafayette,12,181,68,32,16,10,5,3,0,0
72,72,Utah,13,181,50,22,13,7,2,2,1,0
73,74,Fresno State,12,183,61,32,18,6,2,1,0,0
74,74,UTSA,12,183,67,31,17,5,0,0,0,0
75,74,West Virginia,13,183,63,31,16,8,4,2,0,0
76,77,Memphis,13,184,63,29,16,7,7,3,2,1
77,77,Nebraska,13,184,77,37,18,11,4,1,1,0
78,77,Virginia Tech,13,184,71,26,16,7,2,1,1,0
79,80,Michigan State,14,185,65,28,13,7,4,3,1,0
80,81,Mississippi State,13,186,44,21,12,7,6,4,1,0
81,81,South Carolina,12,186,63,19,11,6,2,1,1,0
82,83,Maryland,12,187,63,28,14,7,2,0,0,0
83,84,Arkansas,13,188,66,27,11,5,3,2,1,0
84,84,Miami (Florida),13,188,61,29,9,4,2,1,0,0
85,84,UNLV,12,188,56,32,20,9,6,3,0,0
86,87,Iowa State,12,189,66,33,18,10,4,3,0,0
87,87,Louisiana Tech,13,189,58,21,7,3,0,0,0,0
88,89,Auburn,13,190,50,15,6,3,3,2,0,0
89,89,Massachusetts,12,190,48,22,13,7,3,2,0,0
90,89,Syracuse,12,190,61,27,16,7,3,1,0,0
91,92,Nevada,13,192,56,22,8,2,1,1,0,0
92,92,Western Michigan,13,192,73,42,20,8,3,2,1,0
93,94,Old Dominion,12,193,62,25,11,5,1,0,0,0
94,94,SMU,12,193,81,42,23,13,7,4,1,1
95,94,UCF,12,193,78,29,17,8,5,2,1,1
96,97,North Carolina,14,194,60,26,12,7,3,2,1,0
97,97,Stanford,14,194,58,25,12,5,4,3,0,0
98,99,Louisiana-Monroe,13,195,58,31,18,9,5,3,0,0
99,100,Hawai'i,13,196,57,24,9,8,5,2,1,0
100,100,Southern Mississippi,14,196,63,30,19,9,5,1,1,0
101,102,Arizona,13,199,62,36,23,13,9,4,1,1
102,102,New Mexico,13,199,75,40,26,15,9,4,1,1
103,104,New Mexico State,12,200,82,41,22,14,10,5,1,1
104,105,Rutgers,12,202,86,41,19,9,4,2,1,0
105,106,Oklahoma State,13,204,69,32,18,7,6,4,1,1
106,106,USC,14,204,71,28,13,6,4,1,0,0
107,108,California,13,206,72,31,15,5,1,1,1,1
108,108,Tulane,12,206,57,27,11,3,3,0,0,0
109,110,Northern Illinois,14,208,58,23,10,4,2,1,0,0
110,111,North Texas,12,209,68,32,20,12,5,2,1,0
111,111,Texas,12,209,49,19,11,7,3,1,0,0
112,111,Texas State,12,209,79,43,22,12,5,1,0,0
113,114,Washington State,13,210,56,29,14,3,1,0,0,0
114,115,Ball State,12,211,76,30,17,11,10,3,2,1
115,116,Oregon State,12,212,59,20,11,8,4,2,0,0
116,117,Purdue,12,213,73,25,10,6,4,3,0,0
117,118,Arizona State,13,215,88,40,30,19,11,3,2,1
118,118,Eastern Michigan,12,215,79,41,24,13,9,4,2,1
119,118,Western Kentucky,14,215,84,26,9,5,3,0,0,0
120,121,Idaho,12,216,69,33,26,20,7,2,1,0
121,122,Kansas State,13,221,72,29,16,10,5,4,3,0
122,123,Bowling Green,14,223,55,25,15,4,3,1,1,0
123,124,Oregon,13,227,79,31,10,8,7,4,1,0
124,125,Indiana,13,230,87,36,20,16,13,8,2,0
125,126,Kansas,12,234,79,41,23,7,6,2,2,1
126,127,Texas Tech,13,241,86,44,23,10,8,7,3,2
127,128,Tulsa,13,259,89,44,19,7,5,2,0,0
