,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Oklahoma,13,196,44,18,7,4,3,2,0,0
1,2,Texas Tech,13,189,56,18,5,2,1,0,0,0
2,3,San Jose State,13,186,65,24,10,7,2,2,0,0
3,4,Marshall,12,181,49,15,6,2,1,1,0,0
4,5,Oklahoma State,13,163,68,31,14,8,5,3,0,0
5,6,Akron,12,161,37,16,3,1,0,0,0,0
6,6,Syracuse,13,161,50,20,8,3,2,0,0,0
7,6,Tennessee,12,161,53,19,15,4,3,1,0,0
8,9,Georgia,14,160,63,34,20,9,6,2,1,0
9,10,Arizona,13,159,52,20,9,4,2,0,0,0
10,10,Oregon State,13,159,56,22,14,6,1,1,0,0
11,12,Houston,12,158,55,20,10,5,3,1,0,0
12,13,Texas A&M,13,155,60,30,11,7,4,4,3,0
13,14,Baylor,13,152,61,45,26,11,7,4,1,0
14,14,North Carolina State,13,152,52,23,12,6,5,3,1,0
15,16,Nevada,13,150,33,14,8,2,1,1,0,0
16,17,Fresno State,13,149,67,33,13,8,4,2,2,1
17,17,Louisiana Tech,12,149,58,27,14,7,4,2,0,0
18,17,Louisville,13,149,50,20,9,8,3,2,0,0
19,20,Louisiana-Monroe,13,147,42,15,8,5,2,1,1,0
20,20,Washington State,12,147,56,25,12,5,2,1,1,0
21,22,Ball State,13,146,26,10,4,1,0,0,0,0
22,22,Clemson,13,146,66,34,17,10,4,0,0,0
23,22,Florida State,14,146,50,21,11,5,4,2,0,0
24,25,UCLA,14,145,51,22,10,5,4,1,0,0
25,26,West Virginia,13,144,52,34,19,7,3,3,1,0
26,27,Pittsburgh,13,143,43,16,6,2,1,1,0,0
27,27,Troy,12,143,54,28,15,8,3,1,0,0
28,29,UAB,12,140,54,26,12,7,5,2,0,0
29,30,Western Michigan,12,139,50,16,5,2,1,1,1,0
30,31,Boston College,12,138,44,17,4,1,0,0,0,0
31,32,Arizona State,13,137,55,19,7,4,0,0,0,0
32,32,North Carolina,12,137,56,25,9,5,3,1,0,0
33,34,Penn State,12,136,46,21,11,1,0,0,0,0
34,35,Indiana,12,134,47,22,10,6,5,5,0,0
35,35,UCF,14,134,44,16,9,3,1,0,0,0
