,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
114,114,Temple,11,138,39,18,8,3,2,0,0,0
115,114,Utah,12,138,37,15,5,0,0,0,0,0
116,117,Colorado,12,136,36,12,7,4,4,3,1,0
117,118,Iowa,12,132,38,18,4,1,0,0,0,0
118,118,UTSA,10,132,51,23,10,6,2,1,1,0
119,120,Tulane,12,131,43,21,9,8,7,2,0,0
120,121,Illinois,12,127,34,6,6,3,1,0,0,0
121,122,Idaho,12,125,40,18,3,3,2,0,0,0
122,123,Maryland,12,122,44,18,10,5,4,1,0,0
123,124,Wake Forest,12,115,34,18,8,2,2,1,0,0
