,Rank,Name,G,Sacks,Sack Yards,Sacks/G
0,1,Stanford,14,57.0,346,4.07
1,2,Tulsa,14,51.0,352,3.64
2,2,Arizona State,13,51.0,330,3.92
3,4,UCLA,14,46.0,240,3.29
4,5,USC,13,45.0,279,3.46
5,6,South Carolina,13,43.0,275,3.31
6,7,Utah State,13,42.0,290,3.23
7,7,San Jose State,13,42.0,225,3.23
8,9,Northern Illinois,14,40.0,261,2.86
9,10,Bowling Green,13,38.0,280,2.92
10,10,Mississippi,13,38.0,268,2.92
11,10,Fresno State,13,38.0,235,2.92
12,13,Boise State,13,37.0,254,2.85
13,14,Florida State,14,36.0,278,2.57
14,14,Houston,12,36.0,240,3.00
15,16,Washington State,12,35.0,241,2.92
16,16,Virginia Tech,13,35.0,240,2.69
17,16,LSU,13,35.0,224,2.69
18,16,Alabama,14,35.0,207,2.50
19,20,Clemson,13,34.0,257,2.62
20,20,Kent State,14,34.0,238,2.43
21,20,Texas,13,34.0,229,2.62
22,20,BYU,13,34.0,220,2.62
23,20,Buffalo,12,34.0,207,2.83
24,25,Notre Dame,13,33.0,233,2.54
25,25,North Carolina State,13,33.0,225,2.54
26,25,San Diego State,13,33.0,224,2.54
27,25,Penn State,12,33.0,209,2.75
28,25,Connecticut,12,33.0,203,2.75
29,30,Western Kentucky,13,32.0,222,2.46
30,30,Georgia,14,32.0,203,2.29
31,32,Arkansas,12,31.0,266,2.58
32,32,Kansas State,13,31.0,212,2.39
33,32,Wisconsin,14,31.0,203,2.21
34,32,Vanderbilt,13,31.0,196,2.39
35,32,Nebraska,14,31.0,177,2.21
36,32,Texas A&M,13,31.0,170,2.39
37,38,Ohio State,12,30.0,259,2.50
38,38,Cincinnati,13,30.0,216,2.31
39,38,Florida,13,30.0,197,2.31
40,41,TCU,13,29.0,199,2.23
41,41,Memphis,12,29.0,194,2.42
42,41,Utah,12,29.0,172,2.42
43,44,Hawai'i,12,28.0,206,2.33
44,44,North Carolina,12,28.0,199,2.33
45,44,Oregon State,13,28.0,186,2.15
46,44,Northwestern,13,28.0,185,2.15
47,44,Rice,13,28.0,180,2.15
48,44,Georgia Tech,14,28.0,176,2.00
49,44,Oregon,13,28.0,160,2.15
50,51,Maryland,12,27.0,206,2.25
51,51,Syracuse,13,27.0,205,2.08
52,51,Kentucky,12,27.0,190,2.25
53,51,UCF,14,27.0,189,1.93
54,51,Louisiana-Lafayette,13,27.0,160,2.08
55,51,Washington,13,27.0,145,2.08
56,57,Rutgers,13,26.0,183,2.00
57,57,Indiana,12,26.0,178,2.17
58,57,Minnesota,13,26.0,176,2.00
59,60,South Florida,12,25.0,201,2.08
60,60,Wake Forest,12,25.0,182,2.08
61,60,Temple,11,25.0,168,2.27
62,60,Oklahoma State,13,25.0,163,1.92
63,60,California,12,25.0,155,2.08
64,60,East Carolina,13,25.0,154,1.92
65,60,Western Michigan,12,25.0,151,2.08
66,60,Duke,13,25.0,146,1.92
67,60,Ohio,13,25.0,133,1.92
68,69,Florida International,12,24.0,174,2.00
69,69,SMU,13,24.0,158,1.85
70,69,South Alabama,13,24.0,155,1.85
71,69,Oklahoma,13,24.0,138,1.85
72,69,Pittsburgh,13,24.0,137,1.85
73,74,Louisiana-Monroe,13,23.0,163,1.77
74,74,West Virginia,13,23.0,151,1.77
75,74,Toledo,13,23.0,149,1.77
76,77,Michigan,13,22.0,184,1.69
77,77,Louisville,13,22.0,176,1.69
78,77,Purdue,13,22.0,158,1.69
79,77,Illinois,12,22.0,151,1.83
80,77,Auburn,12,22.0,137,1.83
81,82,Missouri,12,21.0,149,1.75
82,82,New Mexico,13,21.0,124,1.62
83,84,Louisiana Tech,12,20.0,153,1.67
84,84,Michigan State,13,20.0,151,1.54
85,84,UTEP,12,20.0,144,1.67
86,84,UNLV,13,20.0,141,1.54
87,84,Nevada,13,20.0,118,1.54
88,84,Colorado State,12,20.0,117,1.67
89,84,Ball State,13,20.0,114,1.54
90,91,Southern Mississippi,12,19.0,150,1.58
91,91,Colorado,12,19.0,141,1.58
92,91,North Texas,12,19.0,131,1.58
93,91,Baylor,13,19.0,130,1.46
94,91,Texas Tech,13,19.0,125,1.46
95,91,Arkansas State,13,19.0,121,1.46
96,91,UAB,12,19.0,118,1.58
97,91,Marshall,12,19.0,111,1.58
98,99,Mississippi State,13,18.0,147,1.39
99,99,Navy,13,18.0,132,1.39
100,99,Central Michigan,13,18.0,127,1.39
101,99,Tulane,12,18.0,121,1.50
102,103,Tennessee,12,17.0,145,1.42
103,103,Air Force,13,17.0,133,1.31
104,103,Virginia,12,17.0,111,1.42
105,106,UTSA,10,16.0,116,1.60
106,106,Arizona,13,16.0,110,1.23
107,106,Akron,12,16.0,77,1.33
108,109,Miami (Ohio),12,15.0,109,1.25
109,109,Iowa State,13,15.0,102,1.15
110,109,Army,12,15.0,91,1.25
111,112,Idaho,12,14.0,97,1.17
112,112,Wyoming,12,14.0,86,1.17
113,112,Middle Tennessee,12,14.0,77,1.17
114,115,Miami (Florida),12,13.0,86,1.08
115,115,Troy,12,13.0,86,1.08
116,115,Iowa,12,13.0,70,1.08
117,118,Texas State,12,12.0,89,1.00
118,118,Florida Atlantic,12,12.0,88,1.00
119,118,Massachusetts,12,12.0,79,1.00
120,121,Kansas,12,11.0,79,0.92
121,121,New Mexico State,12,11.0,65,0.92
122,123,Eastern Michigan,12,7.0,42,0.58
123,124,Boston College,12,6.0,53,0.50
