,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Syracuse,13,11,2,18.18
1,2,North Texas,12,14,3,21.43
2,2,Louisiana-Lafayette,13,14,3,21.43
3,4,Bowling Green,13,19,5,26.32
4,5,Nebraska,14,14,4,28.57
5,5,Louisville,13,21,6,28.57
6,5,Tulsa,14,21,6,28.57
7,8,Rutgers,13,17,5,29.41
8,8,Toledo,13,17,5,29.41
9,10,Michigan State,13,13,4,30.77
10,10,UAB,12,13,4,30.77
11,10,Utah,12,13,4,30.77
12,10,Connecticut,12,13,4,30.77
13,14,Kentucky,12,15,5,33.33
14,14,Vanderbilt,13,27,9,33.33
15,14,Baylor,13,30,10,33.33
16,17,SMU,13,26,9,34.62
17,18,Georgia,14,20,7,35.00
18,19,Western Michigan,12,17,6,35.29
19,19,Notre Dame,13,17,6,35.29
20,21,Penn State,12,27,10,37.04
21,22,Minnesota,13,16,6,37.50
22,22,Navy,13,24,9,37.50
23,24,Western Kentucky,13,21,8,38.10
24,25,Alabama,14,18,7,38.89
25,25,Texas State,12,18,7,38.89
26,27,Washington,13,23,9,39.13
27,28,California,12,15,6,40.00
28,28,UCLA,14,20,8,40.00
29,28,Mississippi,13,20,8,40.00
30,31,UCF,14,32,13,40.63
31,32,Oregon,13,31,13,41.94
32,33,BYU,13,19,8,42.11
33,34,Clemson,13,26,11,42.31
34,35,Tulane,12,14,6,42.86
35,35,Michigan,13,21,9,42.86
36,35,San Jose State,13,28,12,42.86
37,38,Ohio State,12,23,10,43.48
38,38,Northwestern,13,23,10,43.48
39,40,South Carolina,13,25,11,44.00
40,41,Virginia Tech,13,18,8,44.44
41,41,Utah State,13,18,8,44.44
42,43,Auburn,12,20,9,45.00
43,44,Georgia Tech,14,22,10,45.45
44,44,North Carolina,12,22,10,45.45
45,44,Idaho,12,22,10,45.45
46,47,Iowa State,13,24,11,45.83
47,48,Texas A&M,13,28,13,46.43
48,49,Oklahoma,13,15,7,46.67
49,49,Washington State,12,15,7,46.67
50,49,Maryland,12,15,7,46.67
51,52,Northern Illinois,14,32,15,46.88
52,53,Purdue,13,19,9,47.37
53,54,Arizona State,13,21,10,47.62
54,54,North Carolina State,13,21,10,47.62
55,54,Texas Tech,13,21,10,47.62
56,57,Nevada,13,23,11,47.83
57,57,Kansas State,13,23,11,47.83
58,59,Temple,11,8,4,50.00
59,59,Colorado,12,12,6,50.00
60,59,Florida International,12,14,7,50.00
61,59,Iowa,12,14,7,50.00
62,59,Massachusetts,12,16,8,50.00
63,59,Memphis,12,18,9,50.00
64,59,Houston,12,18,9,50.00
65,59,Cincinnati,13,22,11,50.00
66,59,Kent State,14,22,11,50.00
67,59,Boise State,13,24,12,50.00
68,59,Louisiana Tech,12,26,13,50.00
69,59,Arizona,13,26,13,50.00
70,59,Stanford,14,32,16,50.00
71,59,San Diego State,13,34,17,50.00
72,73,Duke,13,27,14,51.85
73,74,UNLV,13,25,13,52.00
74,74,Colorado State,12,25,13,52.00
75,76,New Mexico,13,23,12,52.17
76,76,Boston College,12,23,12,52.17
77,78,Miami (Florida),12,19,10,52.63
78,78,Wake Forest,12,19,10,52.63
79,80,Akron,12,15,8,53.33
80,80,Oklahoma State,13,30,16,53.33
81,82,Florida,13,13,7,53.85
82,83,Southern Mississippi,12,11,6,54.55
83,84,USC,13,20,11,55.00
84,85,TCU,13,16,9,56.25
85,85,Missouri,12,16,9,56.25
86,87,Air Force,13,30,17,56.67
87,88,West Virginia,13,26,15,57.69
88,88,Tennessee,12,26,15,57.69
89,90,Arkansas,12,19,11,57.89
90,90,Ohio,13,19,11,57.89
91,90,Ball State,13,19,11,57.89
92,93,LSU,13,17,10,58.82
93,94,UTEP,12,15,9,60.00
94,94,Fresno State,13,20,12,60.00
95,94,Hawai'i,12,30,18,60.00
96,97,Central Michigan,13,28,17,60.71
97,98,South Alabama,13,13,8,61.54
98,98,Eastern Michigan,12,13,8,61.54
99,98,Illinois,12,13,8,61.54
100,101,Wisconsin,14,21,13,61.90
101,102,Pittsburgh,13,16,10,62.50
102,102,Oregon State,13,24,15,62.50
103,104,Florida State,14,27,17,62.96
104,105,Middle Tennessee,12,22,14,63.64
105,106,Louisiana-Monroe,13,28,18,64.29
106,107,Kansas,12,17,11,64.71
107,107,Troy,12,17,11,64.71
108,109,East Carolina,13,20,13,65.00
109,110,Miami (Ohio),12,15,10,66.67
110,110,Indiana,12,18,12,66.67
111,110,Wyoming,12,21,14,66.67
112,113,Arkansas State,13,33,23,69.70
113,114,Buffalo,12,20,14,70.00
114,114,New Mexico State,12,20,14,70.00
115,116,Texas,13,24,17,70.83
116,117,Virginia,12,21,15,71.43
117,118,Mississippi State,13,15,11,73.33
118,119,Rice,13,16,12,75.00
119,120,Marshall,12,25,19,76.00
120,121,Florida Atlantic,12,13,10,76.92
121,121,Army,12,13,10,76.92
122,123,UTSA,10,19,15,78.95
123,124,South Florida,12,8,7,87.50
