,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
22,23,Washington,13,394,217,55.1,2565,6.5,17,17,115.37,30.3,197.3
23,24,Virginia Tech,13,421,211,50.1,2588,6.1,17,13,108.90,32.4,199.1
24,25,Notre Dame,13,434,261,60.1,2597,6.0,11,16,111.41,33.4,199.8
25,26,Colorado State,12,363,218,60.1,2427,6.7,25,7,135.09,30.3,202.3
26,27,Florida Atlantic,12,286,158,55.2,2443,8.5,20,8,144.49,23.8,203.6
27,28,LSU,13,457,254,55.6,2678,5.9,15,18,107.75,35.2,206.0
28,29,Oklahoma,13,420,220,52.4,2684,6.4,11,13,108.51,32.3,206.5
29,30,Maryland,12,368,205,55.7,2490,6.8,24,4,131.89,30.7,207.5
30,31,Utah State,13,475,257,54.1,2708,5.7,12,14,104.45,36.5,208.3
31,31,Buffalo,12,341,189,55.4,2499,7.3,18,13,126.79,28.4,208.3
32,33,Virginia,12,395,227,57.5,2501,6.3,23,4,127.85,32.9,208.4
33,34,Western Kentucky,13,394,234,59.4,2727,6.9,24,13,131.03,30.3,209.8
34,35,Air Force,13,343,233,67.9,2738,8.0,19,8,148.61,26.4,210.6
35,36,Connecticut,12,381,207,54.3,2544,6.7,15,6,120.26,31.8,212.0
36,36,Texas,13,351,208,59.3,2756,7.9,16,15,131.71,27.0,212.0
37,38,Eastern Michigan,12,350,208,59.4,2548,7.3,18,7,133.55,29.2,212.3
38,39,Rutgers,13,422,230,54.5,2788,6.6,13,18,111.64,32.5,214.5
39,40,Navy,13,356,246,69.1,2799,7.9,16,8,145.48,27.4,215.3
40,41,UCF,14,480,288,60.0,3048,6.4,16,11,119.76,34.3,217.7
41,42,TCU,13,434,231,53.2,2841,6.5,22,21,115.27,33.4,218.5
42,42,South Alabama,13,368,215,58.4,2840,7.7,25,11,139.68,28.3,218.5
43,44,Southern Mississippi,12,338,219,64.8,2628,7.8,23,5,149.60,28.2,219.0
44,45,Iowa,12,353,224,63.5,2634,7.5,16,10,135.43,29.4,219.5
45,46,Mississippi State,13,414,265,64.0,2883,7.0,17,19,126.88,31.8,221.8
46,47,San Jose State,13,439,250,56.9,2892,6.6,18,15,118.99,33.8,222.5
47,48,Northern Illinois,14,509,284,55.8,3121,6.1,11,15,108.55,36.4,222.9
48,48,Auburn,12,358,235,65.6,2675,7.5,20,2,145.72,29.8,222.9
49,50,Oregon State,13,471,279,59.2,2919,6.2,14,20,112.61,36.2,224.5
50,51,Penn State,12,430,244,56.7,2700,6.3,15,10,116.34,35.8,225.0
51,52,Miami (Ohio),12,356,217,61.0,2719,7.6,17,12,134.14,29.7,226.6
52,53,USC,13,434,262,60.4,2951,6.8,20,19,123.94,33.4,227.0
53,54,Arkansas State,13,432,276,63.9,2955,6.8,21,13,131.37,33.2,227.3
54,55,Tulsa,14,481,269,55.9,3195,6.6,19,12,119.77,34.4,228.2
55,56,Ohio,13,474,267,56.3,2977,6.3,26,13,121.70,36.5,229.0
56,57,Oregon,13,515,304,59.0,2979,5.8,19,25,110.08,39.6,229.2
57,58,Georgia Tech,14,448,269,60.0,3217,7.2,23,16,130.17,32.0,229.8
58,58,Kentucky,12,367,247,67.3,2757,7.5,21,5,146.56,30.6,229.8
59,60,Nevada,13,429,240,55.9,2998,7.0,27,6,132.61,33.0,230.6
60,61,Indiana,12,356,222,62.4,2786,7.8,23,7,145.49,29.7,232.2
61,62,Syracuse,13,393,249,63.4,3040,7.7,23,9,143.06,30.2,233.8
62,63,Purdue,13,447,260,58.2,3041,6.8,21,14,124.56,34.4,233.9
63,64,Rice,13,378,213,56.3,3058,8.1,21,11,136.82,29.1,235.2
64,65,Utah,12,401,240,59.9,2823,7.0,18,8,129.81,33.4,235.3
65,66,San Diego State,13,443,274,61.9,3062,6.9,23,14,130.72,34.1,235.5
66,67,Massachusetts,12,351,228,65.0,2839,8.1,26,13,149.93,29.3,236.6
67,68,Wyoming,12,372,243,65.3,2840,7.6,26,6,149.28,31.0,236.7
68,69,Temple,11,297,178,59.9,2611,8.8,21,4,154.41,27.0,237.4
69,70,UNLV,13,375,224,59.7,3096,8.3,19,9,141.00,28.8,238.2
70,71,Akron,12,380,232,61.1,2867,7.5,30,5,147.85,31.7,238.9
71,72,Stanford,14,550,336,61.1,3349,6.1,13,15,114.59,39.3,239.2
72,73,Clemson,13,427,248,58.1,3124,7.3,23,13,131.21,32.8,240.3
73,74,Central Michigan,13,420,261,62.1,3129,7.5,23,13,136.60,32.3,240.7
74,75,Western Michigan,12,387,234,60.5,2889,7.5,19,8,135.25,32.3,240.8
75,76,Missouri,12,401,261,65.1,2897,7.2,19,7,137.92,33.4,241.4
76,77,Boston College,12,429,268,62.5,2908,6.8,21,10,130.90,35.8,242.3
77,78,Ohio State,12,457,267,58.4,2922,6.4,15,14,116.84,38.1,243.5
78,79,Memphis,12,434,268,61.8,2928,6.7,25,8,133.74,36.2,244.0
79,80,UAB,12,356,232,65.2,2935,8.2,22,6,151.44,29.7,244.6
80,81,UTEP,12,384,229,59.6,2950,7.7,18,7,135.99,32.0,245.8
81,82,Mississippi,13,427,268,62.8,3205,7.5,22,15,135.78,32.8,246.5
82,83,North Carolina,12,424,246,58.0,2963,7.0,15,16,120.85,35.3,246.9
83,84,Kansas State,13,474,296,62.4,3235,6.8,18,18,124.72,36.5,248.8
84,85,North Carolina State,13,455,264,58.0,3249,7.1,20,16,125.48,35.0,249.9
85,86,Northwestern,13,497,289,58.1,3257,6.6,18,13,119.92,38.2,250.5
86,87,UCLA,14,479,303,63.3,3508,7.3,27,15,137.12,34.2,250.6
87,88,Texas A&M,13,485,281,57.9,3259,6.7,17,12,121.01,37.3,250.7
88,89,North Texas,12,420,266,63.3,3018,7.2,19,11,133.38,35.0,251.5
89,90,South Florida,12,373,255,68.4,3023,8.1,17,2,150.42,31.1,251.9
90,91,Cincinnati,13,498,282,56.6,3282,6.6,13,16,114.17,38.3,252.5
91,92,Middle Tennessee,12,379,256,67.5,3031,8.0,22,12,147.55,31.6,252.6
92,93,Texas State,12,408,248,60.8,3035,7.4,26,14,137.44,34.0,252.9
93,94,Marshall,12,426,277,65.0,3042,7.1,30,9,144.01,35.5,253.5
94,95,New Mexico State,12,381,233,61.2,3057,8.0,28,4,150.71,31.8,254.8
95,96,Ball State,13,427,264,61.8,3319,7.8,28,7,145.48,32.8,255.3
96,97,Troy,12,372,211,56.7,3101,8.3,26,6,146.57,31.0,258.4
97,98,Tulane,12,380,212,55.8,3116,8.2,23,15,136.75,31.7,259.7
98,99,Florida International,12,437,265,60.6,3145,7.2,24,10,134.63,36.4,262.1
99,100,Washington State,12,408,268,65.7,3146,7.7,26,15,144.14,34.0,262.2
100,101,Colorado,12,366,248,67.8,3150,8.6,39,3,173.58,30.5,262.5
101,102,Iowa State,13,475,288,60.6,3449,7.3,18,14,128.23,36.5,265.3
102,103,Wake Forest,12,411,255,62.0,3201,7.8,22,11,139.77,34.3,266.8
103,104,Duke,13,389,224,57.6,3474,8.9,29,11,151.54,29.9,267.2
104,105,Miami (Florida),12,429,261,60.8,3222,7.5,15,11,130.33,35.8,268.5
105,106,New Mexico,13,417,271,65.0,3500,8.4,33,11,156.33,32.1,269.2
106,107,California,12,458,290,63.3,3263,7.1,32,14,140.11,38.2,271.9
107,108,Kent State,14,521,317,60.8,3808,7.3,27,23,130.52,37.2,272.0
108,109,Idaho,12,403,261,64.8,3302,8.2,27,9,151.23,33.6,275.2
109,110,East Carolina,13,475,279,58.7,3584,7.5,28,10,137.36,36.5,275.7
110,111,Louisiana-Monroe,13,457,286,62.6,3595,7.9,29,16,142.60,35.2,276.5
111,112,SMU,13,540,300,55.6,3616,6.7,27,21,120.53,41.5,278.2
112,113,Oklahoma State,13,544,331,60.8,3640,6.7,20,11,125.14,41.8,280.0
113,114,Tennessee,12,446,272,61.0,3390,7.6,26,12,138.70,37.2,282.5
114,115,Louisiana-Lafayette,13,475,291,61.3,3685,7.8,21,13,135.55,36.5,283.5
115,116,Arkansas,12,419,262,62.5,3430,8.2,24,6,147.33,34.9,285.8
116,116,Kansas,12,402,271,67.4,3430,8.5,26,11,154.95,33.5,285.8
117,118,Houston,12,510,302,59.2,3483,6.8,25,19,125.31,42.5,290.3
118,119,Toledo,13,501,309,61.7,3781,7.5,26,17,135.41,38.5,290.8
119,120,UTSA,10,353,232,65.7,2927,8.3,24,10,152.14,35.3,292.7
120,121,Arizona,13,500,309,61.8,3807,7.6,25,12,137.46,38.5,292.8
121,122,West Virginia,13,435,278,63.9,4067,9.3,38,10,166.67,33.5,312.8
122,123,Baylor,13,569,357,62.7,4206,7.4,36,18,139.38,43.8,323.5
123,124,Louisiana Tech,12,495,300,60.6,4085,8.3,35,10,149.23,41.3,340.4
