,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
97,87,Virginia Tech,13,8,3,2,2,2,2,1
98,99,Fresno State,13,9,2,0,0,0,0,0
99,99,Iowa State,13,9,2,2,1,0,0,0
100,99,Louisiana Tech,12,9,4,2,2,1,1,1
101,99,Miami (Florida),12,9,4,2,0,0,0,0
102,99,Notre Dame,13,9,3,0,0,0,0,0
103,99,Pittsburgh,13,9,4,2,2,1,0,0
104,99,San Diego State,13,9,3,3,3,2,1,1
105,99,Texas Tech,13,9,3,1,1,1,1,1
106,99,UAB,12,9,3,1,1,0,0,0
107,108,Baylor,13,10,6,4,2,2,1,1
108,108,Ohio,13,10,3,1,1,1,1,1
109,108,Southern Mississippi,12,10,5,2,1,1,1,1
110,108,West Virginia,13,10,5,1,1,1,1,1
111,112,Clemson,13,11,6,2,2,2,2,1
112,112,Ohio State,12,11,3,2,2,1,1,1
113,112,San Jose State,13,11,4,2,0,0,0,0
114,112,Western Kentucky,13,11,7,5,1,1,1,1
115,116,Kansas State,13,12,6,5,5,5,3,2
116,116,Texas,13,12,8,3,2,1,1,1
117,116,Washington,13,12,3,2,0,0,0,0
118,119,Michigan,13,13,3,0,0,0,0,0
119,119,Oregon,13,13,5,3,2,2,2,1
120,121,Louisville,13,14,6,2,2,2,2,2
121,121,Nevada,13,14,5,1,0,0,0,0
122,123,Georgia Tech,14,15,11,1,1,1,0,0
123,124,Marshall,12,17,9,6,4,3,3,3
