,Rank,Name,G,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Auburn,12,0,0,0,0,0,0,0
1,2,Nebraska,14,1,1,1,1,1,1,1
2,2,Oklahoma,13,1,0,0,0,0,0,0
3,4,Florida,13,2,0,0,0,0,0,0
4,4,Florida International,12,2,2,0,0,0,0,0
5,4,Memphis,12,2,0,0,0,0,0,0
6,4,New Mexico State,12,2,2,0,0,0,0,0
7,4,Rice,13,2,0,0,0,0,0,0
8,4,Stanford,14,2,1,0,0,0,0,0
9,4,Temple,11,2,0,0,0,0,0,0
10,11,Arkansas,12,3,1,1,1,1,1,0
11,11,Duke,13,3,2,2,1,1,1,1
12,11,Florida State,14,3,0,0,0,0,0,0
13,11,Illinois,12,3,2,1,0,0,0,0
14,11,Kentucky,12,3,2,0,0,0,0,0
15,11,Massachusetts,12,3,0,0,0,0,0,0
16,11,Minnesota,13,3,2,1,1,1,1,1
17,11,North Carolina State,13,3,1,1,0,0,0,0
18,11,Northern Illinois,14,3,1,0,0,0,0,0
19,11,South Florida,12,3,2,1,1,0,0,0
20,11,Syracuse,13,3,0,0,0,0,0,0
21,11,Tulane,12,3,2,1,0,0,0,0
22,11,Tulsa,14,3,0,0,0,0,0,0
23,11,UCLA,14,3,1,0,0,0,0,0
24,11,Wake Forest,12,3,1,1,1,1,1,1
25,11,Washington State,12,3,2,1,1,1,1,1
26,11,Wisconsin,14,3,3,2,1,1,1,0
27,28,Akron,12,4,2,0,0,0,0,0
28,28,BYU,13,4,3,2,2,1,1,1
29,28,Cincinnati,13,4,1,1,1,1,1,1
30,28,Georgia,14,4,1,0,0,0,0,0
31,28,Hawai'i,12,4,2,1,1,1,1,1
32,28,Houston,12,4,3,1,0,0,0,0
33,28,Northwestern,13,4,1,1,1,1,1,1
34,28,Rutgers,13,4,0,0,0,0,0,0
35,28,SMU,13,4,1,1,1,0,0,0
36,28,TCU,13,4,3,0,0,0,0,0
37,28,Tennessee,12,4,2,1,1,1,1,0
38,28,Texas A&M,13,4,0,0,0,0,0,0
39,28,UTEP,12,4,3,2,1,1,1,1
40,28,UTSA,10,4,3,3,3,1,1,1
41,28,Utah,12,4,1,1,1,1,1,1
42,43,Air Force,13,5,1,0,0,0,0,0
43,43,Army,12,5,2,1,1,1,1,1
44,43,Buffalo,12,5,4,3,3,2,2,2
45,43,East Carolina,13,5,2,2,2,2,2,2
46,43,Eastern Michigan,12,5,3,3,3,3,3,2
47,43,Florida Atlantic,12,5,2,1,1,1,1,1
48,43,Indiana,12,5,1,1,0,0,0,0
49,43,Iowa,12,5,1,0,0,0,0,0
50,43,LSU,13,5,2,1,1,1,0,0
51,43,Louisiana-Lafayette,13,5,1,1,0,0,0,0
52,43,Miami (Ohio),12,5,3,2,1,0,0,0
53,43,Michigan State,13,5,2,0,0,0,0,0
54,43,Navy,13,5,3,1,1,0,0,0
55,43,Oregon State,13,5,0,0,0,0,0,0
56,43,Penn State,12,5,4,1,1,1,1,1
57,43,Texas State,12,5,2,0,0,0,0,0
58,43,UNLV,13,5,1,0,0,0,0,0
59,43,Vanderbilt,13,5,3,2,2,1,1,1
60,43,Wyoming,12,5,1,0,0,0,0,0
61,62,Ball State,13,6,2,1,1,1,1,1
62,62,Central Michigan,13,6,0,0,0,0,0,0
63,62,Connecticut,12,6,2,1,0,0,0,0
64,62,Kent State,14,6,0,0,0,0,0,0
65,62,Maryland,12,6,1,0,0,0,0,0
66,62,Toledo,13,6,2,0,0,0,0,0
67,62,USC,13,6,3,2,1,0,0,0
68,62,Virginia,12,6,4,4,3,3,3,3
69,70,Alabama,14,7,2,1,1,1,1,1
70,70,Arizona,13,7,2,2,1,1,0,0
71,70,Arkansas State,13,7,1,1,0,0,0,0
72,70,Boise State,13,7,4,2,2,2,2,2
73,70,Boston College,12,7,1,1,1,1,0,0
74,70,Bowling Green,13,7,0,0,0,0,0,0
75,70,California,12,7,3,3,3,2,2,2
76,70,Colorado,12,7,3,3,2,2,2,2
77,70,Kansas,12,7,2,1,1,1,1,1
78,70,Louisiana-Monroe,13,7,3,1,0,0,0,0
79,70,Mississippi,13,7,2,2,2,2,2,2
80,70,Missouri,12,7,2,2,0,0,0,0
81,70,New Mexico,13,7,2,2,1,1,1,1
82,70,Troy,12,7,1,1,1,0,0,0
83,70,UCF,14,7,2,0,0,0,0,0
84,70,Utah State,13,7,3,2,2,2,2,1
85,70,Western Michigan,12,7,1,0,0,0,0,0
86,87,Arizona State,13,8,3,1,1,1,1,1
87,87,Colorado State,12,8,3,2,0,0,0,0
88,87,Idaho,12,8,2,1,0,0,0,0
89,87,Middle Tennessee,12,8,2,2,0,0,0,0
90,87,Mississippi State,13,8,4,2,2,2,2,2
91,87,North Carolina,12,8,4,3,3,3,3,3
92,87,North Texas,12,8,2,2,2,1,1,1
93,87,Oklahoma State,13,8,4,4,4,3,2,2
94,87,Purdue,13,8,1,0,0,0,0,0
95,87,South Alabama,13,8,2,0,0,0,0,0
96,87,South Carolina,13,8,3,2,0,0,0,0
