,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Boston College,12,13,282,21.69,1,1.1,23.5
1,2,Texas State,12,18,363,20.17,1,1.5,30.3
2,3,Kansas State,13,19,360,18.95,1,1.5,27.7
3,4,Northwestern,13,20,331,16.55,2,1.5,25.5
4,5,Nevada,13,16,242,15.13,0,1.2,18.6
5,6,Missouri,12,28,421,15.04,3,2.3,35.1
6,7,Duke,13,24,358,14.92,2,1.8,27.5
7,8,Florida State,14,37,536,14.49,3,2.6,38.3
8,9,Oklahoma,13,27,387,14.33,2,2.1,29.8
9,10,South Carolina,13,30,427,14.23,2,2.3,32.8
10,11,North Carolina,12,35,496,14.17,2,2.9,41.3
11,12,Florida,13,18,249,13.83,1,1.4,19.2
12,13,Oregon,13,20,270,13.50,1,1.5,20.8
13,14,Wyoming,12,14,188,13.43,0,1.2,15.7
14,15,Texas A&M,13,34,452,13.29,1,2.6,34.8
15,16,Hawai'i,12,25,321,12.84,2,2.1,26.8
16,17,Georgia Tech,14,20,252,12.60,0,1.4,18.0
17,18,Connecticut,12,22,274,12.45,3,1.8,22.8
18,19,TCU,13,26,322,12.38,1,2.0,24.8
19,20,Iowa State,13,10,121,12.10,0,0.8,9.3
20,21,Memphis,12,25,300,12.00,1,2.1,25.0
21,22,Stanford,14,25,299,11.96,1,1.8,21.4
22,23,Tennessee,12,22,261,11.86,1,1.8,21.8
23,24,Oklahoma State,13,36,412,11.44,1,2.8,31.7
24,25,California,12,19,216,11.37,1,1.6,18.0
25,26,Tulane,12,13,147,11.31,0,1.1,12.3
26,27,Western Michigan,12,17,190,11.18,0,1.4,15.8
27,28,Ball State,13,16,177,11.06,0,1.2,13.6
28,29,West Virginia,13,15,165,11.00,1,1.2,12.7
29,29,UTSA,10,10,110,11.00,1,1.0,11.0
30,31,UCF,14,25,266,10.64,0,1.8,19.0
31,31,Western Kentucky,13,22,234,10.64,1,1.7,18.0
32,33,Arizona,13,16,170,10.63,1,1.2,13.1
33,34,Vanderbilt,13,35,366,10.46,3,2.7,28.2
34,35,Boise State,13,27,281,10.41,0,2.1,21.6
35,36,Ohio State,12,27,280,10.37,3,2.3,23.3
36,37,Texas Tech,13,17,176,10.35,0,1.3,13.5
37,38,Virginia Tech,13,37,382,10.32,1,2.8,29.4
38,39,Utah State,13,30,308,10.27,1,2.3,23.7
39,39,Pittsburgh,13,22,226,10.27,1,1.7,17.4
40,39,Toledo,13,22,226,10.27,1,1.7,17.4
41,42,Bowling Green,13,27,277,10.26,1,2.1,21.3
42,43,UTEP,12,19,191,10.05,1,1.6,15.9
43,44,Temple,11,27,271,10.04,0,2.5,24.6
44,44,UAB,12,26,261,10.04,2,2.2,21.8
45,46,Alabama,14,34,337,9.91,0,2.4,24.1
46,47,SMU,13,21,205,9.76,0,1.6,15.8
47,48,Wake Forest,12,16,156,9.75,0,1.3,13.0
