,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Akron,12,33,529,16.03,0,2.8,44.1
1,2,Syracuse,13,44,716,16.27,0,3.4,55.1
2,3,Florida State,14,60,997,16.62,0,4.3,71.2
3,4,Auburn,12,14,233,16.64,0,1.2,19.4
4,5,Temple,11,17,293,17.24,0,1.5,26.6
5,6,Northern Illinois,14,61,1062,17.41,0,4.4,75.9
6,7,Florida,13,38,684,18.00,0,2.9,52.6
7,8,LSU,13,50,903,18.06,0,3.8,69.5
8,9,Rutgers,13,44,796,18.09,0,3.4,61.2
9,10,Miami (Florida),12,57,1033,18.12,0,4.8,86.1
10,11,Oklahoma,13,57,1040,18.25,0,4.4,80.0
11,12,Stanford,14,38,694,18.26,0,2.7,49.6
12,13,Arizona,13,42,772,18.38,0,3.2,59.4
13,14,Tulsa,14,48,893,18.60,0,3.4,63.8
14,15,Texas A&M,13,38,708,18.63,0,2.9,54.5
15,16,TCU,13,38,709,18.66,0,2.9,54.5
16,17,Oregon State,13,41,767,18.71,0,3.2,59.0
17,18,Louisiana-Lafayette,13,58,1086,18.72,0,4.5,83.5
18,19,Memphis,12,15,282,18.80,0,1.3,23.5
19,20,Missouri,12,45,848,18.84,0,3.8,70.7
20,21,Massachusetts,12,27,511,18.93,0,2.3,42.6
21,22,Arkansas State,13,55,1045,19.00,0,4.2,80.4
22,23,Utah,12,35,673,19.23,1,2.9,56.1
23,24,Iowa,12,30,583,19.43,0,2.5,48.6
24,25,Wisconsin,14,46,898,19.52,0,3.3,64.1
25,26,Louisiana Tech,12,75,1468,19.57,1,6.3,122.3
26,27,Bowling Green,13,50,980,19.60,0,3.8,75.4
27,28,Troy,12,46,903,19.63,0,3.8,75.3
28,29,Central Michigan,13,50,982,19.64,0,3.8,75.5
29,30,Western Michigan,12,51,1003,19.67,0,4.3,83.6
30,30,Fresno State,13,60,1180,19.67,0,4.6,90.8
31,32,Northwestern,13,68,1340,19.71,1,5.2,103.1
32,33,Vanderbilt,13,53,1050,19.81,1,4.1,80.8
33,34,Boston College,12,38,754,19.84,0,3.2,62.8
34,35,Mississippi State,13,54,1072,19.85,2,4.2,82.5
35,36,UCF,14,55,1094,19.89,0,3.9,78.1
36,37,Toledo,13,60,1207,20.12,0,4.6,92.8
37,38,North Carolina State,13,32,644,20.13,0,2.5,49.5
38,39,Georgia,14,54,1091,20.20,0,3.9,77.9
39,40,Minnesota,13,28,566,20.21,1,2.2,43.5
40,41,Ball State,13,61,1235,20.25,1,4.7,95.0
41,42,Boise State,13,60,1228,20.47,2,4.6,94.5
42,43,Pittsburgh,13,54,1106,20.48,0,4.2,85.1
43,44,San Jose State,13,60,1230,20.50,0,4.6,94.6
44,45,UTEP,12,23,472,20.52,1,1.9,39.3
45,46,Nebraska,14,33,680,20.61,1,2.4,48.6
46,47,Tennessee,12,46,949,20.63,1,3.8,79.1
47,48,UNLV,13,40,827,20.68,0,3.1,63.6
48,49,Florida International,12,29,600,20.69,0,2.4,50.0
49,50,BYU,13,41,850,20.73,1,3.2,65.4
50,51,Air Force,13,35,726,20.74,0,2.7,55.8
51,52,Wyoming,12,31,644,20.77,0,2.6,53.7
52,52,Ohio State,12,57,1184,20.77,1,4.8,98.7
53,54,Rice,13,27,561,20.78,0,2.1,43.2
54,55,SMU,13,47,980,20.85,0,3.6,75.4
55,55,Louisiana-Monroe,13,48,1001,20.85,0,3.7,77.0
56,57,Maryland,12,46,961,20.89,0,3.8,80.1
57,58,Kent State,14,53,1113,21.00,0,3.8,79.5
58,58,Texas Tech,13,54,1134,21.00,1,4.2,87.2
59,60,Arkansas,12,19,402,21.16,0,1.6,33.5
60,60,USC,13,45,952,21.16,0,3.5,73.2
61,62,Miami (Ohio),12,37,785,21.22,0,3.1,65.4
62,63,Kentucky,12,24,512,21.33,0,2.0,42.7
63,64,Washington State,12,29,619,21.34,1,2.4,51.6
64,65,Houston,12,46,984,21.39,0,3.8,82.0
65,66,New Mexico State,12,25,536,21.44,0,2.1,44.7
66,66,Purdue,13,55,1179,21.44,0,4.2,90.7
67,68,Idaho,12,32,687,21.47,0,2.7,57.3
68,69,Alabama,14,53,1143,21.57,1,3.8,81.6
69,70,Texas State,12,34,734,21.59,0,2.8,61.2
70,70,Duke,13,46,993,21.59,0,3.5,76.4
71,72,Oregon,13,96,2079,21.66,0,7.4,159.9
72,73,Utah State,13,52,1128,21.69,2,4.0,86.8
73,74,Kansas,12,39,849,21.77,1,3.3,70.8
74,75,Hawai'i,12,42,917,21.83,1,3.5,76.4
75,76,UCLA,14,21,459,21.86,0,1.5,32.8
76,77,Arizona State,13,51,1118,21.92,1,3.9,86.0
77,78,Ohio,13,53,1168,22.04,1,4.1,89.8
78,79,Washington,13,49,1083,22.10,0,3.8,83.3
79,80,Notre Dame,13,45,996,22.13,0,3.5,76.6
80,81,Navy,13,43,952,22.14,0,3.3,73.2
81,82,Indiana,12,34,757,22.26,0,2.8,63.1
82,83,UTSA,10,38,847,22.29,1,3.8,84.7
83,83,Texas,13,51,1137,22.29,1,3.9,87.5
84,85,Cincinnati,13,45,1010,22.44,1,3.5,77.7
85,86,Connecticut,12,30,676,22.53,0,2.5,56.3
86,86,Baylor,13,51,1149,22.53,1,3.9,88.4
87,88,Tulane,12,23,523,22.74,0,1.9,43.6
88,89,Western Kentucky,13,60,1368,22.80,1,4.6,105.2
89,90,Eastern Michigan,12,42,965,22.98,3,3.5,80.4
90,91,Illinois,12,20,460,23.00,0,1.7,38.3
91,91,South Alabama,13,35,805,23.00,0,2.7,61.9
92,93,Penn State,12,39,901,23.10,1,3.3,75.1
93,94,Nevada,13,54,1248,23.11,0,4.2,96.0
94,95,Florida Atlantic,12,34,786,23.12,1,2.8,65.5
95,96,Wake Forest,12,19,441,23.21,1,1.6,36.8
96,97,Iowa State,13,41,952,23.22,0,3.2,73.2
97,97,Virginia Tech,13,45,1045,23.22,1,3.5,80.4
98,99,South Carolina,13,34,790,23.24,0,2.6,60.8
99,100,Michigan,13,48,1116,23.25,0,3.7,85.8
100,101,Colorado State,12,32,751,23.47,0,2.7,62.6
101,102,North Carolina,12,66,1552,23.52,3,5.5,129.3
102,103,West Virginia,13,66,1561,23.65,1,5.1,120.1
103,104,South Florida,12,18,427,23.72,0,1.5,35.6
104,105,East Carolina,13,47,1117,23.77,2,3.6,85.9
105,105,Georgia Tech,14,66,1569,23.77,0,4.7,112.1
106,107,Middle Tennessee,12,53,1262,23.81,0,4.4,105.2
107,108,Buffalo,12,33,786,23.82,2,2.8,65.5
108,109,Clemson,13,47,1123,23.89,0,3.6,86.4
109,110,Kansas State,13,59,1427,24.19,3,4.5,109.8
110,111,Michigan State,13,29,702,24.21,0,2.2,54.0
111,112,San Diego State,13,42,1023,24.36,1,3.2,78.7
112,113,Mississippi,13,42,1030,24.52,2,3.2,79.2
113,114,Louisville,13,72,1775,24.65,2,5.5,136.5
114,115,Oklahoma State,13,34,845,24.85,2,2.6,65.0
115,116,Marshall,12,69,1735,25.14,3,5.8,144.6
116,117,Army,12,22,554,25.18,1,1.8,46.2
117,118,Southern Mississippi,12,37,940,25.41,1,3.1,78.3
118,119,New Mexico,13,31,790,25.48,1,2.4,60.8
119,120,UAB,12,32,816,25.50,0,2.7,68.0
120,121,North Texas,12,26,690,26.54,1,2.2,57.5
121,122,California,12,39,1047,26.85,2,3.3,87.3
122,123,Virginia,12,29,797,27.48,2,2.4,66.4
123,124,Colorado,12,30,836,27.87,2,2.5,69.7
