,Rank,Name,G,Att,Comp,Pct.,Yards,Yards/Att,TD,Int,Rating,Att/G,Yards/G
25,26,North Carolina,12,441,287,65.1,3501,7.9,29,7,150.30,36.8,291.8
26,27,Louisiana-Monroe,13,539,343,63.6,3779,7.0,33,15,137.16,41.5,290.7
27,28,Western Michigan,12,511,304,59.5,3477,6.8,28,21,126.50,42.6,289.8
28,29,Syracuse,13,474,296,62.4,3761,7.9,26,10,142.98,36.5,289.3
29,30,Georgia,14,399,254,63.7,3991,10.0,37,11,172.78,28.5,285.1
30,31,Duke,13,551,352,63.9,3691,6.7,27,12,131.96,42.4,283.9
31,32,USC,13,461,284,61.6,3670,8.0,39,20,147.72,35.5,282.3
32,33,Tulane,12,536,310,57.8,3359,6.3,23,20,117.18,44.7,279.9
33,34,UCLA,14,496,324,65.3,3860,7.8,29,11,145.55,35.4,275.7
34,35,Penn State,12,456,272,59.6,3283,7.2,24,5,135.31,38.0,273.6
35,36,East Carolina,13,488,319,65.4,3551,7.3,25,14,137.67,37.5,273.2
36,37,Virginia,12,474,276,58.2,3216,6.8,23,15,124.90,39.5,268.0
37,38,Utah State,13,420,285,67.9,3445,8.2,27,10,153.22,32.3,265.0
38,38,Wyoming,12,411,249,60.6,3180,7.7,29,8,144.96,34.3,265.0
39,40,Florida State,14,428,288,67.3,3709,8.7,24,10,153.91,30.6,264.9
40,41,Louisiana-Lafayette,13,393,242,61.6,3399,8.6,22,9,148.12,30.2,261.5
41,42,Texas,13,398,267,67.1,3380,8.5,25,11,153.62,30.6,260.0
42,43,Arizona State,13,413,275,66.6,3370,8.2,33,12,155.69,31.8,259.2
43,44,Arkansas State,13,411,278,67.6,3367,8.2,25,5,154.09,31.6,259.0
44,45,Boston College,12,473,256,54.1,3102,6.6,18,13,116.27,39.4,258.5
45,46,Pittsburgh,13,395,258,65.3,3341,8.5,21,3,152.39,30.4,257.0
46,47,Ball State,13,492,319,64.8,3302,6.7,28,10,135.92,37.8,254.0
47,48,Toledo,13,441,271,61.5,3276,7.4,19,11,133.08,33.9,252.0
48,49,Mississippi,13,409,259,63.3,3247,7.9,24,18,140.58,31.5,249.8
49,50,BYU,13,498,296,59.4,3214,6.5,25,17,123.39,38.3,247.2
50,51,Nevada,13,406,271,66.7,3170,7.8,24,10,146.92,31.2,243.8
51,51,Central Michigan,13,413,244,59.1,3170,7.7,23,9,137.58,31.8,243.8
52,53,Ohio,13,402,250,62.2,3139,7.8,23,5,144.17,30.9,241.5
53,54,UTSA,10,329,194,59.0,2403,7.3,21,7,137.12,32.9,240.3
54,55,Cincinnati,13,371,210,56.6,3104,8.4,25,11,143.19,28.5,238.8
55,56,Purdue,13,482,296,61.4,3100,6.4,30,14,130.17,37.1,238.5
56,57,Florida International,12,369,219,59.3,2861,7.8,17,6,136.43,30.8,238.4
57,58,South Carolina,13,365,225,61.6,3095,8.5,29,9,154.15,28.1,238.1
58,59,Mississippi State,13,424,249,58.7,3091,7.3,28,10,137.04,32.6,237.8
59,59,New Mexico State,12,402,215,53.5,2853,7.1,19,11,123.22,33.5,237.8
60,61,Florida Atlantic,12,416,265,63.7,2851,6.9,18,6,132.67,34.7,237.6
61,62,TCU,13,402,237,59.0,3075,7.6,26,12,138.58,30.9,236.5
62,63,SMU,13,516,273,52.9,3059,5.9,16,15,107.13,39.7,235.3
63,64,Northern Illinois,14,410,245,59.8,3239,7.9,26,6,144.12,29.3,231.4
64,65,Virginia Tech,13,437,224,51.3,3002,6.9,18,17,114.78,33.6,230.9
65,66,Connecticut,12,388,219,56.4,2765,7.1,10,18,115.52,32.3,230.4
66,67,UCF,14,412,257,62.4,3158,7.7,28,7,145.80,29.4,225.6
67,67,Rice,13,401,236,58.9,2933,7.3,19,5,133.44,30.8,225.6
68,69,Idaho,12,449,262,58.4,2690,6.0,15,22,109.90,37.4,224.2
69,70,UTEP,12,376,198,52.7,2688,7.1,16,13,119.84,31.3,224.0
70,71,Boise State,13,394,263,66.8,2901,7.4,20,7,141.80,30.3,223.2
71,72,Notre Dame,13,388,226,58.2,2896,7.5,14,8,128.74,29.8,222.8
72,73,Oregon,13,373,250,67.0,2888,7.7,35,9,158.19,28.7,222.2
73,74,North Texas,12,375,214,57.1,2629,7.0,14,14,120.81,31.3,219.1
74,75,UNLV,13,467,250,53.5,2839,6.1,18,17,110.03,35.9,218.4
75,76,Alabama,14,328,219,66.8,3052,9.3,31,3,174.29,23.4,218.0
76,77,Missouri,12,414,228,55.1,2615,6.3,15,14,113.32,34.5,217.9
77,78,Middle Tennessee,12,344,217,63.1,2593,7.5,16,8,137.10,28.7,216.1
78,79,South Florida,12,410,226,55.1,2586,6.3,14,15,112.05,34.2,215.5
79,80,Iowa State,13,458,266,58.1,2783,6.1,28,17,121.88,35.2,214.1
80,81,Vanderbilt,13,350,207,59.1,2774,7.9,17,5,138.89,26.9,213.4
81,82,Washington,13,438,266,60.7,2767,6.3,19,14,121.72,33.7,212.8
82,83,Bowling Green,13,442,239,54.1,2757,6.2,16,13,112.54,34.0,212.1
83,84,Tulsa,14,471,248,52.7,2960,6.3,19,13,113.23,33.6,211.4
84,85,Colorado State,12,351,206,58.7,2522,7.2,17,15,126.47,29.3,210.2
85,86,Michigan State,13,465,244,52.5,2729,5.9,14,10,107.41,35.8,209.9
86,87,South Alabama,13,449,244,54.3,2728,6.1,16,16,110.01,34.5,209.8
87,88,Rutgers,13,392,223,56.9,2711,6.9,23,16,126.18,30.2,208.5
88,89,California,12,366,212,57.9,2499,6.8,13,13,119.90,30.5,208.3
89,90,Kansas State,13,315,203,64.4,2701,8.6,16,9,147.52,24.2,207.8
90,91,Nebraska,14,378,233,61.6,2904,7.7,24,13,140.25,27.0,207.4
91,92,Western Kentucky,13,335,213,63.6,2667,8.0,24,12,146.93,25.8,205.2
92,93,Wake Forest,12,427,239,56.0,2410,5.6,13,7,110.15,35.6,200.8
93,94,LSU,13,356,208,58.4,2607,7.3,12,7,127.13,27.4,200.5
94,95,Texas State,12,361,217,60.1,2405,6.7,17,8,127.18,30.1,200.4
95,96,Stanford,14,399,240,60.2,2802,7.0,19,10,129.84,28.5,200.1
96,97,Michigan,13,318,169,53.1,2591,8.1,20,19,130.39,24.5,199.3
97,97,Buffalo,12,380,196,51.6,2391,6.3,17,10,113.93,31.7,199.3
98,99,Colorado,12,403,223,55.3,2309,5.7,11,18,103.55,33.6,192.4
99,100,Utah,12,351,220,62.7,2288,6.5,16,9,127.35,29.3,190.7
100,101,Hawai'i,12,398,206,51.8,2266,5.7,12,13,103.00,33.2,188.8
101,102,Iowa,12,389,223,57.3,2249,5.8,7,8,107.72,32.4,187.4
102,103,Massachusetts,12,444,237,53.4,2240,5.0,9,19,93.89,37.0,186.7
103,104,Maryland,12,304,165,54.3,2181,7.2,17,12,125.10,25.3,181.8
104,105,Ohio State,12,278,161,57.9,2178,7.8,17,7,138.86,23.2,181.5
105,106,Kentucky,12,387,220,56.8,2115,5.5,13,10,108.67,32.3,176.3
106,107,San Diego State,13,309,182,58.9,2287,7.4,21,11,136.38,23.8,175.9
107,108,Eastern Michigan,12,308,159,51.6,2054,6.7,19,15,118.26,25.7,171.2
108,109,Minnesota,13,330,175,53.0,2203,6.7,19,15,119.02,25.4,169.5
109,110,Northwestern,13,369,231,62.6,2198,6.0,14,7,121.37,28.4,169.1
110,111,Illinois,12,354,223,63.0,2026,5.7,11,14,113.40,29.5,168.8
111,112,Southern Mississippi,12,313,151,48.2,2019,6.5,9,13,103.60,26.1,168.3
112,113,Memphis,12,283,182,64.3,1999,7.1,16,3,140.19,23.6,166.6
113,114,Kent State,14,358,198,55.3,2275,6.4,14,11,115.45,25.6,162.5
114,115,Wisconsin,14,291,170,58.4,2197,7.5,15,6,134.73,20.8,156.9
115,116,Auburn,12,257,147,57.2,1879,7.3,8,15,117.21,21.4,156.6
116,117,Kansas,12,313,148,47.3,1784,5.7,7,13,94.23,26.1,148.7
117,118,Florida,13,288,183,63.5,1902,6.6,13,5,130.44,22.2,146.3
118,119,Georgia Tech,14,194,102,52.6,1818,9.4,12,8,143.46,13.9,129.9
119,120,Temple,11,221,116,52.5,1329,6.0,10,6,112.51,20.1,120.8
120,121,Navy,13,172,99,57.6,1362,7.9,11,5,139.37,13.2,104.8
121,122,Air Force,13,151,83,55.0,1334,8.8,9,8,138.25,11.6,102.6
122,123,New Mexico,13,154,79,51.3,895,5.8,5,4,105.65,11.8,68.8
123,124,Army,12,115,51,44.3,797,6.9,3,2,107.69,9.6,66.4
