,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,LSU,13,27,24,88.9,2.1,1.8
1,2,Utah State,13,19,17,89.5,1.5,1.3
2,3,Ball State,13,48,43,89.6,3.7,3.3
3,4,Ohio State,12,29,26,89.7,2.4,2.2
4,5,Florida,13,20,18,90.0,1.5,1.4
5,5,Tulsa,14,40,36,90.0,2.9,2.6
6,5,San Diego State,13,40,36,90.0,3.1,2.8
7,8,Texas A&M,13,32,29,90.6,2.5,2.2
8,9,BYU,13,22,20,90.9,1.7,1.5
9,9,Georgia,14,33,30,90.9,2.4,2.1
10,11,Kentucky,12,45,41,91.1,3.8,3.4
11,12,Oklahoma,13,36,33,91.7,2.8,2.5
12,12,North Carolina State,13,36,33,91.7,2.8,2.5
13,12,South Florida,12,36,33,91.7,3.0,2.8
14,15,New Mexico State,12,61,56,91.8,5.1,4.7
15,16,Tennessee,12,50,46,92.0,4.2,3.8
16,17,Arizona State,13,39,36,92.3,3.0,2.8
17,18,Navy,13,40,37,92.5,3.1,2.8
18,19,Connecticut,12,27,25,92.6,2.3,2.1
19,20,SMU,13,41,38,92.7,3.2,2.9
20,20,Troy,12,41,38,92.7,3.4,3.2
21,22,Buffalo,12,42,39,92.9,3.5,3.3
22,23,Northern Illinois,14,29,27,93.1,2.1,1.9
23,24,Southern Mississippi,12,59,55,93.2,4.9,4.6
24,25,Wisconsin,14,31,29,93.5,2.2,2.1
25,25,UCLA,14,46,43,93.5,3.3,3.1
26,27,Rice,13,47,44,93.6,3.6,3.4
27,28,Washington,13,33,31,93.9,2.5,2.4
28,28,San Jose State,13,33,31,93.9,2.5,2.4
29,28,TCU,13,33,31,93.9,2.5,2.4
30,28,Marshall,12,66,62,93.9,5.5,5.2
31,32,Iowa State,13,34,32,94.1,2.6,2.5
32,33,Arkansas State,13,35,33,94.3,2.7,2.5
33,34,Rutgers,13,18,17,94.4,1.4,1.3
34,34,Colorado,12,71,67,94.4,5.9,5.6
35,36,Alabama,14,19,18,94.7,1.4,1.3
36,36,UCF,14,38,36,94.7,2.7,2.6
37,36,Hawai'i,12,57,54,94.7,4.8,4.5
38,39,Syracuse,13,39,37,94.9,3.0,2.8
39,39,Louisiana Tech,12,59,56,94.9,4.9,4.7
40,41,Maryland,12,40,38,95.0,3.3,3.2
41,42,Toledo,13,41,39,95.1,3.2,3.0
42,42,Miami (Florida),12,41,39,95.1,3.4,3.3
43,42,Virginia,12,41,39,95.1,3.4,3.3
44,45,Mississippi,13,42,40,95.2,3.2,3.1
45,45,Texas,13,42,40,95.2,3.2,3.1
46,45,North Texas,12,42,40,95.2,3.5,3.3
47,48,Air Force,13,43,41,95.3,3.3,3.2
48,48,Boston College,12,43,41,95.3,3.6,3.4
49,50,Cincinnati,13,22,21,95.5,1.7,1.6
50,51,Bowling Green,13,23,22,95.7,1.8,1.7
51,51,Arkansas,12,46,44,95.7,3.8,3.7
52,51,Florida International,12,46,44,95.7,3.8,3.7
53,54,Wake Forest,12,48,46,95.8,4.0,3.8
54,55,Purdue,13,49,47,95.9,3.8,3.6
55,55,Washington State,12,49,47,95.9,4.1,3.9
56,57,South Carolina,13,25,24,96.0,1.9,1.8
57,58,Nevada,13,51,49,96.1,3.9,3.8
58,59,UNLV,13,53,51,96.2,4.1,3.9
59,59,California,12,52,50,96.2,4.3,4.2
60,59,Texas State,12,53,51,96.2,4.4,4.3
61,62,Penn State,12,27,26,96.3,2.3,2.2
62,63,UAB,12,55,53,96.4,4.6,4.4
63,64,Eastern Michigan,12,57,55,96.5,4.8,4.6
64,65,Pittsburgh,13,30,29,96.7,2.3,2.2
65,65,Iowa,12,30,29,96.7,2.5,2.4
66,67,Kansas State,13,31,30,96.8,2.4,2.3
67,68,Oregon,13,33,32,97.0,2.5,2.5
68,69,USC,13,35,34,97.1,2.7,2.6
69,70,Fresno State,13,36,35,97.2,2.8,2.7
70,71,Mississippi State,13,37,36,97.3,2.8,2.8
71,72,Western Kentucky,13,39,38,97.4,3.0,2.9
72,72,Clemson,13,39,38,97.4,3.0,2.9
73,72,Utah,12,38,37,97.4,3.2,3.1
74,75,Kent State,14,40,39,97.5,2.9,2.8
75,75,Western Michigan,12,40,39,97.5,3.3,3.3
76,77,Middle Tennessee,12,41,40,97.6,3.4,3.3
77,77,Missouri,12,41,40,97.6,3.4,3.3
78,77,Temple,11,41,40,97.6,3.7,3.6
79,77,UTSA,10,42,41,97.6,4.2,4.1
80,81,Memphis,12,43,42,97.7,3.6,3.5
81,81,UTEP,12,44,43,97.7,3.7,3.6
82,83,Colorado State,12,45,44,97.8,3.8,3.7
83,84,Nebraska,14,48,47,97.9,3.4,3.4
84,84,Louisiana-Monroe,13,47,46,97.9,3.6,3.5
85,84,Florida Atlantic,12,47,46,97.9,3.9,3.8
86,87,East Carolina,13,50,49,98.0,3.8,3.8
87,87,New Mexico,13,51,50,98.0,3.9,3.8
88,87,Texas Tech,13,51,50,98.0,3.9,3.8
89,87,Akron,12,50,49,98.0,4.2,4.1
90,87,Wyoming,12,51,50,98.0,4.3,4.2
91,92,Miami (Ohio),12,53,52,98.1,4.4,4.3
92,92,Kansas,12,53,52,98.1,4.4,4.3
93,92,Houston,12,53,52,98.1,4.4,4.3
94,95,Indiana,12,55,54,98.2,4.6,4.5
95,95,Tulane,12,57,56,98.2,4.8,4.7
96,97,Duke,13,58,57,98.3,4.5,4.4
97,98,Idaho,12,67,66,98.5,5.6,5.5
98,99,Notre Dame,13,16,16,100.0,1.2,1.2
99,99,Michigan State,13,20,20,100.0,1.5,1.5
100,99,Florida State,14,21,21,100.0,1.5,1.5
101,99,Vanderbilt,13,23,23,100.0,1.8,1.8
102,99,Boise State,13,23,23,100.0,1.8,1.8
103,99,Michigan,13,25,25,100.0,1.9,1.9
104,99,Stanford,14,26,26,100.0,1.9,1.9
105,99,Northwestern,13,28,28,100.0,2.2,2.2
106,99,Oregon State,13,32,32,100.0,2.5,2.5
107,99,Virginia Tech,13,34,34,100.0,2.6,2.6
108,99,North Carolina,12,33,33,100.0,2.8,2.8
109,99,Louisville,13,37,37,100.0,2.8,2.8
110,99,Minnesota,13,39,39,100.0,3.0,3.0
111,99,Georgia Tech,14,44,44,100.0,3.1,3.1
112,99,Ohio,13,41,41,100.0,3.2,3.2
113,99,Louisiana-Lafayette,13,41,41,100.0,3.2,3.2
114,99,Oklahoma State,13,42,42,100.0,3.2,3.2
115,99,South Alabama,13,45,45,100.0,3.5,3.5
116,99,Auburn,12,44,44,100.0,3.7,3.7
117,99,Central Michigan,13,52,52,100.0,4.0,4.0
118,99,Illinois,12,50,50,100.0,4.2,4.2
119,99,Arizona,13,56,56,100.0,4.3,4.3
120,99,Army,12,55,55,100.0,4.6,4.6
121,99,West Virginia,13,61,61,100.0,4.7,4.7
122,99,Baylor,13,64,64,100.0,4.9,4.9
123,99,Massachusetts,12,63,63,100.0,5.3,5.3
