,Rank,Name,G,TD,FG,1XP,2XP,Safety,Points,Points/G
0,1,Louisiana Tech,12,84,12,76,1,0,618,51.5
1,2,Oregon,13,89,7,82,4,0,645,49.6
2,3,Oklahoma State,13,73,28,72,0,0,594,45.7
3,4,Texas A&M,13,78,13,69,1,0,578,44.5
4,4,Baylor,13,76,16,72,1,0,578,44.5
5,6,Clemson,13,68,19,60,3,1,533,41.0
6,7,Marshall,12,65,13,60,1,0,491,40.9
7,8,North Carolina,12,62,17,56,4,0,487,40.6
8,9,West Virginia,13,69,11,64,1,0,513,39.5
9,10,Florida State,14,68,25,65,1,0,550,39.3
10,11,Kansas State,13,64,19,64,0,0,505,38.8
11,12,Alabama,14,71,15,69,1,0,542,38.7
12,13,Northern Illinois,14,71,15,69,0,0,540,38.6
13,14,Arizona State,13,65,15,60,1,1,499,38.4
14,15,Arizona,13,65,14,58,3,0,496,38.2
15,15,Oklahoma,13,64,17,57,1,1,496,38.2
16,17,Fresno State,13,66,12,57,2,0,493,37.9
17,18,Georgia,14,72,8,63,3,2,529,37.8
18,18,Nevada,13,66,10,64,1,0,492,37.8
19,20,Texas Tech,13,62,18,59,1,0,487,37.5
20,21,Ohio State,12,60,8,56,3,0,446,37.2
21,22,Tennessee,12,56,15,49,1,1,434,36.2
22,23,Texas,13,62,11,57,1,0,464,35.7
23,24,Louisiana-Lafayette,13,58,20,53,0,0,461,35.5
24,25,UCF,14,67,10,60,1,1,496,35.4
25,26,Utah State,13,59,14,56,0,1,454,34.9
26,26,Arkansas State,13,58,17,53,1,0,454,34.9
27,28,Nebraska,14,61,20,59,0,1,487,34.8
28,28,San Jose State,13,57,18,54,0,1,452,34.8
29,30,Tulsa,14,65,12,52,3,1,486,34.7
30,31,UCLA,14,62,16,56,1,2,482,34.4
31,32,Louisiana-Monroe,13,61,5,57,1,0,440,33.8
32,33,Georgia Tech,14,63,11,57,1,0,470,33.6
33,33,Ball State,13,52,25,50,0,0,437,33.6
34,35,Kent State,14,58,19,58,0,0,463,33.1
35,36,San Diego State,13,57,10,51,2,0,427,32.8
36,37,Oregon State,13,54,16,51,0,0,423,32.5
37,38,Houston,12,47,20,45,1,0,389,32.4
38,39,Cincinnati,13,53,17,51,0,0,420,32.3
39,40,USC,13,56,10,47,2,0,417,32.1
40,41,Rice,13,50,23,45,0,0,414,31.8
41,42,Northwestern,13,50,20,50,0,1,412,31.7
42,42,Ohio,13,49,23,49,0,0,412,31.7
43,44,South Carolina,13,54,11,51,1,0,410,31.5
44,44,Duke,13,50,20,46,2,0,410,31.5
45,44,Toledo,13,49,24,44,0,0,410,31.5
46,44,East Carolina,13,52,15,50,1,0,409,31.5
47,44,Mississippi,13,51,18,49,0,0,409,31.5
48,49,Miami (Florida),12,45,19,42,1,3,377,31.4
49,50,Louisville,13,51,18,41,2,0,405,31.2
50,51,Indiana,12,46,15,42,3,0,369,30.8
51,52,Troy,12,45,17,40,2,1,367,30.6
52,53,SMU,13,49,18,47,0,1,397,30.5
53,54,Boise State,13,50,15,42,3,0,393,30.2
54,55,Syracuse,13,49,15,43,2,2,390,30.0
55,55,Vanderbilt,13,47,20,46,0,1,390,30.0
56,57,Michigan,13,48,18,46,0,0,388,29.8
57,57,LSU,13,46,21,44,1,1,387,29.8
58,59,Wisconsin,14,55,10,52,1,0,414,29.6
59,60,Mississippi State,13,49,14,47,0,0,383,29.5
60,61,Western Michigan,12,46,10,42,1,1,352,29.3
61,62,Penn State,12,44,14,39,2,0,349,29.1
62,62,UTSA,10,36,13,34,1,0,291,29.1
63,64,Central Michigan,13,47,15,44,1,1,375,28.8
64,65,BYU,13,50,10,43,0,0,373,28.7
65,65,Purdue,13,50,9,44,0,1,373,28.7
66,67,Texas State,12,44,12,43,0,0,343,28.6
67,68,TCU,13,43,22,42,1,0,368,28.3
68,68,UAB,12,43,14,39,0,0,339,28.3
69,70,Western Kentucky,13,48,10,44,1,1,366,28.2
70,71,North Carolina State,13,47,13,44,0,0,365,28.1
71,72,Stanford,14,49,17,45,0,0,390,27.9
72,73,Air Force,13,49,4,46,2,0,356,27.4
73,74,Wyoming,12,43,7,35,4,0,322,26.8
74,75,Utah,12,42,8,38,3,0,320,26.7
75,76,Pittsburgh,13,41,20,40,0,0,346,26.6
76,76,Middle Tennessee,12,38,17,36,2,0,319,26.6
77,78,Florida,13,39,24,36,1,0,344,26.5
78,79,Akron,12,41,9,38,1,0,313,26.1
79,80,New Mexico,13,44,9,40,2,0,335,25.8
80,80,Notre Dame,13,38,24,33,1,0,335,25.8
81,80,Missouri,12,39,14,33,0,0,309,25.8
82,83,Virginia Tech,13,38,20,34,1,1,326,25.1
83,84,Navy,13,42,10,41,1,0,325,25.0
