,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Tulane,12,21,21,100.0,1.8,1.8
1,2,Northwestern,13,21,20,95.2,1.6,1.5
2,3,San Jose State,13,19,18,94.7,1.5,1.4
3,4,Boston College,12,20,18,90.0,1.7,1.5
4,4,Colorado State,12,10,9,90.0,0.8,0.8
5,6,Oregon State,13,18,16,88.9,1.4,1.2
6,7,Duke,13,23,20,87.0,1.8,1.5
7,7,Louisiana-Lafayette,13,23,20,87.0,1.8,1.5
8,9,Clemson,13,22,19,86.4,1.7,1.5
9,10,Michigan,13,21,18,85.7,1.6,1.4
10,10,UNLV,13,14,12,85.7,1.1,0.9
11,12,Florida State,14,30,25,83.3,2.1,1.8
12,12,Vanderbilt,13,24,20,83.3,1.8,1.5
13,12,Miami (Ohio),12,18,15,83.3,1.5,1.3
14,12,Eastern Michigan,12,12,10,83.3,1.0,0.8
15,16,Florida,13,29,24,82.8,2.2,1.8
16,16,Toledo,13,29,24,82.8,2.2,1.8
17,18,Kansas State,13,23,19,82.6,1.8,1.5
18,19,Oklahoma State,13,34,28,82.4,2.6,2.2
19,19,Temple,11,17,14,82.4,1.5,1.3
20,19,UAB,12,17,14,82.4,1.4,1.2
21,22,Marshall,12,16,13,81.3,1.3,1.1
22,23,Iowa,12,21,17,81.0,1.8,1.4
23,23,Troy,12,21,17,81.0,1.8,1.4
24,23,Arkansas State,13,21,17,81.0,1.6,1.3
25,23,Oklahoma,13,21,17,81.0,1.6,1.3
26,27,Houston,12,25,20,80.0,2.1,1.7
27,27,Virginia Tech,13,25,20,80.0,1.9,1.5
28,27,Fresno State,13,15,12,80.0,1.2,0.9
29,30,Rice,13,29,23,79.3,2.2,1.8
30,31,Tennessee,12,19,15,78.9,1.6,1.3
31,31,Northern Illinois,14,19,15,78.9,1.4,1.1
32,33,Auburn,12,14,11,78.6,1.2,0.9
33,34,South Florida,12,23,18,78.3,1.9,1.5
34,34,Louisville,13,23,18,78.3,1.8,1.4
35,36,Ball State,13,32,25,78.1,2.5,1.9
36,37,Middle Tennessee,12,22,17,77.3,1.8,1.4
37,37,North Carolina,12,22,17,77.3,1.8,1.4
38,37,Cincinnati,13,22,17,77.3,1.7,1.3
39,40,Massachusetts,12,13,10,76.9,1.1,0.8
40,40,Nevada,13,13,10,76.9,1.0,0.8
41,42,UTSA,10,17,13,76.5,1.7,1.3
42,43,Miami (Florida),12,25,19,76.0,2.1,1.6
43,43,Idaho,12,25,19,76.0,2.1,1.6
44,45,Notre Dame,13,32,24,75.0,2.5,1.8
45,45,Indiana,12,20,15,75.0,1.7,1.3
46,45,Central Michigan,13,20,15,75.0,1.5,1.2
47,45,East Carolina,13,20,15,75.0,1.5,1.2
48,45,Boise State,13,20,15,75.0,1.5,1.2
49,45,Alabama,14,20,15,75.0,1.4,1.1
50,45,Akron,12,12,9,75.0,1.0,0.8
51,45,Colorado,12,8,6,75.0,0.7,0.5
52,53,Ohio,13,31,23,74.2,2.4,1.8
53,54,South Alabama,13,27,20,74.1,2.1,1.5
54,54,Pittsburgh,13,27,20,74.1,2.1,1.5
55,54,Nebraska,14,27,20,74.1,1.9,1.4
56,57,TCU,13,30,22,73.3,2.3,1.7
57,57,Buffalo,12,15,11,73.3,1.3,0.9
58,59,Kent State,14,26,19,73.1,1.9,1.4
59,60,UCLA,14,22,16,72.7,1.6,1.1
60,60,Ohio State,12,11,8,72.7,0.9,0.7
61,62,LSU,13,29,21,72.4,2.2,1.6
62,63,Texas Tech,13,25,18,72.0,1.9,1.4
63,64,Michigan State,13,32,23,71.9,2.5,1.8
64,65,San Diego State,13,14,10,71.4,1.1,0.8
65,65,UCF,14,14,10,71.4,1.0,0.7
66,67,Texas State,12,17,12,70.6,1.4,1.0
67,68,Washington State,12,20,14,70.0,1.7,1.2
