,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Alabama,14,28,7,1,0,0,0,0,0,0
1,2,Connecticut,12,33,10,2,0,0,0,0,0,0
2,2,UTSA,10,33,6,4,3,1,1,0,0,0
3,4,Florida State,14,34,11,5,0,0,0,0,0,0
4,4,Ohio State,12,34,13,7,6,5,3,2,1,0
5,6,TCU,13,35,10,5,3,1,1,0,0,0
6,7,BYU,13,37,9,3,1,1,0,0,0,0
7,8,Utah State,13,39,4,2,0,0,0,0,0,0
8,9,LSU,13,40,7,2,2,1,0,0,0,0
9,10,Michigan State,13,41,12,8,3,2,1,1,0,0
10,11,Florida,13,43,9,0,0,0,0,0,0,0
11,11,San Jose State,13,43,13,9,5,3,2,2,2,0
12,13,Notre Dame,13,44,10,3,2,1,0,0,0,0
13,14,Buffalo,12,47,14,8,6,4,0,0,0,0
14,14,Maryland,12,47,13,3,3,0,0,0,0,0
15,14,SMU,13,47,12,6,2,1,0,0,0,0
16,14,Wisconsin,14,47,10,3,2,2,2,2,1,0
17,18,Iowa,12,48,10,6,4,3,2,2,0,0
18,18,Penn State,12,48,11,5,1,1,0,0,0,0
19,20,Boise State,13,49,17,7,4,2,1,1,0,0
20,21,Virginia,12,50,14,8,5,4,2,1,0,0
21,21,Wake Forest,12,50,14,7,5,4,4,3,2,1
22,23,Pittsburgh,13,51,11,6,4,4,2,1,0,0
23,23,Rutgers,13,51,9,1,1,0,0,0,0,0
24,23,Stanford,14,51,14,9,4,3,2,1,0,0
25,26,North Texas,12,52,22,10,7,5,2,1,0,0
26,27,Bowling Green,13,53,13,6,3,2,2,2,0,0
27,27,Kentucky,12,53,12,6,3,0,0,0,0,0
28,29,Cincinnati,13,54,11,4,3,2,1,0,0,0
29,29,Kent State,14,54,13,7,5,3,2,0,0,0
30,29,Memphis,12,54,15,8,4,4,1,1,1,0
31,29,Northwestern,13,54,11,2,2,2,0,0,0,0
32,29,Washington,13,54,17,6,3,2,1,0,0,0
33,34,Tulsa,14,55,14,7,4,3,2,1,0,0
34,34,Utah,12,55,13,2,1,1,0,0,0,0
35,36,Arkansas,12,56,11,2,2,2,1,0,0,0
36,37,Arkansas State,13,58,18,8,4,0,0,0,0,0
37,37,Mississippi,13,58,16,6,2,2,1,0,0,0
38,37,South Carolina,13,58,6,2,1,1,0,0,0,0
39,37,Texas A&M,13,58,14,3,1,0,0,0,0,0
40,41,North Carolina,12,59,9,3,1,1,1,1,0,0
41,41,Oregon State,13,59,20,6,3,2,1,0,0,0
42,41,Troy,12,59,18,12,6,5,2,2,1,1
43,44,Florida International,12,60,10,4,1,1,1,1,0,0
44,44,Missouri,12,60,14,6,3,1,1,1,0,0
45,44,Northern Illinois,14,60,10,3,1,1,1,0,0,0
46,44,Virginia Tech,13,60,13,7,4,3,2,0,0,0
47,48,Kansas State,13,61,8,4,3,1,1,1,1,0
48,48,Middle Tennessee,12,61,14,3,2,1,1,0,0,0
49,48,South Alabama,13,61,22,9,5,3,1,1,1,0
50,51,Louisiana-Monroe,13,62,15,5,3,2,1,0,0,0
51,51,Louisville,13,62,12,6,4,2,0,0,0,0
52,51,San Diego State,13,62,12,4,1,1,1,0,0,0
53,51,Syracuse,13,62,13,8,5,4,3,3,1,0
54,51,West Virginia,13,62,14,6,5,2,1,0,0,0
55,56,UCLA,14,63,18,12,7,3,3,2,2,1
56,56,Washington State,12,63,11,4,3,2,2,2,2,0
57,58,California,12,64,11,8,5,2,1,0,0,0
58,58,Central Michigan,13,64,19,11,7,3,0,0,0,0
59,58,Hawai'i,12,64,19,10,6,6,2,1,0,0
60,58,Louisiana Tech,12,64,17,10,6,3,2,1,0,0
61,58,Michigan,13,64,10,4,3,1,1,0,0,0
62,58,Minnesota,13,64,23,11,8,0,0,0,0,0
63,58,Oklahoma State,13,64,10,4,2,1,1,1,0,0
64,58,Tennessee,12,64,21,12,10,6,5,5,1,0
65,58,Vanderbilt,13,64,17,7,3,3,1,1,0,0
66,58,Western Michigan,12,64,17,4,3,1,0,0,0,0
67,68,Florida Atlantic,12,65,21,8,3,1,1,1,0,0
68,68,UTEP,12,65,14,8,4,2,2,1,1,0
69,70,East Carolina,13,66,14,6,2,2,1,0,0,0
70,70,Fresno State,13,66,22,12,6,3,1,0,0,0
71,70,Idaho,12,66,25,9,7,3,2,1,0,0
72,70,Louisiana-Lafayette,13,66,13,6,2,1,0,0,0,0
73,70,Western Kentucky,13,66,17,7,4,3,2,0,0,0
74,75,Rice,13,67,21,13,7,5,4,4,0,0
75,76,Colorado State,12,68,14,8,6,4,1,1,1,0
76,76,Nebraska,14,68,26,13,10,8,4,2,1,0
77,76,North Carolina State,13,68,18,7,4,2,2,0,0,0
78,76,UCF,14,68,14,6,1,1,1,0,0,0
79,80,Auburn,12,69,27,13,4,2,2,0,0,0
80,80,Boston College,12,69,13,5,4,3,0,0,0,0
81,80,Clemson,13,69,24,13,6,2,0,0,0,0
82,80,Oregon,13,69,11,2,0,0,0,0,0,0
83,80,South Florida,12,69,9,4,3,0,0,0,0,0
84,85,Illinois,12,70,14,6,4,3,2,0,0,0
85,86,Marshall,12,71,20,8,6,2,2,2,0,0
86,86,Ohio,13,71,12,4,2,1,1,0,0,0
87,86,Toledo,13,71,22,12,9,7,4,2,0,0
88,86,UAB,12,71,16,10,6,2,0,0,0,0
89,90,Air Force,13,72,16,9,6,5,3,2,0,0
90,90,Mississippi State,13,72,13,6,0,0,0,0,0,0
91,90,Oklahoma,13,72,23,14,7,5,3,2,0,0
92,93,Baylor,13,73,16,7,5,4,1,1,1,0
93,93,Georgia Tech,14,73,14,4,2,1,1,0,0,0
94,93,USC,13,73,12,4,3,2,0,0,0,0
95,96,Iowa State,13,74,12,4,4,3,2,1,0,0
96,97,Duke,13,75,22,8,4,2,2,1,1,0
97,97,Houston,12,75,20,6,5,3,2,1,0,0
98,97,Navy,13,75,12,4,2,1,0,0,0,0
99,100,Kansas,12,76,25,13,6,1,1,1,1,1
100,100,Nevada,13,76,25,11,4,2,1,1,0,0
101,100,Temple,11,76,16,9,3,1,0,0,0,0
102,103,Texas Tech,13,77,17,8,4,1,1,0,0,0
103,104,New Mexico,13,78,21,11,6,4,3,1,0,0
104,104,New Mexico State,12,78,27,14,6,4,4,3,1,0
105,106,Wyoming,12,79,22,11,6,4,3,2,1,0
106,107,Eastern Michigan,12,81,30,17,14,10,5,4,1,0
107,107,Miami (Florida),12,81,20,10,3,2,1,1,0,0
108,107,Purdue,13,81,24,8,5,4,1,0,0,0
109,107,UNLV,13,81,15,5,2,1,1,0,0,0
110,111,Arizona State,13,82,25,15,6,4,2,2,1,0
111,111,Georgia,14,82,22,7,3,0,0,0,0,0
112,113,Arizona,13,83,12,4,2,2,0,0,0,0
113,114,Texas State,12,84,28,15,5,3,1,0,0,0
114,115,Army,12,85,26,15,10,5,5,3,3,1
115,115,Ball State,13,85,27,8,4,2,1,1,0,0
116,115,Massachusetts,12,85,18,8,6,5,3,1,0,0
117,118,Colorado,12,87,33,13,9,3,3,2,1,1
118,119,Akron,12,88,18,10,5,1,1,1,0,0
119,119,Southern Mississippi,12,88,21,11,6,3,1,0,0,0
120,121,Miami (Ohio),12,91,25,10,6,3,1,0,0,0
121,122,Texas,13,93,25,8,6,4,3,1,1,1
122,123,Indiana,12,98,26,8,6,5,2,0,0,0
123,123,Tulane,12,98,22,8,6,1,1,1,0,0
