,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Oklahoma State,13,72,72,100.0,5.5,5.5
1,1,Baylor,13,72,72,100.0,5.5,5.5
2,1,Marshall,12,60,60,100.0,5.0,5.0
3,1,Kansas State,13,64,64,100.0,4.9,4.9
4,1,North Carolina,12,56,56,100.0,4.7,4.7
5,1,Texas Tech,13,59,59,100.0,4.5,4.5
6,1,Nebraska,14,59,59,100.0,4.2,4.2
7,1,Kent State,14,58,58,100.0,4.1,4.1
8,1,South Carolina,13,51,51,100.0,3.9,3.9
9,1,Northwestern,13,50,50,100.0,3.8,3.8
10,1,East Carolina,13,50,50,100.0,3.8,3.8
11,1,Ohio,13,49,49,100.0,3.8,3.8
12,1,Mississippi,13,49,49,100.0,3.8,3.8
13,1,Houston,12,45,45,100.0,3.8,3.8
14,1,Michigan,13,46,46,100.0,3.5,3.5
15,1,Miami (Florida),12,42,42,100.0,3.5,3.5
16,1,LSU,13,44,44,100.0,3.4,3.4
17,1,UTSA,10,34,34,100.0,3.4,3.4
18,1,Syracuse,13,43,43,100.0,3.3,3.3
19,1,TCU,13,42,42,100.0,3.2,3.2
20,1,Navy,13,41,41,100.0,3.2,3.2
21,1,New Mexico,13,40,40,100.0,3.1,3.1
22,1,Pittsburgh,13,40,40,100.0,3.1,3.1
23,1,Washington,13,39,39,100.0,3.0,3.0
24,1,Middle Tennessee,12,36,36,100.0,3.0,3.0
25,1,Arkansas,12,33,33,100.0,2.8,2.8
26,1,Virginia,12,32,32,100.0,2.7,2.7
27,1,New Mexico State,12,30,30,100.0,2.5,2.5
28,1,Hawai'i,12,29,29,100.0,2.4,2.4
29,1,Colorado,12,28,28,100.0,2.3,2.3
30,1,Auburn,12,27,27,100.0,2.3,2.3
31,1,Kentucky,12,27,27,100.0,2.3,2.3
32,1,Iowa,12,25,25,100.0,2.1,2.1
33,1,Boston College,12,24,24,100.0,2.0,2.0
34,1,Connecticut,12,24,24,100.0,2.0,2.0
35,1,Michigan State,13,25,25,100.0,1.9,1.9
36,1,South Alabama,13,24,24,100.0,1.8,1.8
37,1,Illinois,12,22,22,100.0,1.8,1.8
38,1,Idaho,12,19,19,100.0,1.6,1.6
39,40,Oregon,13,83,82,98.8,6.4,6.3
40,41,Alabama,14,70,69,98.6,5.0,4.9
41,41,Northern Illinois,14,70,69,98.6,5.0,4.9
42,43,Nevada,13,65,64,98.5,5.0,4.9
43,43,Florida State,14,66,65,98.5,4.7,4.6
44,45,Arizona,13,59,58,98.3,4.5,4.5
45,45,Louisiana-Monroe,13,58,57,98.3,4.5,4.4
46,47,Ohio State,12,57,56,98.2,4.8,4.7
47,48,San Diego State,13,52,51,98.1,4.0,3.9
48,49,Ball State,13,51,50,98.0,3.9,3.8
49,50,Mississippi State,13,48,47,97.9,3.7,3.6
50,50,Duke,13,47,46,97.9,3.6,3.5
51,50,Vanderbilt,13,47,46,97.9,3.6,3.5
52,50,Air Force,13,47,46,97.9,3.6,3.5
53,54,Central Michigan,13,45,44,97.8,3.5,3.4
54,54,Western Kentucky,13,45,44,97.8,3.5,3.4
55,54,Stanford,14,46,45,97.8,3.3,3.2
56,57,Texas State,12,44,43,97.7,3.7,3.6
57,57,Western Michigan,12,43,42,97.7,3.6,3.5
58,57,Indiana,12,43,42,97.7,3.6,3.5
59,60,Akron,12,39,38,97.4,3.3,3.2
60,60,Utah,12,39,38,97.4,3.3,3.2
61,62,Florida,13,37,36,97.3,2.8,2.8
62,63,Minnesota,13,34,33,97.1,2.6,2.5
63,64,West Virginia,13,66,64,97.0,5.1,4.9
64,64,Temple,11,33,32,97.0,3.0,2.9
65,64,UNLV,13,33,32,97.0,2.5,2.5
66,67,Arizona State,13,62,60,96.8,4.8,4.6
67,67,Clemson,13,62,60,96.8,4.8,4.6
68,69,Oklahoma,13,59,57,96.6,4.5,4.4
69,69,Utah State,13,58,56,96.6,4.5,4.3
70,69,North Texas,12,29,28,96.6,2.4,2.3
71,69,Buffalo,12,29,28,96.6,2.4,2.3
72,73,Southern Mississippi,12,28,27,96.4,2.3,2.3
73,74,Tulane,12,27,26,96.3,2.3,2.2
74,75,Cincinnati,13,53,51,96.2,4.1,3.9
75,75,Washington State,12,26,25,96.2,2.2,2.1
76,75,Kansas,12,26,25,96.2,2.2,2.1
77,78,USC,13,49,47,95.9,3.8,3.6
78,78,SMU,13,49,47,95.9,3.8,3.6
79,80,North Carolina State,13,46,44,95.7,3.5,3.4
80,81,Boise State,13,44,42,95.5,3.4,3.2
81,82,Troy,12,42,40,95.2,3.5,3.3
82,83,Penn State,12,41,39,95.1,3.4,3.3
83,83,UAB,12,41,39,95.1,3.4,3.3
84,85,Louisiana Tech,12,80,76,95.0,6.7,6.3
85,85,Texas,13,60,57,95.0,4.6,4.4
86,85,Georgia Tech,14,60,57,95.0,4.3,4.1
87,88,UCLA,14,59,56,94.9,4.2,4.0
88,89,San Jose State,13,57,54,94.7,4.4,4.2
89,89,Memphis,12,38,36,94.7,3.2,3.0
90,91,Arkansas State,13,56,53,94.6,4.3,4.1
91,91,Louisiana-Lafayette,13,56,53,94.6,4.3,4.1
92,91,Wyoming,12,37,35,94.6,3.1,2.9
93,91,Bowling Green,13,37,35,94.6,2.8,2.7
94,95,Wisconsin,14,55,52,94.5,3.9,3.7
95,96,Oregon State,13,54,51,94.4,4.2,3.9
96,96,Virginia Tech,13,36,34,94.4,2.8,2.6
97,98,Notre Dame,13,35,33,94.3,2.7,2.5
98,99,Georgia,14,67,63,94.0,4.8,4.5
99,100,Rice,13,48,45,93.8,3.7,3.5
100,101,Toledo,13,47,44,93.6,3.6,3.4
101,102,Colorado State,12,31,29,93.5,2.6,2.4
102,103,Florida Atlantic,12,30,28,93.3,2.5,2.3
103,104,Wake Forest,12,29,27,93.1,2.4,2.3
104,105,UTEP,12,28,26,92.9,2.3,2.2
105,105,Maryland,12,28,26,92.9,2.3,2.2
106,107,Iowa State,13,40,37,92.5,3.1,2.8
107,108,UCF,14,65,60,92.3,4.6,4.3
108,109,Miami (Ohio),12,25,23,92.0,2.1,1.9
109,110,Florida International,12,36,33,91.7,3.0,2.8
110,111,South Florida,12,23,21,91.3,1.9,1.8
111,112,California,12,33,30,90.9,2.8,2.5
112,112,Rutgers,13,33,30,90.9,2.5,2.3
113,114,Tennessee,12,54,49,90.7,4.5,4.1
114,115,Fresno State,13,63,57,90.5,4.8,4.4
115,116,Purdue,13,49,44,89.8,3.8,3.4
116,117,Texas A&M,13,77,69,89.6,5.9,5.3
117,118,Missouri,12,37,33,89.2,3.1,2.8
118,119,Louisville,13,46,41,89.1,3.5,3.2
119,120,Tulsa,14,59,52,88.1,4.2,3.7
120,121,BYU,13,49,43,87.8,3.8,3.3
121,122,Eastern Michigan,12,32,28,87.5,2.7,2.3
122,122,Massachusetts,12,16,14,87.5,1.3,1.2
123,124,Army,12,30,26,86.7,2.5,2.2
