,Rank,Name,G,Rush Yards,Pass Yards,Plays,Total Yards,Yards/Play,Yards/G
0,1,Alabama,14,1069,2431,837,3500,4.18,250.0
1,2,Florida State,14,1287,2266,922,3553,3.85,253.8
2,3,BYU,13,1130,2329,790,3459,4.38,266.1
3,4,Michigan State,13,1282,2285,816,3567,4.37,274.4
4,5,Florida,13,1229,2498,857,3727,4.35,286.7
5,6,Bowling Green,13,1385,2471,824,3856,4.68,296.6
6,7,Notre Dame,13,1374,2597,830,3971,4.78,305.5
7,8,LSU,13,1321,2678,897,3999,4.46,307.6
8,9,Connecticut,12,1175,2544,811,3719,4.59,309.9
9,10,Rutgers,13,1263,2788,882,4051,4.59,311.6
10,11,South Carolina,13,1569,2533,883,4102,4.65,315.5
11,12,Boise State,13,1900,2203,888,4103,4.62,315.6
12,13,Michigan,13,1957,2203,844,4160,4.93,320.0
13,14,Utah State,13,1479,2708,968,4187,4.33,322.1
14,15,Wisconsin,14,1805,2711,936,4516,4.82,322.6
15,16,TCU,13,1370,2841,856,4211,4.92,323.9
16,17,Pittsburgh,13,1773,2524,875,4297,4.91,330.5
17,18,Virginia Tech,13,1743,2588,906,4331,4.78,333.2
18,19,Vanderbilt,13,1848,2493,914,4341,4.75,333.9
19,20,Stanford,14,1358,3349,996,4707,4.73,336.2
20,21,Maryland,12,1552,2490,813,4042,4.97,336.8
21,22,Fresno State,13,2227,2173,930,4400,4.73,338.5
22,23,Louisville,13,1924,2500,831,4424,5.32,340.3
23,24,San Jose State,13,1589,2892,881,4481,5.09,344.7
24,25,Western Kentucky,13,1779,2727,850,4506,5.30,346.6
25,26,Tulsa,14,1674,3195,1001,4869,4.86,347.8
26,27,Arizona State,13,2377,2183,953,4560,4.78,350.8
27,28,Virginia,12,1739,2501,831,4240,5.10,353.3
28,29,Penn State,12,1541,2700,865,4241,4.90,353.4
29,30,Oregon State,13,1683,2919,893,4602,5.15,354.0
30,31,Washington,13,2081,2565,865,4646,5.37,357.4
31,32,Georgia,14,2550,2459,967,5009,5.18,357.8
32,33,Minnesota,13,2236,2426,882,4662,5.29,358.6
33,34,Ohio State,12,1393,2922,849,4315,5.08,359.6
34,35,Nebraska,14,2695,2354,963,5049,5.24,360.6
35,36,Utah,12,1538,2823,816,4361,5.34,363.4
36,37,Buffalo,12,1865,2499,842,4364,5.18,363.7
37,38,Texas Tech,13,2282,2493,888,4775,5.38,367.3
38,39,San Diego State,13,1735,3062,929,4797,5.16,369.0
39,40,Northern Illinois,14,2050,3121,1096,5171,4.72,369.4
40,41,Hawai'i,12,2281,2193,830,4474,5.39,372.8
41,42,UCF,14,2182,3048,1024,5230,5.11,373.6
42,43,Georgia Tech,14,2019,3217,920,5236,5.69,374.0
43,44,Oregon,13,1884,2979,985,4863,4.94,374.1
44,45,Mississippi,13,1681,3205,910,4886,5.37,375.8
45,46,Kansas State,13,1654,3235,905,4889,5.40,376.1
46,47,Syracuse,13,1866,3040,866,4906,5.67,377.4
47,48,Northwestern,13,1659,3257,937,4916,5.25,378.2
48,49,Iowa,12,1945,2634,826,4579,5.54,381.6
49,50,South Alabama,13,2138,2840,881,4978,5.65,382.9
50,51,Memphis,12,1675,2928,859,4603,5.36,383.6
51,52,Arkansas State,13,2033,2955,930,4988,5.36,383.7
52,53,Mississippi State,13,2153,2883,918,5036,5.49,387.4
53,54,Illinois,12,2327,2324,802,4651,5.80,387.6
54,55,Cincinnati,13,1763,3282,957,5045,5.27,388.1
55,56,Ohio,13,2077,2977,941,5054,5.37,388.8
56,57,North Carolina,12,1712,2963,898,4675,5.21,389.6
57,58,Texas A&M,13,1814,3259,972,5073,5.22,390.2
58,59,Missouri,12,1791,2897,852,4688,5.50,390.7
59,60,Kentucky,12,1940,2757,848,4697,5.54,391.4
60,61,USC,13,2171,2951,967,5122,5.30,394.0
61,62,Western Michigan,12,1862,2889,849,4751,5.60,395.9
62,63,SMU,13,1533,3616,958,5149,5.37,396.1
63,64,Clemson,13,2030,3124,913,5154,5.65,396.5
64,65,Oklahoma,13,2509,2684,905,5193,5.74,399.5
65,66,South Florida,12,1799,3023,867,4822,5.56,401.8
66,67,Florida International,12,1690,3145,865,4835,5.59,402.9
67,68,Texas,13,2488,2756,889,5244,5.90,403.4
68,69,North Carolina State,13,2012,3249,949,5261,5.54,404.7
69,70,Colorado State,12,2440,2427,884,4867,5.51,405.6
70,71,Florida Atlantic,12,2425,2443,790,4868,6.16,405.7
71,72,Navy,13,2516,2799,879,5315,6.05,408.8
72,73,Air Force,13,2584,2738,918,5322,5.80,409.4
73,74,Arkansas,12,1489,3430,859,4919,5.73,409.9
74,75,Kent State,14,1936,3808,1028,5744,5.59,410.3
75,76,North Texas,12,1959,3018,814,4977,6.11,414.8
76,77,Purdue,13,2365,3041,947,5406,5.71,415.8
77,78,UCLA,14,2315,3508,1040,5823,5.60,415.9
78,79,UTSA,10,1254,2927,696,4181,6.01,418.1
79,80,Louisiana-Monroe,13,1849,3595,924,5444,5.89,418.8
80,81,Auburn,12,2371,2675,842,5046,5.99,420.5
81,82,Oklahoma State,13,1842,3640,1034,5482,5.30,421.7
82,83,Washington State,12,1959,3146,898,5105,5.68,425.4
83,84,Rice,13,2479,3058,884,5537,6.26,425.9
84,85,Southern Mississippi,12,2490,2628,838,5118,6.11,426.5
85,86,UAB,12,2187,2935,833,5122,6.15,426.8
86,87,Louisiana-Lafayette,13,1870,3685,947,5555,5.87,427.3
87,87,Army,12,2788,2340,763,5128,6.72,427.3
88,89,East Carolina,13,2015,3584,942,5599,5.94,430.7
89,90,Central Michigan,13,2492,3129,931,5621,6.04,432.4
90,91,Wake Forest,12,1993,3201,900,5194,5.77,432.8
91,92,Temple,11,2193,2611,765,4804,6.28,436.7
92,93,UTEP,12,2332,2950,865,5282,6.11,440.2
93,94,Middle Tennessee,12,2259,3031,869,5290,6.09,440.8
94,95,California,12,2032,3263,935,5295,5.66,441.3
95,96,Iowa State,13,2299,3449,1006,5748,5.71,442.2
96,97,Nevada,13,2754,2998,968,5752,5.94,442.5
97,98,Troy,12,2222,3101,841,5323,6.33,443.6
98,99,New Mexico,13,2274,3500,845,5774,6.83,444.2
99,100,UNLV,13,2692,3096,960,5788,6.03,445.2
100,101,Akron,12,2533,2867,897,5400,6.02,450.0
101,102,Boston College,12,2559,2908,979,5467,5.58,455.6
102,103,Marshall,12,2439,3042,952,5481,5.76,456.8
103,104,Massachusetts,12,2697,2839,862,5536,6.42,461.3
104,105,Ball State,13,2692,3319,949,6011,6.33,462.4
105,106,Indiana,12,2776,2786,910,5562,6.11,463.5
106,107,Miami (Ohio),12,2893,2719,885,5612,6.34,467.7
107,108,Wyoming,12,2788,2840,903,5628,6.23,469.0
108,109,Duke,13,2625,3474,913,6099,6.68,469.2
109,110,Tennessee,12,2266,3390,923,5656,6.13,471.3
110,111,Idaho,12,2364,3302,862,5666,6.57,472.2
111,112,West Virginia,13,2079,4067,983,6146,6.25,472.8
112,113,Toledo,13,2370,3781,946,6151,6.50,473.2
113,114,New Mexico State,12,2657,3057,851,5714,6.71,476.2
114,115,Eastern Michigan,12,3199,2548,860,5747,6.68,478.9
115,116,Kansas,12,2352,3430,853,5782,6.78,481.8
116,117,Tulane,12,2675,3116,908,5791,6.38,482.6
117,118,Houston,12,2313,3483,1031,5796,5.62,483.0
118,119,Texas State,12,2782,3035,898,5817,6.48,484.8
119,120,Miami (Florida),12,2615,3222,955,5837,6.11,486.4
120,121,Colorado,12,2712,3150,824,5862,7.11,488.5
121,122,Arizona,13,2680,3807,1085,6487,5.98,499.0
122,123,Baylor,13,2323,4206,1080,6529,6.05,502.2
123,124,Louisiana Tech,12,2228,4085,965,6313,6.54,526.1
