,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,BYU,13,181,48,26.52
1,2,North Carolina State,13,198,53,26.77
2,3,Florida State,14,221,60,27.15
3,4,Bowling Green,13,186,52,27.96
4,5,Virginia Tech,13,202,57,28.22
5,6,Oregon State,13,181,53,29.28
6,7,TCU,13,187,56,29.95
7,8,Virginia,12,179,55,30.73
8,9,Michigan State,13,191,59,30.89
9,10,Florida,13,187,58,31.02
10,11,Illinois,12,148,47,31.76
11,12,LSU,13,185,59,31.89
12,13,Stanford,14,225,72,32.00
13,14,Alabama,14,190,61,32.11
14,15,Oregon,13,196,63,32.14
15,16,Texas A&M,13,205,66,32.20
16,17,Wisconsin,14,212,69,32.55
17,18,Utah State,13,222,73,32.88
18,19,Ohio State,12,191,63,32.98
19,20,UCLA,14,204,68,33.33
20,21,San Jose State,13,189,64,33.86
21,21,Connecticut,12,189,64,33.86
22,23,Fresno State,13,212,72,33.96
23,24,Clemson,13,203,69,33.99
24,25,Arizona State,13,209,73,34.93
25,26,Missouri,12,168,59,35.12
26,27,Vanderbilt,13,207,73,35.27
27,28,Troy,12,165,59,35.76
28,29,Akron,12,170,61,35.88
29,30,Michigan,13,178,64,35.96
30,30,South Alabama,13,178,64,35.96
31,32,Oklahoma State,13,215,78,36.28
32,33,Utah,12,168,61,36.31
33,34,Rutgers,13,198,72,36.36
34,34,Tulsa,14,231,84,36.36
35,36,Notre Dame,13,178,65,36.52
36,37,Georgia,14,208,76,36.54
37,38,Texas,13,172,63,36.63
38,39,North Carolina,12,188,69,36.70
39,40,Florida Atlantic,12,158,58,36.71
40,41,Syracuse,13,177,65,36.72
41,42,Buffalo,12,184,68,36.96
42,43,South Carolina,13,192,71,36.98
43,44,Rice,13,170,63,37.06
44,45,Washington,13,186,69,37.10
45,46,Nebraska,14,210,78,37.14
46,47,Penn State,12,191,71,37.17
47,48,Maryland,12,180,68,37.78
48,49,USC,13,187,71,37.97
49,50,Mississippi,13,199,76,38.19
50,51,Kent State,14,207,80,38.65
51,52,Cincinnati,13,209,81,38.76
52,53,Arkansas,12,175,68,38.86
53,53,Tennessee,12,193,75,38.86
54,55,Hawai'i,12,177,69,38.98
55,56,Western Michigan,12,179,70,39.11
56,57,Kansas,12,154,61,39.61
57,58,Northern Illinois,14,227,90,39.65
58,59,Arkansas State,13,194,77,39.69
59,60,Indiana,12,178,71,39.89
60,61,UCF,14,214,86,40.19
61,62,Kansas State,13,179,72,40.22
62,63,Toledo,13,181,73,40.33
63,64,Texas Tech,13,188,76,40.43
64,65,Iowa State,13,210,85,40.48
65,66,Northwestern,13,187,76,40.64
66,67,SMU,13,204,83,40.69
67,68,Auburn,12,169,69,40.83
68,69,Florida International,12,181,74,40.88
69,70,Western Kentucky,13,176,72,40.91
70,71,Georgia Tech,14,183,75,40.98
71,71,East Carolina,13,183,75,40.98
72,73,Purdue,13,195,80,41.03
73,74,Louisiana-Lafayette,13,193,80,41.45
74,75,Oklahoma,13,202,84,41.58
75,76,Louisville,13,168,70,41.67
76,77,Duke,13,182,76,41.76
77,78,Minnesota,13,189,79,41.80
78,79,South Florida,12,174,73,41.95
79,80,New Mexico State,12,162,68,41.98
80,81,Boise State,13,200,84,42.00
81,82,Mississippi State,13,183,77,42.08
82,83,Miami (Florida),12,171,72,42.11
83,84,Memphis,12,168,71,42.26
84,85,San Diego State,13,181,77,42.54
85,86,Louisiana-Monroe,13,187,80,42.78
86,87,UAB,12,161,69,42.86
87,88,UTEP,12,170,73,42.94
88,89,Iowa,12,175,76,43.43
89,90,Arizona,13,206,90,43.69
90,91,Temple,11,151,66,43.71
91,92,Ohio,13,205,90,43.90
92,93,Central Michigan,13,191,84,43.98
93,94,Colorado,12,150,66,44.00
94,95,Ball State,13,184,81,44.02
95,96,North Texas,12,168,74,44.05
96,97,Idaho,12,163,72,44.17
97,98,Pittsburgh,13,199,89,44.72
98,99,Marshall,12,181,81,44.75
99,100,UTSA,10,137,62,45.26
100,101,California,12,181,82,45.30
101,102,Washington State,12,183,83,45.36
102,103,Wake Forest,12,196,89,45.41
103,104,West Virginia,13,195,89,45.64
104,105,UNLV,13,192,88,45.83
105,106,Tulane,12,170,78,45.88
106,107,Houston,12,206,95,46.12
107,108,Louisiana Tech,12,190,88,46.32
108,109,Massachusetts,12,153,71,46.41
109,110,Texas State,12,157,73,46.50
110,111,Nevada,13,189,88,46.56
111,112,Miami (Ohio),12,164,77,46.95
112,113,Air Force,13,196,93,47.45
113,114,Army,12,147,70,47.62
114,115,Eastern Michigan,12,170,81,47.65
115,116,Colorado State,12,188,91,48.40
116,117,Navy,13,159,77,48.43
117,118,New Mexico,13,157,78,49.68
118,119,Southern Mississippi,12,161,80,49.69
119,120,Boston College,12,213,106,49.77
120,121,Middle Tennessee,12,172,87,50.58
121,122,Wyoming,12,183,93,50.82
122,123,Baylor,13,213,111,52.11
123,124,Kentucky,12,174,91,52.30
