,Rank,Name,G,Attempts,Scores,Score %,TD,TD %,FG,FG %
0,1,Utah State,13,44,28,63.64,13,29.55,15,34.09
1,2,BYU,13,28,18,64.29,12,42.86,6,21.43
2,3,Alabama,14,29,19,65.52,16,55.17,3,10.34
3,4,Penn State,12,41,27,65.85,20,48.78,7,17.07
4,5,Tulsa,14,44,29,65.91,23,52.27,6,13.64
5,6,Northern Illinois,14,52,35,67.31,23,44.23,12,23.08
6,7,Boise State,13,34,23,67.65,20,58.82,3,8.82
7,8,Notre Dame,13,38,26,68.42,13,34.21,13,34.21
8,8,Rutgers,13,38,26,68.42,15,39.47,11,28.95
9,10,Oregon,13,51,35,68.63,25,49.02,10,19.61
10,11,Toledo,13,49,34,69.39,24,48.98,10,20.41
11,12,Cincinnati,13,40,28,70.00,17,42.50,11,27.50
12,13,Florida,13,39,28,71.79,18,46.15,10,25.64
13,14,Ohio State,12,36,26,72.22,18,50.00,8,22.22
14,15,UCF,14,52,38,73.08,30,57.69,8,15.38
15,16,South Alabama,13,57,42,73.68,29,50.88,13,22.81
16,17,Georgia,14,46,34,73.91,23,50.00,11,23.91
17,18,Navy,13,50,37,74.00,24,48.00,13,26.00
18,19,SMU,13,39,29,74.36,25,64.10,4,10.26
19,20,South Carolina,13,44,33,75.00,20,45.45,13,29.55
20,20,Clemson,13,44,33,75.00,23,52.27,10,22.73
21,20,UTEP,12,44,33,75.00,24,54.55,9,20.45
22,23,New Mexico State,12,53,40,75.47,30,56.60,10,18.87
23,24,Arkansas,12,49,37,75.51,31,63.27,6,12.24
24,25,North Texas,12,38,29,76.32,24,63.16,5,13.16
25,26,Washington State,12,56,43,76.79,32,57.14,11,19.64
26,27,New Mexico,13,48,37,77.08,35,72.92,2,4.17
27,28,San Diego State,13,44,34,77.27,29,65.91,5,11.36
28,29,Oklahoma State,13,53,41,77.36,30,56.60,11,20.75
29,30,Arkansas State,13,49,38,77.55,26,53.06,12,24.49
30,31,Texas State,12,55,43,78.18,37,67.27,6,10.91
31,32,Mississippi,13,46,36,78.26,23,50.00,13,28.26
32,33,Missouri,12,51,40,78.43,38,74.51,2,3.92
33,34,Kansas,12,65,51,78.46,40,61.54,11,16.92
34,35,Stanford,14,42,33,78.57,21,50.00,12,28.57
35,35,Texas A&M,13,42,33,78.57,24,57.14,9,21.43
36,35,Georgia Tech,14,56,44,78.57,35,62.50,9,16.07
37,38,Kansas State,13,47,37,78.72,23,48.94,14,29.79
38,39,Louisiana-Monroe,13,52,41,78.85,33,63.46,8,15.38
39,40,San Jose State,13,38,30,78.95,21,55.26,9,23.68
40,41,Arizona State,13,43,34,79.07,26,60.47,8,18.60
41,42,Iowa,12,48,38,79.17,25,52.08,13,27.08
42,43,Fresno State,13,39,31,79.49,24,61.54,7,17.95
43,44,Mississippi State,13,44,35,79.55,23,52.27,12,27.27
44,44,Nebraska,14,44,35,79.55,24,54.55,11,25.00
45,46,Kent State,14,49,39,79.59,26,53.06,13,26.53
46,46,Northwestern,13,49,39,79.59,27,55.10,12,24.49
47,48,Miami (Ohio),12,59,47,79.66,40,67.80,7,11.86
48,49,Pittsburgh,13,40,32,80.00,21,52.50,11,27.50
49,49,UTSA,10,45,36,80.00,27,60.00,9,20.00
50,51,Iowa State,13,51,41,80.39,29,56.86,12,23.53
51,52,Virginia Tech,13,41,33,80.49,21,51.22,12,29.27
52,53,LSU,13,36,29,80.56,22,61.11,7,19.44
53,54,California,12,57,46,80.70,39,68.42,7,12.28
54,55,Boston College,12,52,42,80.77,27,51.92,15,28.85
55,56,Buffalo,12,47,38,80.85,27,57.45,11,23.40
56,57,Michigan,13,42,34,80.95,19,45.24,15,35.71
57,57,North Carolina State,13,42,34,80.95,25,59.52,9,21.43
58,57,Oklahoma,13,42,34,80.95,27,64.29,7,16.67
59,60,USC,13,53,43,81.13,29,54.72,14,26.42
60,61,Bowling Green,13,32,26,81.25,16,50.00,10,31.25
61,61,Memphis,12,48,39,81.25,29,60.42,10,20.83
62,63,Illinois,12,54,44,81.48,35,64.81,9,16.67
63,63,Wyoming,12,54,44,81.48,36,66.67,8,14.81
64,65,Idaho,12,71,58,81.69,51,71.83,7,9.86
65,66,Minnesota,13,39,32,82.05,24,61.54,8,20.51
66,67,Western Michigan,12,51,42,82.35,30,58.82,12,23.53
67,68,Tulane,12,63,52,82.54,40,63.49,12,19.05
68,69,East Carolina,13,58,48,82.76,36,62.07,12,20.69
69,69,Baylor,13,58,48,82.76,40,68.97,8,13.79
70,71,West Virginia,13,64,53,82.81,41,64.06,12,18.75
71,72,Oregon State,13,41,34,82.93,26,63.41,8,19.51
72,73,Rice,13,47,39,82.98,34,72.34,5,10.64
73,74,Eastern Michigan,12,53,44,83.02,29,54.72,15,28.30
74,75,Colorado State,12,54,45,83.33,32,59.26,13,24.07
75,76,Auburn,12,49,41,83.67,32,65.31,9,18.37
76,77,Utah,12,43,36,83.72,31,72.09,5,11.63
77,78,Michigan State,13,31,26,83.87,10,32.26,16,51.61
78,78,Arizona,13,62,52,83.87,42,67.74,10,16.13
79,80,Wake Forest,12,50,42,84.00,32,64.00,10,20.00
80,81,Western Kentucky,13,44,37,84.09,27,61.36,10,22.73
81,81,Kentucky,12,44,37,84.09,29,65.91,8,18.18
82,83,TCU,13,38,32,84.21,18,47.37,14,36.84
83,83,Syracuse,13,38,32,84.21,22,57.89,10,26.32
84,85,UNLV,13,64,54,84.38,41,64.06,13,20.31
85,86,Virginia,12,45,38,84.44,28,62.22,10,22.22
86,87,Vanderbilt,13,39,33,84.62,17,43.59,16,41.03
87,88,Houston,12,60,51,85.00,36,60.00,15,25.00
88,89,Miami (Florida),12,61,52,85.25,37,60.66,15,24.59
89,90,North Carolina,12,42,36,85.71,23,54.76,13,30.95
90,90,Maryland,12,42,36,85.71,23,54.76,13,30.95
91,90,Louisville,13,42,36,85.71,28,66.67,8,19.05
92,90,Middle Tennessee,12,49,42,85.71,33,67.35,9,18.37
93,90,Akron,12,56,48,85.71,34,60.71,14,25.00
94,95,Central Michigan,13,57,49,85.96,38,66.67,11,19.30
95,96,South Florida,12,50,43,86.00,29,58.00,14,28.00
96,97,Washington,13,43,37,86.05,21,48.84,16,37.21
97,98,Indiana,12,51,44,86.27,35,68.63,9,17.65
98,98,Ball State,13,51,44,86.27,35,68.63,9,17.65
99,100,Temple,11,44,38,86.36,28,63.64,10,22.73
100,101,Air Force,13,53,46,86.79,34,64.15,12,22.64
