,Rank,Name,G,10+Yards,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Alabama,14,118,42,18,7,1,1,1,0,0
1,2,Florida State,14,122,38,21,9,4,1,0,0,0
2,3,Michigan State,13,124,45,22,8,5,3,1,0,0
3,4,Boise State,13,127,46,21,9,3,1,1,0,0
4,5,Ohio State,12,132,45,24,14,10,7,6,2,0
5,5,Virginia,12,132,47,23,15,8,5,2,0,0
6,7,BYU,13,135,38,16,5,4,1,0,0,0
7,7,Connecticut,12,135,48,16,6,2,1,0,0,0
8,9,Utah State,13,142,43,12,4,2,0,0,0,0
9,10,Florida,13,143,41,7,6,3,1,1,0,0
10,10,LSU,13,143,45,11,5,3,1,1,1,0
11,12,Maryland,12,144,48,18,9,4,3,1,0,0
12,12,Washington,13,144,55,25,13,6,3,1,0,0
13,14,Hawai'i,12,146,54,27,14,9,3,2,0,0
14,15,Minnesota,13,147,54,23,16,0,0,0,0,0
15,15,TCU,13,147,42,21,15,6,5,3,0,0
16,17,Illinois,12,148,49,23,13,9,6,2,0,0
17,18,Penn State,12,150,48,22,10,5,2,2,0,0
18,18,UTSA,10,150,43,20,11,5,4,2,1,0
19,20,Nebraska,14,151,63,29,16,11,6,4,2,0
20,21,Michigan,13,152,35,18,8,5,2,1,0,0
21,22,Wisconsin,14,153,42,17,7,5,3,2,1,0
22,23,Bowling Green,13,155,36,16,7,5,4,2,0,0
23,23,Iowa,12,155,47,21,10,5,3,3,0,0
24,25,Florida Atlantic,12,156,65,26,12,6,4,2,1,0
25,25,Notre Dame,13,156,36,10,5,2,0,0,0,0
26,25,Pittsburgh,13,156,40,14,10,6,4,3,1,0
27,28,Virginia Tech,13,157,51,24,10,5,4,1,0,0
28,29,Buffalo,12,158,48,22,14,5,1,0,0,0
29,29,South Carolina,13,158,45,13,5,4,3,2,0,0
30,31,Fresno State,13,161,53,25,10,4,2,0,0,0
31,32,Kentucky,12,162,43,18,9,4,3,2,0,0
32,32,North Texas,12,162,57,28,17,13,6,3,0,0
33,34,Oregon State,13,164,62,21,9,4,2,0,0,0
34,35,Louisville,13,165,41,15,9,5,2,1,1,0
35,35,Rutgers,13,165,44,15,7,4,1,1,1,0
36,35,Utah,12,165,47,14,8,5,2,1,1,0
37,38,Memphis,12,166,55,21,7,6,3,2,1,0
38,38,Vanderbilt,13,166,48,16,8,5,2,2,1,0
39,40,Arizona State,13,167,53,26,13,8,4,3,2,0
40,41,Oklahoma,13,169,58,35,17,11,6,5,1,0
41,41,San Jose State,13,169,45,22,12,5,3,2,2,0
42,43,Auburn,12,170,60,28,10,6,2,0,0,0
