,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Texas A&M,13,195,107,54.87
1,2,Marshall,12,207,113,54.59
2,3,Nevada,13,193,102,52.85
3,4,Oklahoma,13,185,96,51.89
4,5,Clemson,13,205,105,51.22
5,6,Michigan,13,173,87,50.29
6,7,Kansas State,13,160,80,50.00
7,8,Louisville,13,185,92,49.73
8,9,Syracuse,13,213,105,49.30
9,10,Texas Tech,13,175,86,49.14
10,11,UCF,14,186,91,48.92
11,12,Troy,12,193,94,48.70
12,13,Air Force,13,189,92,48.68
13,14,Texas,13,179,87,48.60
14,15,Alabama,14,167,80,47.90
15,15,Western Kentucky,13,167,80,47.90
16,17,Georgia,14,179,85,47.49
17,18,Ball State,13,189,89,47.09
18,19,Louisiana-Monroe,13,209,98,46.89
19,20,Arkansas State,13,173,81,46.82
20,21,Army,12,180,84,46.67
21,22,Northern Illinois,14,204,95,46.57
22,23,Oregon,13,196,91,46.43
23,24,San Diego State,13,181,84,46.41
24,25,Notre Dame,13,177,82,46.33
25,26,Oklahoma State,13,184,85,46.20
26,26,Baylor,13,184,85,46.20
27,28,Western Michigan,12,182,84,46.15
28,29,Northwestern,13,196,90,45.92
29,30,BYU,13,212,97,45.75
30,31,Georgia Tech,14,195,89,45.64
31,32,Rice,13,220,100,45.45
32,32,UTSA,10,143,65,45.45
33,34,Utah State,13,181,82,45.30
34,35,Boise State,13,176,78,44.32
35,36,Mississippi,13,201,89,44.28
36,37,Arizona,13,182,80,43.96
37,38,South Florida,12,176,77,43.75
38,39,West Virginia,13,183,80,43.72
39,40,East Carolina,13,191,83,43.46
40,41,San Jose State,13,176,76,43.18
41,42,Nebraska,14,197,85,43.15
42,43,Ohio,13,203,87,42.86
43,43,Middle Tennessee,12,161,69,42.86
44,45,Cincinnati,13,171,73,42.69
45,46,South Carolina,13,176,75,42.61
46,47,Penn State,12,195,83,42.56
47,48,Ohio State,12,158,67,42.41
48,49,Florida State,14,163,69,42.33
49,50,Louisiana Tech,12,182,77,42.31
50,51,Toledo,13,192,81,42.19
51,52,Wyoming,12,179,75,41.90
52,53,North Carolina State,13,230,95,41.30
53,54,Arizona State,13,194,80,41.24
54,55,Florida Atlantic,12,187,77,41.18
55,55,North Carolina,12,170,70,41.18
56,57,Houston,12,197,81,41.12
57,58,Navy,13,156,64,41.03
58,59,UNLV,13,200,82,41.00
59,60,Fresno State,13,200,81,40.50
60,61,Kentucky,12,178,72,40.45
61,62,Akron,12,191,77,40.31
62,63,LSU,13,194,78,40.21
63,64,Purdue,13,204,81,39.71
64,65,Pittsburgh,13,189,75,39.68
65,66,UAB,12,177,70,39.55
66,67,Michigan State,13,215,85,39.53
67,68,Miami (Florida),12,170,67,39.41
68,69,New Mexico,13,168,66,39.29
69,70,SMU,13,199,78,39.20
70,70,Miami (Ohio),12,176,69,39.20
71,72,Tulane,12,184,72,39.13
72,73,Central Michigan,13,156,61,39.10
73,74,Louisiana-Lafayette,13,164,64,39.02
74,75,Texas State,12,159,62,38.99
75,76,Tulsa,14,238,92,38.66
76,77,Iowa State,13,198,76,38.38
77,78,Virginia Tech,13,212,81,38.21
78,79,UCLA,14,218,83,38.07
79,79,Stanford,14,197,75,38.07
80,81,Florida International,12,175,66,37.71
81,82,Temple,11,152,57,37.50
82,83,Indiana,12,198,74,37.37
83,84,Tennessee,12,166,62,37.35
84,85,Bowling Green,13,193,71,36.79
85,86,Arkansas,12,158,58,36.71
86,87,Massachusetts,12,205,75,36.59
87,88,Virginia,12,192,70,36.46
88,89,Iowa,12,176,64,36.36
89,90,Florida,13,179,65,36.31
90,90,Minnesota,13,179,65,36.31
91,92,Connecticut,12,177,64,36.16
92,93,Memphis,12,166,60,36.14
93,94,Southern Mississippi,12,169,61,36.09
94,95,Washington,13,188,67,35.64
95,96,UTEP,12,174,62,35.63
96,97,Wisconsin,14,194,69,35.57
97,98,Kent State,14,197,69,35.03
98,99,California,12,160,56,35.00
99,100,Colorado State,12,155,54,34.84
100,101,Duke,13,199,69,34.67
101,102,Mississippi State,13,165,57,34.55
102,103,Oregon State,13,174,60,34.48
103,104,Rutgers,13,184,63,34.24
104,105,USC,13,152,52,34.21
105,106,Illinois,12,173,59,34.10
106,107,Hawai'i,12,183,62,33.88
107,108,Buffalo,12,186,63,33.87
108,109,Utah,12,170,57,33.53
109,110,TCU,13,191,64,33.51
110,110,Vanderbilt,13,188,63,33.51
111,112,Missouri,12,186,62,33.33
112,113,New Mexico State,12,163,54,33.13
113,113,Eastern Michigan,12,163,54,33.13
114,115,North Texas,12,180,59,32.78
115,116,South Alabama,13,204,66,32.35
116,117,Wake Forest,12,198,64,32.32
117,118,Kansas,12,186,60,32.26
118,119,Washington State,12,186,59,31.72
119,120,Auburn,12,143,44,30.77
120,121,Colorado,12,177,53,29.94
121,122,Maryland,12,174,52,29.89
122,123,Boston College,12,164,48,29.27
123,124,Idaho,12,177,49,27.68
