,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Boise State,13,15,6,40.0,1.2,0.5
1,2,Alabama,14,12,5,41.7,0.9,0.4
2,3,Utah,12,17,8,47.1,1.4,0.7
3,4,Rice,13,16,8,50.0,1.2,0.6
4,4,Tulsa,14,18,9,50.0,1.3,0.6
5,4,Auburn,12,20,10,50.0,1.7,0.8
6,7,Florida,13,26,14,53.8,2.0,1.1
7,8,New Mexico,13,9,5,55.6,0.7,0.4
8,9,California,12,16,9,56.3,1.3,0.8
9,10,Nebraska,14,23,13,56.5,1.6,0.9
10,11,UTEP,12,21,12,57.1,1.8,1.0
11,12,Penn State,12,19,11,57.9,1.6,0.9
12,12,Texas State,12,19,11,57.9,1.6,0.9
13,14,Oregon State,13,17,10,58.8,1.3,0.8
14,14,BYU,13,17,10,58.8,1.3,0.8
15,16,Arkansas,12,22,13,59.1,1.8,1.1
16,17,Fresno State,13,15,9,60.0,1.2,0.7
17,17,Rutgers,13,25,15,60.0,1.9,1.2
18,19,Ohio State,12,23,14,60.9,1.9,1.2
19,20,Miami (Ohio),12,18,11,61.1,1.5,0.9
20,21,Georgia,14,21,13,61.9,1.5,0.9
21,21,UCLA,14,21,13,61.9,1.5,0.9
22,23,LSU,13,16,10,62.5,1.2,0.8
23,24,Georgia Tech,14,19,12,63.2,1.4,0.9
24,25,West Virginia,13,22,14,63.6,1.7,1.1
25,26,USC,13,25,16,64.0,1.9,1.2
26,27,Idaho,12,14,9,64.3,1.2,0.8
27,28,Wyoming,12,17,11,64.7,1.4,0.9
28,28,Temple,11,17,11,64.7,1.5,1.0
29,28,UTSA,10,17,11,64.7,1.7,1.1
30,31,Oklahoma State,13,23,15,65.2,1.8,1.2
31,32,New Mexico State,12,26,17,65.4,2.2,1.4
32,33,SMU,13,18,12,66.7,1.4,0.9
33,33,North Carolina State,13,21,14,66.7,1.6,1.1
34,33,Virginia,12,21,14,66.7,1.8,1.2
35,33,Wake Forest,12,24,16,66.7,2.0,1.3
36,33,Troy,12,24,16,66.7,2.0,1.3
37,38,TCU,13,25,17,68.0,1.9,1.3
38,38,Purdue,13,25,17,68.0,1.9,1.3
39,40,Northern Illinois,14,22,15,68.2,1.6,1.1
40,40,UNLV,13,22,15,68.2,1.7,1.2
41,42,Oregon,13,19,13,68.4,1.5,1.0
42,42,Southern Mississippi,12,19,13,68.4,1.6,1.1
43,44,UCF,14,16,11,68.8,1.1,0.8
44,45,South Alabama,13,29,20,69.0,2.2,1.5
45,46,Missouri,12,13,9,69.2,1.1,0.8
46,47,Maryland,12,23,16,69.6,1.9,1.3
47,48,Michigan,13,30,21,70.0,2.3,1.6
48,49,Miami (Florida),12,27,19,70.4,2.3,1.6
49,49,Akron,12,27,19,70.4,2.3,1.6
50,49,Boston College,12,27,19,70.4,2.3,1.6
51,52,Texas A&M,13,17,12,70.6,1.3,0.9
52,52,Florida International,12,17,12,70.6,1.4,1.0
53,54,Duke,13,24,17,70.8,1.8,1.3
54,55,Louisville,13,14,10,71.4,1.1,0.8
55,55,Arizona State,13,14,10,71.4,1.1,0.8
56,55,North Texas,12,14,10,71.4,1.2,0.8
57,55,Western Kentucky,13,21,15,71.4,1.6,1.2
58,59,Wisconsin,14,18,13,72.2,1.3,0.9
59,59,Colorado State,12,18,13,72.2,1.5,1.1
60,61,Oklahoma,13,22,16,72.7,1.7,1.2
61,62,Cincinnati,13,26,19,73.1,2.0,1.5
62,63,Ohio,13,15,11,73.3,1.2,0.8
63,63,Illinois,12,15,11,73.3,1.3,0.9
64,65,Air Force,13,19,14,73.7,1.5,1.1
65,65,Florida Atlantic,12,19,14,73.7,1.6,1.2
66,67,Virginia Tech,13,23,17,73.9,1.8,1.3
67,67,Tulane,12,23,17,73.9,1.9,1.4
68,69,Middle Tennessee,12,16,12,75.0,1.3,1.0
69,69,Ball State,13,20,15,75.0,1.5,1.2
70,69,Mississippi State,13,20,15,75.0,1.5,1.2
71,69,UAB,12,20,15,75.0,1.7,1.3
72,69,Buffalo,12,20,15,75.0,1.7,1.3
73,69,Notre Dame,13,24,18,75.0,1.8,1.4
74,75,Texas Tech,13,25,19,76.0,1.9,1.5
75,75,Western Michigan,12,25,19,76.0,2.1,1.6
76,77,Kent State,14,21,16,76.2,1.5,1.1
77,77,Kansas State,13,21,16,76.2,1.6,1.2
78,77,Toledo,13,21,16,76.2,1.6,1.2
79,80,Washington State,12,17,13,76.5,1.4,1.1
