,Rank,Name,G,Ret.,Yards,Avg.,TD,Ret./G,Yards/G
0,1,Mississippi State,13,13,6,0.46,0,1.0,0.5
1,2,Auburn,12,5,4,0.80,0,0.4,0.3
2,3,Ball State,13,6,6,1.00,0,0.5,0.5
3,4,Northern Illinois,14,7,14,2.00,0,0.5,1.0
4,4,Kansas State,13,7,14,2.00,0,0.5,1.1
5,4,Troy,12,16,32,2.00,0,1.3,2.7
6,7,Oregon,13,17,55,3.24,0,1.3,4.2
7,7,UTEP,12,21,68,3.24,0,1.8,5.7
8,9,Ohio,13,18,59,3.28,0,1.4,4.5
9,10,Rice,13,14,48,3.43,0,1.1,3.7
10,11,LSU,13,17,59,3.47,0,1.3,4.5
11,12,Kent State,14,19,83,4.37,0,1.4,5.9
12,13,Iowa,12,22,97,4.41,0,1.8,8.1
13,14,Georgia Tech,14,22,98,4.45,0,1.6,7.0
14,15,Miami (Ohio),12,21,95,4.52,0,1.8,7.9
15,16,Indiana,12,19,86,4.53,1,1.6,7.2
16,17,New Mexico,13,22,102,4.64,0,1.7,7.8
17,18,South Carolina,13,11,52,4.73,0,0.8,4.0
18,19,Northwestern,13,22,107,4.86,0,1.7,8.2
19,20,North Carolina,12,17,84,4.94,0,1.4,7.0
20,21,Temple,11,24,122,5.08,0,2.2,11.1
21,22,Texas A&M,13,13,70,5.38,0,1.0,5.4
22,23,UTSA,10,18,99,5.50,0,1.8,9.9
23,24,Bowling Green,13,20,111,5.55,0,1.5,8.5
24,25,Tulane,12,35,202,5.77,0,2.9,16.8
25,26,Boise State,13,13,76,5.85,0,1.0,5.8
26,27,Middle Tennessee,12,19,112,5.89,0,1.6,9.3
27,28,Kentucky,12,25,150,6.00,0,2.1,12.5
28,29,Illinois,12,26,157,6.04,0,2.2,13.1
29,30,Arkansas,12,25,152,6.08,0,2.1,12.7
30,31,Arkansas State,13,18,110,6.11,1,1.4,8.5
31,32,South Alabama,13,34,217,6.38,0,2.6,16.7
32,33,Washington,13,20,128,6.40,2,1.5,9.8
33,33,Ohio State,12,20,128,6.40,2,1.7,10.7
34,35,Wisconsin,14,28,180,6.43,1,2.0,12.9
35,36,Alabama,14,18,117,6.50,0,1.3,8.4
36,36,Clemson,13,18,117,6.50,0,1.4,9.0
37,38,Air Force,13,9,59,6.56,0,0.7,4.5
38,39,BYU,13,20,132,6.60,0,1.5,10.2
39,40,Louisiana-Monroe,13,13,87,6.69,0,1.0,6.7
40,40,Connecticut,12,32,214,6.69,0,2.7,17.8
41,42,Notre Dame,13,11,74,6.73,0,0.8,5.7
42,43,Washington State,12,27,182,6.74,0,2.3,15.2
43,44,Minnesota,13,21,142,6.76,0,1.6,10.9
44,45,Stanford,14,22,149,6.77,0,1.6,10.6
45,46,San Diego State,13,15,102,6.80,0,1.2,7.8
46,46,Rutgers,13,30,204,6.80,0,2.3,15.7
47,48,Virginia Tech,13,37,257,6.95,0,2.8,19.8
48,49,Oregon State,13,15,106,7.07,0,1.2,8.2
49,50,Idaho,12,36,256,7.11,0,3.0,21.3
50,51,Toledo,13,15,108,7.20,0,1.2,8.3
51,52,Oklahoma,13,12,87,7.25,1,0.9,6.7
52,53,Florida,13,22,161,7.32,1,1.7,12.4
53,54,UCLA,14,16,119,7.44,0,1.1,8.5
54,55,Louisiana-Lafayette,13,20,149,7.45,1,1.5,11.5
55,56,South Florida,12,10,75,7.50,0,0.8,6.3
56,56,Boston College,12,24,180,7.50,0,2.0,15.0
