,Rank,Name,G,20+Yards,30+Yards,40+Yards,50+Yards,60+Yards,70+Yards,80+Yards,90+Yards
0,1,Alabama,14,0,0,0,0,0,0,0,0
1,1,Army,12,0,0,0,0,0,0,0,0
2,1,Auburn,12,0,0,0,0,0,0,0,0
3,1,Ball State,13,0,0,0,0,0,0,0,0
4,1,Georgia Tech,14,0,0,0,0,0,0,0,0
5,1,Kansas State,13,0,0,0,0,0,0,0,0
6,1,Miami (Ohio),12,0,0,0,0,0,0,0,0
7,1,Middle Tennessee,12,0,0,0,0,0,0,0,0
8,1,Mississippi State,13,0,0,0,0,0,0,0,0
9,1,North Carolina,12,0,0,0,0,0,0,0,0
10,1,Northern Illinois,14,0,0,0,0,0,0,0,0
11,1,Ohio,13,0,0,0,0,0,0,0,0
12,1,Oregon,13,0,0,0,0,0,0,0,0
13,1,Rice,13,0,0,0,0,0,0,0,0
14,1,South Carolina,13,0,0,0,0,0,0,0,0
15,1,Troy,12,0,0,0,0,0,0,0,0
16,1,Tulane,12,0,0,0,0,0,0,0,0
17,18,Air Force,13,1,1,0,0,0,0,0,0
18,18,Arkansas,12,1,0,0,0,0,0,0,0
19,18,Arkansas State,13,1,0,0,0,0,0,0,0
20,18,BYU,13,1,1,1,1,0,0,0,0
21,18,Boise State,13,1,0,0,0,0,0,0,0
22,18,Florida State,14,1,1,1,1,0,0,0,0
23,18,Indiana,12,1,0,0,0,0,0,0,0
24,18,Iowa,12,1,0,0,0,0,0,0,0
25,18,LSU,13,1,1,1,1,0,0,0,0
26,18,Louisiana Tech,12,1,0,0,0,0,0,0,0
27,18,Louisiana-Monroe,13,1,0,0,0,0,0,0,0
28,18,Marshall,12,1,1,1,1,1,1,0,0
29,18,Michigan,13,1,1,1,1,1,0,0,0
30,18,New Mexico,13,1,1,0,0,0,0,0,0
31,18,North Carolina State,13,1,1,1,1,1,1,0,0
32,18,North Texas,12,1,1,1,1,1,1,0,0
33,18,Notre Dame,13,1,1,0,0,0,0,0,0
34,18,Oregon State,13,1,0,0,0,0,0,0,0
35,18,Rutgers,13,1,1,0,0,0,0,0,0
36,18,South Florida,12,1,1,0,0,0,0,0,0
37,18,Texas A&M,13,1,0,0,0,0,0,0,0
38,18,Toledo,13,1,0,0,0,0,0,0,0
39,18,UTEP,12,1,0,0,0,0,0,0,0
40,18,Utah State,13,1,1,1,1,1,1,1,0
41,18,Washington State,12,1,0,0,0,0,0,0,0
42,18,Wisconsin,14,1,1,1,1,1,0,0,0
43,44,Arizona,13,2,2,0,0,0,0,0,0
44,44,Arizona State,13,2,1,1,0,0,0,0,0
45,44,Baylor,13,2,2,2,0,0,0,0,0
46,44,Boston College,12,2,0,0,0,0,0,0,0
47,44,Cincinnati,13,2,0,0,0,0,0,0,0
48,44,Clemson,13,2,2,0,0,0,0,0,0
49,44,Eastern Michigan,12,2,1,0,0,0,0,0,0
50,44,Florida Atlantic,12,2,1,0,0,0,0,0,0
51,44,Fresno State,13,2,2,1,1,0,0,0,0
52,44,Georgia,14,2,2,1,1,1,1,0,0
53,44,Kent State,14,2,1,0,0,0,0,0,0
54,44,Kentucky,12,2,0,0,0,0,0,0,0
55,44,Louisiana-Lafayette,13,2,1,0,0,0,0,0,0
56,44,Memphis,12,2,1,1,1,0,0,0,0
57,44,Minnesota,13,2,1,1,0,0,0,0,0
58,44,Mississippi,13,2,1,1,1,1,1,1,0
59,44,Navy,13,2,2,0,0,0,0,0,0
60,44,Northwestern,13,2,0,0,0,0,0,0,0
61,44,Oklahoma,13,2,0,0,0,0,0,0,0
