,Rank,Name,G,TFL,TFL Yards,TFL/G
0,1,Cincinnati,13,112.0,484,8.62
1,2,Houston,14,108.0,427,7.71
2,3,LSU,14,106.0,467,7.57
3,3,Michigan State,14,106.0,437,7.57
4,5,Southern Mississippi,14,105.0,408,7.50
5,6,Texas A&M,13,104.0,476,8.00
6,7,Illinois,13,103.0,421,7.92
7,8,Marshall,13,102.0,347,7.85
8,9,Georgia,14,100.0,439,7.14
9,10,California,13,99.0,373,7.62
10,10,Arkansas State,13,99.0,371,7.62
11,12,Florida State,13,98.5,444,7.58
12,13,Oklahoma,13,98.0,432,7.54
13,13,Pittsburgh,13,98.0,420,7.54
14,13,Rutgers,13,98.0,398,7.54
15,16,South Florida,12,97.0,383,8.08
16,17,Alabama,13,96.0,373,7.39
17,17,Texas,13,96.0,364,7.39
18,19,Florida,13,94.0,408,7.23
19,19,Oregon,14,94.0,397,6.71
20,19,Northern Illinois,14,94.0,380,6.71
21,22,Louisville,13,92.0,407,7.08
22,22,Virginia Tech,14,92.0,401,6.57
23,22,Oklahoma State,13,92.0,345,7.08
24,22,Missouri,13,92.0,335,7.08
25,26,North Carolina State,13,91.0,376,7.00
26,27,Mississippi State,13,90.0,310,6.92
27,28,Stanford,13,89.0,422,6.85
28,28,Louisiana-Lafayette,13,89.0,331,6.85
29,28,Virginia,13,89.0,293,6.85
30,31,Florida International,13,88.0,374,6.77
31,31,South Carolina,13,88.0,347,6.77
32,33,Connecticut,12,87.0,368,7.25
33,33,Kent State,12,87.0,334,7.25
34,35,Miami (Ohio),12,86.0,281,7.17
35,36,San Diego State,13,85.0,341,6.54
36,36,Purdue,13,85.0,304,6.54
37,36,Wisconsin,14,85.0,281,6.07
38,39,Penn State,13,84.0,346,6.46
39,39,North Carolina,13,84.0,307,6.46
40,41,Vanderbilt,13,83.0,340,6.39
41,41,Western Michigan,13,83.0,316,6.39
42,43,Boise State,13,81.0,312,6.23
43,43,West Virginia,13,81.0,298,6.23
44,45,Syracuse,12,80.0,330,6.67
45,45,Ohio,14,80.0,302,5.71
46,47,Western Kentucky,12,79.0,324,6.58
47,48,Louisiana Tech,13,78.0,351,6.00
48,48,Toledo,13,78.0,317,6.00
49,50,Utah State,13,77.0,325,5.92
50,50,BYU,13,77.0,317,5.92
51,50,Arkansas,13,77.0,301,5.92
52,53,Maryland,12,76.0,304,6.33
53,54,Temple,13,75.0,349,5.77
54,54,Arizona State,13,75.0,288,5.77
55,54,Florida Atlantic,12,75.0,261,6.25
56,57,Utah,13,74.0,354,5.69
57,57,Hawai'i,13,74.0,341,5.69
58,57,Auburn,13,74.0,262,5.69
59,57,Miami (Florida),12,74.0,234,6.17
60,57,TCU,13,74.0,227,5.69
61,62,SMU,13,72.0,350,5.54
62,62,Tulsa,13,72.0,311,5.54
63,62,Michigan,13,72.0,307,5.54
64,65,Clemson,14,71.0,277,5.07
65,65,Texas Tech,12,71.0,245,5.92
66,65,Middle Tennessee,12,71.0,233,5.92
67,68,Fresno State,13,70.0,300,5.39
68,68,Eastern Michigan,12,70.0,299,5.83
69,68,Notre Dame,13,70.0,254,5.39
70,68,UCLA,14,70.0,231,5.00
71,72,Louisiana-Monroe,12,69.0,308,5.75
72,72,Buffalo,12,69.0,228,5.75
73,74,Colorado,13,67.0,289,5.15
74,74,Wake Forest,13,67.0,244,5.15
75,74,Tennessee,12,67.0,221,5.58
76,77,Washington,13,66.0,285,5.08
77,77,Ohio State,13,66.0,250,5.08
78,77,Memphis,12,66.0,228,5.50
79,80,Tulane,13,65.0,283,5.00
80,80,North Texas,12,65.0,248,5.42
81,80,UCF,12,65.0,215,5.42
82,80,Rice,12,65.0,204,5.42
83,84,Kansas State,13,64.0,273,4.92
84,84,Kentucky,12,64.0,222,5.33
85,86,USC,12,63.0,259,5.25
86,86,Bowling Green,12,63.0,242,5.25
87,86,Idaho,12,63.0,234,5.25
88,89,Georgia Tech,13,62.0,248,4.77
89,89,Baylor,13,62.0,241,4.77
90,89,Iowa,13,62.0,238,4.77
91,92,UTEP,12,61.0,238,5.08
92,92,Nevada,13,61.0,225,4.69
93,94,Indiana,12,60.0,225,5.00
94,94,Washington State,12,60.0,214,5.00
95,94,Minnesota,12,60.0,213,5.00
96,97,UNLV,12,59.0,216,4.92
97,97,Northwestern,13,59.0,206,4.54
98,99,Troy,12,57.0,218,4.75
99,99,Wyoming,13,57.0,215,4.39
100,99,Mississippi,12,57.0,197,4.75
101,99,Central Michigan,12,57.0,174,4.75
102,103,Nebraska,13,56.0,217,4.31
103,103,San Jose State,12,56.0,191,4.67
104,103,Iowa State,13,56.0,168,4.31
105,106,Air Force,13,55.0,220,4.23
106,106,East Carolina,12,55.0,218,4.58
107,106,Arizona,12,55.0,198,4.58
108,109,New Mexico State,13,54.0,178,4.15
109,109,Boston College,12,54.0,173,4.50
110,111,Army,12,53.0,221,4.42
111,111,Ball State,12,53.0,185,4.42
112,113,Oregon State,12,52.0,208,4.33
113,113,Duke,12,52.0,190,4.33
114,113,New Mexico,12,52.0,168,4.33
115,116,Colorado State,12,51.0,189,4.25
116,116,Navy,12,51.0,152,4.25
117,118,Kansas,12,50.0,166,4.17
118,119,UAB,12,46.0,144,3.83
119,120,Akron,12,43.0,142,3.58
