,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
0,1,Navy,12,28,240,2.3,20.0
1,2,Alabama,13,49,369,3.8,28.4
2,3,San Jose State,12,40,378,3.3,31.5
3,4,North Carolina State,13,60,440,4.6,33.8
4,5,Michigan,13,53,458,4.1,35.2
5,6,Boston College,12,50,426,4.2,35.5
6,6,Ball State,12,54,426,4.5,35.5
7,8,Iowa,13,62,463,4.8,35.6
8,9,Tulsa,13,52,466,4.0,35.8
9,9,Kansas State,13,61,465,4.7,35.8
10,11,Maryland,12,49,434,4.1,36.2
11,12,Army,12,49,436,4.1,36.3
12,13,Georgia Tech,13,58,480,4.5,36.9
13,14,Northwestern,13,56,492,4.3,37.8
14,15,Rice,12,57,461,4.8,38.4
15,16,Duke,12,56,467,4.7,38.9
16,16,Wisconsin,14,67,545,4.8,38.9
17,18,Pittsburgh,13,69,513,5.3,39.5
18,19,Clemson,14,62,562,4.4,40.1
19,20,Kentucky,12,59,482,4.9,40.2
20,21,UTEP,12,55,492,4.6,41.0
21,22,San Diego State,13,60,534,4.6,41.1
22,23,North Texas,12,60,497,5.0,41.4
23,24,Connecticut,12,63,502,5.3,41.8
24,24,Marshall,13,72,544,5.5,41.8
25,26,Bowling Green,12,58,505,4.8,42.1
26,27,Illinois,13,64,549,4.9,42.2
27,28,Virginia,13,69,550,5.3,42.3
28,28,Miami (Florida),12,69,508,5.8,42.3
29,30,Middle Tennessee,12,59,511,4.9,42.6
30,31,Temple,13,68,560,5.2,43.1
31,32,Air Force,13,61,562,4.7,43.2
32,33,Wake Forest,13,63,566,4.8,43.5
33,33,Penn State,13,65,565,5.0,43.5
34,35,Memphis,12,57,523,4.8,43.6
35,35,UAB,12,60,523,5.0,43.6
36,35,Akron,12,63,523,5.3,43.6
37,35,Mississippi State,13,71,567,5.5,43.6
38,39,Ohio State,13,70,572,5.4,44.0
39,40,Rutgers,13,88,581,6.8,44.7
40,41,Oklahoma,13,64,582,4.9,44.8
41,42,Missouri,13,70,593,5.4,45.6
42,42,Arkansas,13,80,593,6.2,45.6
43,44,East Carolina,12,59,550,4.9,45.8
44,45,Kansas,12,69,551,5.8,45.9
45,45,Miami (Ohio),12,70,551,5.8,45.9
46,45,Hawai'i,13,79,597,6.1,45.9
47,48,Central Michigan,12,56,560,4.7,46.7
48,48,Cincinnati,13,67,607,5.2,46.7
49,50,Tennessee,12,69,561,5.8,46.8
