,Rank,Name,G,Pen.,Yards,Pen./G,Yards/G
50,51,Wyoming,13,63,612,4.8,47.1
51,52,Boise State,13,69,614,5.3,47.2
52,53,Georgia,14,86,664,6.1,47.4
53,54,North Carolina,13,70,623,5.4,47.9
54,55,New Mexico,12,82,582,6.8,48.5
55,56,South Carolina,13,82,632,6.3,48.6
56,57,UCF,12,68,587,5.7,48.9
57,58,Minnesota,12,68,593,5.7,49.4
58,59,Tulane,13,74,647,5.7,49.8
59,60,Louisiana-Monroe,12,68,600,5.7,50.0
60,60,USC,12,71,600,5.9,50.0
61,62,LSU,14,86,702,6.1,50.1
62,63,BYU,13,75,653,5.8,50.2
63,63,Vanderbilt,13,81,653,6.2,50.2
64,65,Oklahoma State,13,72,656,5.5,50.5
65,65,SMU,13,80,657,6.2,50.5
66,67,Houston,14,85,719,6.1,51.4
67,68,Utah,13,74,672,5.7,51.7
68,69,Auburn,13,75,676,5.8,52.0
69,70,Iowa State,13,88,680,6.8,52.3
70,71,New Mexico State,13,90,681,6.9,52.4
71,72,TCU,13,72,687,5.5,52.8
72,73,Nebraska,13,86,688,6.6,52.9
73,74,Troy,12,80,636,6.7,53.0
74,75,Virginia Tech,14,82,745,5.9,53.2
75,76,Northern Illinois,14,77,748,5.5,53.4
76,77,Buffalo,12,67,643,5.6,53.6
77,77,West Virginia,13,80,697,6.2,53.6
78,79,Stanford,13,81,717,6.2,55.2
79,80,Michigan State,14,95,775,6.8,55.4
80,81,Texas,13,84,722,6.5,55.5
81,82,Western Michigan,13,92,731,7.1,56.2
82,83,Louisville,13,90,735,6.9,56.5
83,83,Nevada,13,90,735,6.9,56.5
84,85,Mississippi,12,80,692,6.7,57.7
85,86,UCLA,14,92,826,6.6,59.0
86,87,Notre Dame,13,83,768,6.4,59.1
87,88,Ohio,14,85,832,6.1,59.4
88,89,Washington,13,78,773,6.0,59.5
89,89,Idaho,12,76,714,6.3,59.5
90,89,Florida,13,100,773,7.7,59.5
91,92,South Florida,12,85,721,7.1,60.1
92,93,Utah State,13,82,783,6.3,60.2
93,93,Purdue,13,96,782,7.4,60.2
94,95,Arkansas State,13,90,785,6.9,60.4
95,96,Colorado State,12,82,729,6.8,60.8
96,97,UNLV,12,80,734,6.7,61.2
97,97,Louisiana Tech,13,89,796,6.8,61.2
98,97,Eastern Michigan,12,87,734,7.3,61.2
99,100,Fresno State,13,88,809,6.8,62.2
100,101,Western Kentucky,12,89,747,7.4,62.3
101,102,Syracuse,12,79,753,6.6,62.8
102,103,Washington State,12,78,758,6.5,63.2
103,103,Toledo,13,95,822,7.3,63.2
104,105,Southern Mississippi,14,109,894,7.8,63.9
105,106,Kent State,12,76,768,6.3,64.0
106,107,Baylor,13,92,839,7.1,64.5
107,108,Indiana,12,83,776,6.9,64.7
108,109,Texas Tech,12,92,778,7.7,64.8
109,110,Oregon,14,101,910,7.2,65.0
110,111,Arizona,12,94,781,7.8,65.1
111,112,Texas A&M,13,91,855,7.0,65.8
112,112,Florida International,13,102,855,7.8,65.8
113,114,Louisiana-Lafayette,13,99,859,7.6,66.1
114,115,Colorado,13,103,866,7.9,66.6
115,116,Florida State,13,103,875,7.9,67.3
116,117,Florida Atlantic,12,92,818,7.7,68.2
117,118,Oregon State,12,89,824,7.4,68.7
118,119,California,13,98,941,7.5,72.4
119,120,Arizona State,13,104,1037,8.0,79.8
