,Rank,Name,G,Attempts,Conversions,Conversion %
0,1,Western Michigan,13,20,5,25.00
1,2,Utah,13,19,5,26.32
2,3,North Carolina State,13,15,4,26.67
3,4,Texas,13,17,5,29.41
4,4,Washington State,12,17,5,29.41
5,6,Connecticut,12,10,3,30.00
6,7,Kent State,12,13,4,30.77
7,8,Oregon State,12,19,6,31.58
8,9,Ohio,14,15,5,33.33
9,10,Virginia Tech,14,20,7,35.00
10,11,USC,12,17,6,35.29
11,11,Cincinnati,13,17,6,35.29
12,11,North Texas,12,17,6,35.29
13,14,Oklahoma,13,19,7,36.84
14,14,TCU,13,19,7,36.84
15,16,UTEP,12,8,3,37.50
16,17,Louisiana-Lafayette,13,21,8,38.10
17,17,Michigan,13,21,8,38.10
18,19,Marshall,13,18,7,38.89
19,20,Kentucky,12,15,6,40.00
20,20,Rice,12,15,6,40.00
21,20,Oregon,14,25,10,40.00
22,23,Clemson,14,22,9,40.91
23,23,Vanderbilt,13,22,9,40.91
24,25,Penn State,13,17,7,41.18
25,26,Arkansas State,13,26,11,42.31
26,26,Alabama,13,26,11,42.31
27,28,Texas A&M,13,21,9,42.86
28,29,Boston College,12,16,7,43.75
29,30,Ohio State,13,18,8,44.44
30,30,Florida International,13,27,12,44.44
31,32,Michigan State,14,20,9,45.00
32,32,Houston,14,20,9,45.00
33,34,Ball State,12,11,5,45.45
34,35,Iowa State,13,13,6,46.15
35,36,West Virginia,13,17,8,47.06
36,36,Louisiana-Monroe,12,17,8,47.06
37,36,Western Kentucky,12,17,8,47.06
38,36,New Mexico,12,17,8,47.06
39,36,Rutgers,13,17,8,47.06
40,41,Louisville,13,19,9,47.37
41,41,East Carolina,12,19,9,47.37
42,43,California,13,21,10,47.62
43,43,New Mexico State,13,21,10,47.62
44,45,Louisiana Tech,13,23,11,47.83
45,46,SMU,13,25,12,48.00
46,47,Southern Mississippi,14,29,14,48.28
47,48,Temple,13,31,15,48.39
48,49,Army,12,10,5,50.00
49,49,Florida State,13,14,7,50.00
50,49,Bowling Green,12,14,7,50.00
51,49,Maryland,12,16,8,50.00
52,49,Missouri,13,16,8,50.00
53,49,Miami (Florida),12,16,8,50.00
54,49,Memphis,12,16,8,50.00
55,49,Wyoming,13,18,9,50.00
56,49,Utah State,13,18,9,50.00
57,49,Tennessee,12,18,9,50.00
58,49,Stanford,13,20,10,50.00
59,49,Pittsburgh,13,20,10,50.00
60,49,Georgia,14,20,10,50.00
61,49,LSU,14,20,10,50.00
62,49,Arkansas,13,22,11,50.00
63,49,Nevada,13,22,11,50.00
64,49,Boise State,13,24,12,50.00
65,66,Mississippi State,13,25,13,52.00
66,66,Florida,13,25,13,52.00
67,68,Wisconsin,14,23,12,52.17
68,68,Kansas State,13,23,12,52.17
69,68,Tulsa,13,23,12,52.17
70,71,Troy,12,21,11,52.38
71,72,Akron,12,15,8,53.33
72,72,Idaho,12,15,8,53.33
73,74,UCLA,14,28,15,53.57
74,75,UNLV,12,13,7,53.85
75,76,Miami (Ohio),12,22,12,54.55
76,77,UCF,12,20,11,55.00
77,77,Virginia,13,20,11,55.00
78,79,Fresno State,13,18,10,55.56
79,79,North Carolina,13,18,10,55.56
80,79,Oklahoma State,13,27,15,55.56
81,82,Hawai'i,13,16,9,56.25
82,82,Illinois,13,16,9,56.25
83,84,Colorado,13,14,8,57.14
84,84,Wake Forest,13,21,12,57.14
85,84,Purdue,13,21,12,57.14
86,87,South Carolina,13,19,11,57.89
87,87,BYU,13,19,11,57.89
88,87,Navy,12,19,11,57.89
89,87,Eastern Michigan,12,19,11,57.89
90,91,Toledo,13,29,17,58.62
91,92,San Jose State,12,17,10,58.82
92,93,San Diego State,13,22,13,59.09
93,93,Nebraska,13,22,13,59.09
94,95,Northern Illinois,14,32,19,59.38
95,96,Colorado State,12,15,9,60.00
96,96,Arizona State,13,20,12,60.00
97,96,Washington,13,20,12,60.00
98,96,Notre Dame,13,20,12,60.00
99,100,Buffalo,12,18,11,61.11
100,101,Middle Tennessee,12,13,8,61.54
101,101,Auburn,13,13,8,61.54
102,101,Syracuse,12,13,8,61.54
103,104,UAB,12,21,13,61.90
104,105,South Florida,12,16,10,62.50
105,106,Minnesota,12,22,14,63.64
106,107,Northwestern,13,14,9,64.29
107,107,Kansas,12,14,9,64.29
108,109,Texas Tech,12,20,13,65.00
109,109,Baylor,13,20,13,65.00
110,111,Indiana,12,9,6,66.67
111,111,Duke,12,9,6,66.67
112,111,Georgia Tech,13,24,16,66.67
113,114,Florida Atlantic,12,19,13,68.42
114,115,Air Force,13,16,11,68.75
115,116,Mississippi,12,17,12,70.59
116,117,Central Michigan,12,14,10,71.43
117,118,Tulane,13,15,11,73.33
118,119,Iowa,13,19,14,73.68
119,120,Arizona,12,19,15,78.95
