,Rank,Name,G,Att.,Made,Pct.,Att/G,Made/G
0,1,Temple,13,12,4,33.3,0.9,0.3
1,2,New Mexico,12,10,4,40.0,0.8,0.3
2,3,Oregon State,12,12,5,41.7,1.0,0.4
3,4,Stanford,13,20,9,45.0,1.5,0.7
4,5,Navy,12,12,6,50.0,1.0,0.5
5,5,Alabama,13,14,7,50.0,1.1,0.5
6,5,Nevada,13,14,7,50.0,1.1,0.5
7,5,Hawai'i,13,18,9,50.0,1.4,0.7
8,9,Nebraska,13,15,8,53.3,1.2,0.6
9,10,Mississippi,12,24,13,54.2,2.0,1.1
10,11,Florida,13,20,11,55.0,1.5,0.8
11,12,New Mexico State,13,16,9,56.3,1.2,0.7
12,12,Connecticut,12,16,9,56.3,1.3,0.8
13,14,Air Force,13,14,8,57.1,1.1,0.6
14,14,Colorado State,12,14,8,57.1,1.2,0.7
15,14,USC,12,14,8,57.1,1.2,0.7
16,17,Virginia Tech,14,19,11,57.9,1.4,0.8
17,18,Virginia,13,24,14,58.3,1.8,1.1
18,19,Louisville,13,17,10,58.8,1.3,0.8
19,20,Georgia Tech,13,15,9,60.0,1.2,0.7
20,20,Minnesota,12,15,9,60.0,1.3,0.8
21,20,Louisiana-Monroe,12,15,9,60.0,1.3,0.8
22,23,Buffalo,12,18,11,61.1,1.5,0.9
23,23,East Carolina,12,18,11,61.1,1.5,0.9
24,25,Michigan State,14,13,8,61.5,0.9,0.6
25,25,Toledo,13,13,8,61.5,1.0,0.6
26,27,Idaho,12,21,13,61.9,1.8,1.1
27,28,Florida Atlantic,12,29,18,62.1,2.4,1.5
28,29,Arkansas State,13,19,12,63.2,1.5,0.9
29,29,Illinois,13,19,12,63.2,1.5,0.9
30,29,Vanderbilt,13,19,12,63.2,1.5,0.9
31,32,Arkansas,13,11,7,63.6,0.8,0.5
32,32,Florida International,13,22,14,63.6,1.7,1.1
33,34,Rutgers,13,25,16,64.0,1.9,1.2
34,35,Wisconsin,14,14,9,64.3,1.0,0.6
